,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A214370,ди╬На╗,20210823,71000,73800,71000,73600,13510,266,10743000
1,A214370,ди╬На╗,20210820,73800,73800,70500,70700,42479,266,10743000
2,A214370,ди╬На╗,20210819,75200,76500,72700,73100,53936,266,10743000
3,A214370,ди╬На╗,20210818,71600,77200,70500,74700,78862,266,10743000
4,A214370,ди╬На╗,20210817,71600,73000,70200,70900,37096,266,10743000
5,A214370,ди╬На╗,20210813,74100,74100,70600,71600,28043,266,10743000
6,A214370,ди╬На╗,20210812,73700,74700,73000,73200,26249,266,10743000
7,A214370,ди╬На╗,20210811,72200,74100,71200,73400,31211,266,10743000
8,A214370,ди╬На╗,20210810,72000,73300,71000,72900,19000,266,10743000
9,A214370,ди╬На╗,20210809,73500,73500,70800,72300,39496,266,10743000
10,A214370,ди╬На╗,20210806,75600,75600,72600,73400,46644,266,10743000
11,A214370,ди╬На╗,20210805,71800,76200,71500,75600,134606,266,10743000
12,A214370,ди╬На╗,20210804,70100,72800,69400,71500,80694,266,10743000
13,A214370,ди╬На╗,20210803,68300,71800,67700,69900,59942,266,10743000
14,A214370,ди╬На╗,20210802,68400,68400,66600,67700,12541,266,10743000
15,A214370,ди╬На╗,20210730,67900,68300,66800,67400,23159,266,10743000
16,A214370,ди╬На╗,20210729,66600,67800,66600,67400,8946,266,10743000
17,A214370,ди╬На╗,20210728,66900,67400,66300,66600,11584,266,10743000
18,A214370,ди╬На╗,20210727,67500,68000,66500,66900,12825,266,10743000
19,A214370,ди╬На╗,20210726,68000,68000,67000,67600,8675,266,10743000
20,A214370,ди╬На╗,20210723,68000,68100,66800,68000,13573,266,10743000
21,A214370,ди╬На╗,20210722,68100,68500,67400,68000,11458,266,10743000
22,A214370,ди╬На╗,20210721,69400,69400,67700,68000,9578,266,10743000
23,A214370,ди╬На╗,20210720,67800,69300,67600,68700,23163,266,10743000
24,A214370,ди╬На╗,20210719,68000,68200,67400,68000,7391,266,10743000
25,A214370,ди╬На╗,20210716,68900,69100,67700,68600,21663,266,10743000
26,A214370,ди╬На╗,20210715,67300,69300,66700,69000,23195,266,10743000
27,A214370,ди╬На╗,20210714,67100,67300,66500,67200,10650,266,10743000
28,A214370,ди╬На╗,20210713,67100,67700,66900,67100,4832,266,10743000
29,A214370,ди╬На╗,20210712,67600,67700,65500,67000,14228,266,10743000
30,A214370,ди╬На╗,20210709,67700,67900,66400,67500,20310,266,10743000
31,A214370,ди╬На╗,20210708,68800,69200,67100,68100,18002,266,10743000
32,A214370,ди╬На╗,20210707,69500,69500,68300,68500,16924,266,10743000
33,A214370,ди╬На╗,20210706,69600,69700,68900,69500,11711,266,10743000
34,A214370,ди╬На╗,20210705,68200,69600,67700,69300,15987,266,10743000
35,A214370,ди╬На╗,20210702,67800,68700,67600,68100,9254,266,10743000
36,A214370,ди╬На╗,20210701,68400,68500,67300,68100,18846,266,10743000
37,A214370,ди╬На╗,20210630,68500,70100,68200,68800,22046,266,10743000
38,A214370,ди╬На╗,20210629,69200,69200,65100,68200,17299,266,10743000
39,A214370,ди╬На╗,20210628,67900,69100,67100,68900,24984,266,10743000
40,A214370,ди╬На╗,20210625,67000,68200,66600,67100,26321,266,10743000
41,A214370,ди╬На╗,20210624,67900,68900,67100,67400,20406,266,10743000
42,A214370,ди╬На╗,20210623,67500,69100,67500,67800,21829,266,10743000
43,A214370,ди╬На╗,20210622,68100,68100,66400,67500,26741,266,10743000
44,A214370,ди╬На╗,20210621,68100,69000,67400,67500,23489,266,10743000
45,A214370,ди╬На╗,20210618,70200,70200,68700,68900,21059,266,10743000
46,A214370,ди╬На╗,20210617,67300,69700,66700,69600,31545,266,10743000
47,A214370,ди╬На╗,20210616,67500,67500,66500,67000,7258,266,10743000
48,A214370,ди╬На╗,20210615,66900,67000,66100,67000,8181,266,10743000
49,A214370,ди╬На╗,20210614,66200,66900,65700,66800,11821,266,10743000
50,A214370,ди╬На╗,20210611,65700,66200,65500,66200,13800,266,10743000
51,A214370,ди╬На╗,20210610,65300,66500,64900,65700,80270,266,10743000
52,A214370,ди╬На╗,20210609,66300,66300,65100,65300,10121,266,10743000
53,A214370,ди╬На╗,20210608,65400,66800,65000,66000,14923,266,10743000
54,A214370,ди╬На╗,20210607,66500,68000,65000,65300,27967,266,10743000
55,A214370,ди╬На╗,20210604,66300,68000,66200,66400,14674,266,10743000
56,A214370,ди╬На╗,20210603,66600,67100,66500,66600,10073,266,10743000
57,A214370,ди╬На╗,20210602,67300,67300,66400,66800,13501,266,10743000
58,A214370,ди╬На╗,20210601,67900,67900,67000,67300,13825,266,10743000
59,A214370,ди╬На╗,20210531,67900,68500,67200,67900,13490,266,10743000
60,A214370,ди╬На╗,20210528,69700,71000,67400,67900,45216,266,10743000
61,A214370,ди╬На╗,20210527,66000,69800,65400,69700,49182,266,10743000
62,A214370,ди╬На╗,20210526,65000,65900,64800,65400,10664,266,10743000
63,A214370,ди╬На╗,20210525,65200,65800,64800,65000,9020,266,10743000
64,A214370,ди╬На╗,20210524,66000,66200,64200,64600,17783,266,10743000
65,A214370,ди╬На╗,20210521,66100,67400,65700,66000,14380,266,10743000
66,A214370,ди╬На╗,20210520,65900,67500,65900,66100,11347,266,10743000
67,A214370,ди╬На╗,20210518,64800,67500,64800,67000,31543,266,10743000
68,A214370,ди╬На╗,20210517,63100,65700,62800,65300,25560,266,10743000
69,A214370,ди╬На╗,20210514,62800,64000,62800,63400,10258,266,10743000
70,A214370,ди╬На╗,20210513,62600,64200,62300,63300,15211,266,10743000
71,A214370,ди╬На╗,20210512,63000,63800,62700,63200,16290,266,10743000
72,A214370,ди╬На╗,20210511,63300,64000,62400,63500,24117,266,10743000
73,A214370,ди╬На╗,20210510,62700,64100,62600,64000,10692,266,10743000
74,A214370,ди╬На╗,20210507,63200,64000,63000,63100,14472,266,10743000
75,A214370,ди╬На╗,20210506,63200,64200,62900,63800,18640,266,10743000
76,A214370,ди╬На╗,20210504,64300,65000,62400,64300,26874,266,10743000
77,A214370,ди╬На╗,20210503,64600,66400,64500,64600,16828,266,10743000
78,A214370,ди╬На╗,20210430,64800,65800,64600,65400,13143,266,10743000
79,A214370,ди╬На╗,20210429,65500,66800,64500,65000,14478,266,10743000
80,A214370,ди╬На╗,20210428,65600,67000,65100,65200,14330,266,10743000
81,A214370,ди╬На╗,20210427,65400,66000,65100,65900,11103,266,10743000
82,A214370,ди╬На╗,20210426,65500,66000,64700,65400,13705,266,10743000
83,A214370,ди╬На╗,20210423,65600,66000,65000,65400,15942,266,10743000
84,A214370,ди╬На╗,20210422,66200,66800,65300,66000,20252,266,10743000
85,A214370,ди╬На╗,20210421,66900,67600,65900,66800,28441,266,10743000
86,A214370,ди╬На╗,20210420,68400,68600,67400,67600,14733,266,10743000
87,A214370,ди╬На╗,20210419,68800,69600,68300,68400,11808,266,10743000
88,A214370,ди╬На╗,20210416,67700,69000,67500,68900,12598,266,10743000
89,A214370,ди╬На╗,20210415,68900,68900,67600,67700,11316,266,10743000
90,A214370,ди╬На╗,20210414,68600,69200,67500,68800,12941,266,10743000
91,A214370,ди╬На╗,20210413,67100,69100,66900,68600,20778,266,10743000
92,A214370,ди╬На╗,20210412,66800,68500,66100,67100,13646,266,10743000
93,A214370,ди╬На╗,20210409,65600,67000,65500,66700,11718,266,10743000
94,A214370,ди╬На╗,20210408,65500,67000,65100,66200,12288,266,10743000
95,A214370,ди╬На╗,20210407,65000,66100,64800,65800,13770,266,10743000
96,A214370,ди╬На╗,20210406,65900,65900,64700,65600,11225,266,10743000
97,A214370,ди╬На╗,20210405,65200,65800,64800,65300,11980,266,10743000
98,A214370,ди╬На╗,20210402,66500,66500,65200,65700,8694,266,10743000
99,A214370,ди╬На╗,20210401,65300,66200,64500,66000,13382,266,10743000
100,A214370,ди╬На╗,20210331,65600,65600,64500,65300,18009,266,10743000
101,A214370,ди╬На╗,20210330,66000,66700,65400,65700,12360,266,10743000
102,A214370,ди╬На╗,20210329,65900,66900,65600,66000,13560,266,10743000
103,A214370,ди╬На╗,20210326,66600,67100,66000,66300,12653,266,10743000
104,A214370,ди╬На╗,20210325,67100,67300,66600,66800,10211,266,10743000
105,A214370,ди╬На╗,20210324,67300,68300,66800,67700,7969,266,10743000
106,A214370,ди╬На╗,20210323,68700,68700,64000,67800,18635,266,10743000
107,A214370,ди╬На╗,20210322,68000,68600,67400,68500,11714,266,10743000
108,A214370,ди╬На╗,20210319,68600,69100,67200,68500,10289,266,10743000
109,A214370,ди╬На╗,20210318,67000,68700,65500,68600,13806,266,10743000
110,A214370,ди╬На╗,20210317,66600,67200,66000,66900,9296,266,10743000
111,A214370,ди╬На╗,20210316,66800,67400,66500,67000,7758,266,10743000
112,A214370,ди╬На╗,20210315,67100,68000,66600,66700,5862,266,10743000
113,A214370,ди╬На╗,20210312,67000,67900,66800,67500,7555,266,10743000
114,A214370,ди╬На╗,20210311,65800,67400,65400,66900,9340,266,10743000
115,A214370,ди╬На╗,20210310,66900,68400,65600,65800,7857,266,10743000
116,A214370,ди╬На╗,20210309,67300,67300,65700,66600,9989,266,10743000
117,A214370,ди╬На╗,20210308,69400,69400,65600,67300,12066,266,10743000
118,A214370,ди╬На╗,20210305,67300,69000,65900,68500,8859,266,10743000
119,A214370,ди╬На╗,20210304,67600,68000,66700,67200,7815,266,10743000
120,A214370,ди╬На╗,20210303,68300,69000,67100,68200,7894,266,10743000
121,A214370,ди╬На╗,20210302,68500,69000,67000,68600,16553,266,10743000
122,A214370,ди╬На╗,20210226,65200,67700,64800,66700,19194,266,10743000
123,A214370,ди╬На╗,20210225,67100,68200,65800,68200,18632,266,10743000
124,A214370,ди╬На╗,20210224,67700,68200,64400,65600,43215,266,10743000
125,A214370,ди╬На╗,20210223,67700,68800,66400,67800,20920,266,10743000
126,A214370,ди╬На╗,20210222,69300,69900,67900,68400,34743,266,10743000
127,A214370,ди╬На╗,20210219,70700,70700,68500,69500,22914,266,10743000
128,A214370,ди╬На╗,20210218,70500,70500,69600,69800,12508,266,10743000
129,A214370,ди╬На╗,20210217,70700,71800,69500,70500,10475,266,10743000
130,A214370,ди╬На╗,20210216,70900,72000,70500,71100,17124,266,10743000
131,A214370,ди╬На╗,20210215,71400,72400,70500,71700,20517,266,10743000
132,A214370,ди╬На╗,20210210,70000,72200,69800,71700,17085,266,10743000
133,A214370,ди╬На╗,20210209,69600,70800,68800,70700,18115,266,10743000
134,A214370,ди╬На╗,20210208,71000,71000,68800,69600,27774,266,10743000
135,A214370,ди╬На╗,20210205,71100,72100,70500,71200,20319,266,10743000
136,A214370,ди╬На╗,20210204,72500,73000,70800,72100,16364,266,10743000
137,A214370,ди╬На╗,20210203,72600,73700,72100,73300,13016,266,10743000
138,A214370,ди╬На╗,20210202,70400,74100,70300,73000,25574,266,10743000
139,A214370,ди╬На╗,20210201,69900,72000,69400,70200,20808,266,10743000
140,A214370,ди╬На╗,20210129,70600,71900,68900,70000,41558,266,10743000
141,A214370,ди╬На╗,20210128,72000,74000,70300,70600,42306,266,10743000
