,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A002020,ฤฺฟภที,20210823,29250,29650,29000,29650,21931,021,12626000
1,A002020,ฤฺฟภที,20210820,30550,30850,29050,29200,104575,021,12626000
2,A002020,ฤฺฟภที,20210819,31100,31950,30350,30550,90008,021,12626000
3,A002020,ฤฺฟภที,20210818,29150,31800,29150,31550,142312,021,12626000
4,A002020,ฤฺฟภที,20210817,30400,30400,28950,29000,73855,021,12626000
5,A002020,ฤฺฟภที,20210813,30850,30850,29500,30400,71911,021,12626000
6,A002020,ฤฺฟภที,20210812,30500,31000,30500,30650,39885,021,12626000
7,A002020,ฤฺฟภที,20210811,30950,31050,30450,30500,40591,021,12626000
8,A002020,ฤฺฟภที,20210810,31450,31550,30600,30700,45555,021,12626000
9,A002020,ฤฺฟภที,20210809,31600,32000,31250,31450,40680,021,12626000
10,A002020,ฤฺฟภที,20210806,31950,31950,31450,31850,35416,021,12626000
11,A002020,ฤฺฟภที,20210805,31350,31750,31200,31750,43150,021,12626000
12,A002020,ฤฺฟภที,20210804,31750,32250,31400,31500,61656,021,12626000
13,A002020,ฤฺฟภที,20210803,30650,31600,30450,31450,62830,021,12626000
14,A002020,ฤฺฟภที,20210802,30600,30800,30500,30650,22177,021,12626000
15,A002020,ฤฺฟภที,20210730,30950,31050,30550,30550,22269,021,12626000
16,A002020,ฤฺฟภที,20210729,30700,31300,30700,30850,32134,021,12626000
17,A002020,ฤฺฟภที,20210728,30700,31050,30600,30650,40516,021,12626000
18,A002020,ฤฺฟภที,20210727,31300,31300,30700,30950,24633,021,12626000
19,A002020,ฤฺฟภที,20210726,30950,31500,30750,30900,28109,021,12626000
20,A002020,ฤฺฟภที,20210723,31150,31250,30700,30950,25839,021,12626000
21,A002020,ฤฺฟภที,20210722,30700,31250,30650,31150,27146,021,12626000
22,A002020,ฤฺฟภที,20210721,30900,30900,30500,30650,30369,021,12626000
23,A002020,ฤฺฟภที,20210720,30400,30850,30300,30650,50921,021,12626000
24,A002020,ฤฺฟภที,20210719,31000,31200,30750,30950,33962,021,12626000
25,A002020,ฤฺฟภที,20210716,31700,31900,30900,31300,45846,021,12626000
26,A002020,ฤฺฟภที,20210715,31600,32100,31450,31700,39084,021,12626000
27,A002020,ฤฺฟภที,20210714,31350,31850,30850,31800,43288,021,12626000
