,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A206300,ø•≈ÿ∫Ò¡Ø,20210823,1900,1900,1900,1900,1,699,1851000
1,A206300,ø•≈ÿ∫Ò¡Ø,20210820,1515,2280,1515,1525,1171,699,1851000
2,A206300,ø•≈ÿ∫Ò¡Ø,20210819,1985,1985,1810,1825,35,699,1851000
3,A206300,ø•≈ÿ∫Ò¡Ø,20210818,1985,1985,1735,1735,506,699,1851000
4,A206300,ø•≈ÿ∫Ò¡Ø,20210817,1705,1715,1665,1665,4281,699,1851000
5,A206300,ø•≈ÿ∫Ò¡Ø,20210813,2200,2200,1685,2090,430,699,1851000
6,A206300,ø•≈ÿ∫Ò¡Ø,20210812,1775,2190,1775,2150,414,699,1851000
7,A206300,ø•≈ÿ∫Ò¡Ø,20210811,1985,1985,1755,1755,55,699,1851000
8,A206300,ø•≈ÿ∫Ò¡Ø,20210810,1715,2220,1715,2220,87,699,1851000
9,A206300,ø•≈ÿ∫Ò¡Ø,20210809,2320,2320,2320,2320,1,699,1851000
10,A206300,ø•≈ÿ∫Ò¡Ø,20210806,2545,2545,2545,2545,2,699,1851000
11,A206300,ø•≈ÿ∫Ò¡Ø,20210805,2100,2925,2100,2925,108,699,1851000
12,A206300,ø•≈ÿ∫Ò¡Ø,20210804,3000,3000,3000,3000,1,699,1851000
13,A206300,ø•≈ÿ∫Ò¡Ø,20210803,2365,2365,2365,2365,0,699,1851000
14,A206300,ø•≈ÿ∫Ò¡Ø,20210802,2370,2370,2370,2370,0,699,1851000
15,A206300,ø•≈ÿ∫Ò¡Ø,20210730,2375,2375,2375,2375,2,699,1851000
16,A206300,ø•≈ÿ∫Ò¡Ø,20210729,1800,2505,1800,2505,272,699,1851000
17,A206300,ø•≈ÿ∫Ò¡Ø,20210728,2200,2200,1840,1915,752,699,1851000
