,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A064760,ф╪╬╬диюл,20210823,167200,167900,162100,163900,6133,359,11675000
1,A064760,ф╪╬╬диюл,20210820,165700,171400,165000,165600,21374,359,11675000
2,A064760,ф╪╬╬диюл,20210819,170900,172000,165000,166600,34108,359,11675000
3,A064760,ф╪╬╬диюл,20210818,171500,173900,169100,172300,22501,359,11675000
4,A064760,ф╪╬╬диюл,20210817,173400,176400,170500,171800,19862,359,11675000
5,A064760,ф╪╬╬диюл,20210813,176200,176200,171200,173400,31297,359,11675000
6,A064760,ф╪╬╬диюл,20210812,180100,180200,175000,176300,33605,359,11675000
7,A064760,ф╪╬╬диюл,20210811,181400,184000,180000,181000,27766,359,11675000
8,A064760,ф╪╬╬диюл,20210810,189000,191000,182400,183900,35363,359,11675000
9,A064760,ф╪╬╬диюл,20210809,190700,190700,186400,188600,21141,359,11675000
10,A064760,ф╪╬╬диюл,20210806,192400,193500,190000,190700,18952,359,11675000
11,A064760,ф╪╬╬диюл,20210805,192800,195000,192100,192300,15038,359,11675000
12,A064760,ф╪╬╬диюл,20210804,192000,193300,190100,192800,17532,359,11675000
13,A064760,ф╪╬╬диюл,20210803,190600,193500,189100,192800,30754,359,11675000
14,A064760,ф╪╬╬диюл,20210802,195800,197400,193000,193500,20293,359,11675000
15,A064760,ф╪╬╬диюл,20210730,193800,195900,192200,194700,17951,359,11675000
16,A064760,ф╪╬╬диюл,20210729,193800,196000,191000,195500,13264,359,11675000
17,A064760,ф╪╬╬диюл,20210728,200000,200000,190200,194100,39362,359,11675000
18,A064760,ф╪╬╬диюл,20210727,201500,205200,200200,202500,16101,359,11675000
19,A064760,ф╪╬╬диюл,20210726,208000,208000,195000,203900,23838,359,11675000
20,A064760,ф╪╬╬диюл,20210723,206700,213000,201400,205000,36084,359,11675000
21,A064760,ф╪╬╬диюл,20210722,192500,205500,191500,204700,92919,359,11675000
22,A064760,ф╪╬╬диюл,20210721,193400,195400,189500,189700,18726,359,11675000
23,A064760,ф╪╬╬диюл,20210720,195100,198000,193000,193400,29255,359,11675000
24,A064760,ф╪╬╬диюл,20210719,192100,200000,191500,198000,25947,359,11675000
25,A064760,ф╪╬╬диюл,20210716,196000,196000,192600,194200,18273,359,11675000
26,A064760,ф╪╬╬диюл,20210715,195300,197600,193500,196200,20231,359,11675000
27,A064760,ф╪╬╬диюл,20210714,198900,198900,195200,195700,21468,359,11675000
28,A064760,ф╪╬╬диюл,20210713,196500,200500,196500,198900,15127,359,11675000
29,A064760,ф╪╬╬диюл,20210712,197900,200900,195900,197000,17708,359,11675000
30,A064760,ф╪╬╬диюл,20210709,199900,199900,191200,197800,47035,359,11675000
31,A064760,ф╪╬╬диюл,20210708,198000,205000,197400,200700,33211,359,11675000
32,A064760,ф╪╬╬диюл,20210707,196400,199400,196100,198000,17119,359,11675000
33,A064760,ф╪╬╬диюл,20210706,196500,200000,196400,199000,10935,359,11675000
34,A064760,ф╪╬╬диюл,20210705,195800,201500,195700,198900,20885,359,11675000
35,A064760,ф╪╬╬диюл,20210702,196700,197800,194500,194900,25029,359,11675000
36,A064760,ф╪╬╬диюл,20210701,200600,201500,197000,197900,23599,359,11675000
37,A064760,ф╪╬╬диюл,20210630,205800,205800,200600,201600,28193,359,11675000
38,A064760,ф╪╬╬диюл,20210629,194600,206400,194600,204600,65109,359,11675000
39,A064760,ф╪╬╬диюл,20210628,196200,197000,191800,194000,28059,359,11675000
40,A064760,ф╪╬╬диюл,20210625,196000,198700,195700,197000,30357,359,11675000
41,A064760,ф╪╬╬диюл,20210624,197700,200000,196400,197700,21505,359,11675000
42,A064760,ф╪╬╬диюл,20210623,198500,201200,197500,197600,34685,359,11675000
43,A064760,ф╪╬╬диюл,20210622,199100,200900,196400,197300,42241,359,11675000
44,A064760,ф╪╬╬диюл,20210621,198600,201500,195500,199000,45753,359,11675000
45,A064760,ф╪╬╬диюл,20210618,202100,208100,196500,202700,52118,359,11675000
46,A064760,ф╪╬╬диюл,20210617,193900,208700,190300,205100,104055,359,11675000
47,A064760,ф╪╬╬диюл,20210616,183300,194800,182200,193800,84200,359,11675000
48,A064760,ф╪╬╬диюл,20210615,176200,183200,174700,182000,43571,359,11675000
49,A064760,ф╪╬╬диюл,20210614,176700,176700,174900,175200,14800,359,11675000
50,A064760,ф╪╬╬диюл,20210611,175000,181300,175000,176500,43148,359,11675000
51,A064760,ф╪╬╬диюл,20210610,174100,176900,172800,174800,66533,359,11675000
52,A064760,ф╪╬╬диюл,20210609,176100,176900,174000,175500,19714,359,11675000
53,A064760,ф╪╬╬диюл,20210608,176100,177200,174800,176100,31262,359,11675000
54,A064760,ф╪╬╬диюл,20210607,175500,177400,171900,176200,38401,359,11675000
55,A064760,ф╪╬╬диюл,20210604,175000,176000,172100,174400,29268,359,11675000
56,A064760,ф╪╬╬диюл,20210603,172000,179400,170000,177700,42628,359,11675000
57,A064760,ф╪╬╬диюл,20210602,176100,176200,171300,171500,24866,359,11675000
58,A064760,ф╪╬╬диюл,20210601,172500,176900,172000,175300,33381,359,11675000
59,A064760,ф╪╬╬диюл,20210531,173500,173500,170500,172000,21837,359,11675000
60,A064760,ф╪╬╬диюл,20210528,177900,177900,173200,173500,23936,359,11675000
61,A064760,ф╪╬╬диюл,20210527,170100,178400,169500,178400,42554,359,11675000
62,A064760,ф╪╬╬диюл,20210526,172900,174400,170600,170900,26764,359,11675000
63,A064760,ф╪╬╬диюл,20210525,176900,176900,172200,172200,28862,359,11675000
