,辆格内靛,辆格疙,朝楼,矫啊,绊啊,历啊,辆啊,芭贰樊,刘鼻傈魂诀辆内靛,惯青林侥荐
0,A079000,客配胶内府酒,20210823,8100,8100,7660,7850,14963,265,7200000
1,A079000,客配胶内府酒,20210820,7870,7970,7540,7720,46962,265,7200000
2,A079000,客配胶内府酒,20210819,8200,8300,7800,7870,73613,265,7200000
3,A079000,客配胶内府酒,20210818,7520,8090,7520,7800,43597,265,7200000
4,A079000,客配胶内府酒,20210817,7770,8020,7550,7800,47209,265,7200000
5,A079000,客配胶内府酒,20210813,7890,7920,7500,7860,71232,265,7200000
6,A079000,客配胶内府酒,20210812,7930,8020,7830,7890,24246,265,7200000
7,A079000,客配胶内府酒,20210811,8040,8140,7920,7930,30351,265,7200000
8,A079000,客配胶内府酒,20210810,8380,8420,8000,8000,40289,265,7200000
9,A079000,客配胶内府酒,20210809,8700,8700,8240,8320,27376,265,7200000
10,A079000,客配胶内府酒,20210806,8560,8640,8470,8560,23107,265,7200000
11,A079000,客配胶内府酒,20210805,8610,8770,8450,8500,45967,265,7200000
12,A079000,客配胶内府酒,20210804,8390,8560,8350,8470,13018,265,7200000
13,A079000,客配胶内府酒,20210803,8480,8480,8300,8390,41002,265,7200000
14,A079000,客配胶内府酒,20210802,8180,8380,8170,8340,25131,265,7200000
15,A079000,客配胶内府酒,20210730,8200,8280,8160,8220,25182,265,7200000
16,A079000,客配胶内府酒,20210729,8250,8250,8060,8160,26381,265,7200000
17,A079000,客配胶内府酒,20210728,8390,8470,8140,8250,31757,265,7200000
18,A079000,客配胶内府酒,20210727,8180,8510,8180,8390,59545,265,7200000
19,A079000,客配胶内府酒,20210726,8300,8440,8140,8180,67980,265,7200000
20,A079000,客配胶内府酒,20210723,8170,8360,8150,8230,37821,265,7200000
21,A079000,客配胶内府酒,20210722,8130,8270,8070,8110,31600,265,7200000
22,A079000,客配胶内府酒,20210721,8250,8280,8070,8140,64401,265,7200000
23,A079000,客配胶内府酒,20210720,8450,8450,8000,8300,104520,265,7200000
24,A079000,客配胶内府酒,20210719,8980,8980,8480,8480,120617,265,7200000
25,A079000,客配胶内府酒,20210716,8990,9990,8970,9080,734903,265,7200000
26,A079000,客配胶内府酒,20210715,9050,9150,8870,8990,82285,265,7200000
27,A079000,客配胶内府酒,20210714,8780,9120,8640,9050,139296,265,7200000
28,A079000,客配胶内府酒,20210713,8830,8930,8550,8700,76235,265,7200000
29,A079000,客配胶内府酒,20210712,8620,9020,8610,8850,85592,265,7200000
30,A079000,客配胶内府酒,20210709,8750,8950,8450,8740,88414,265,7200000
31,A079000,客配胶内府酒,20210708,8960,9120,8850,8970,123724,265,7200000
32,A079000,客配胶内府酒,20210707,8850,9080,8820,9000,116433,265,7200000
33,A079000,客配胶内府酒,20210706,8900,9270,8780,8910,257228,265,7200000
34,A079000,客配胶内府酒,20210705,8850,9000,8730,8830,222804,265,7200000
35,A079000,客配胶内府酒,20210702,8170,10000,8090,8850,3147064,265,7200000
36,A079000,客配胶内府酒,20210701,8050,8210,7890,8040,90679,265,7200000
37,A079000,客配胶内府酒,20210630,7710,8040,7710,7840,37524,265,7200000
38,A079000,客配胶内府酒,20210629,7720,7880,7680,7710,15555,265,7200000
39,A079000,客配胶内府酒,20210628,7670,7800,7640,7650,13679,265,7200000
40,A079000,客配胶内府酒,20210625,7470,7860,7470,7640,19699,265,7200000
41,A079000,客配胶内府酒,20210624,7510,7590,7300,7480,41153,265,7200000
42,A079000,客配胶内府酒,20210623,7870,8040,7470,7510,53186,265,7200000
43,A079000,客配胶内府酒,20210622,7660,7910,7660,7870,32440,265,7200000
44,A079000,客配胶内府酒,20210621,8030,8030,7650,7730,74811,265,7200000
45,A079000,客配胶内府酒,20210618,8000,8120,7990,8040,10157,265,7200000
46,A079000,客配胶内府酒,20210617,7990,8150,7950,8000,24875,265,7200000
47,A079000,客配胶内府酒,20210616,7930,8170,7930,7990,20002,265,7200000
48,A079000,客配胶内府酒,20210615,7930,8000,7930,7930,19246,265,7200000
49,A079000,客配胶内府酒,20210614,8020,8040,7900,7930,19449,265,7200000
50,A079000,客配胶内府酒,20210611,7930,8010,7860,7940,25217,265,7200000
51,A079000,客配胶内府酒,20210610,7970,8040,7850,7850,44775,265,7200000
52,A079000,客配胶内府酒,20210609,8150,8220,8050,8050,45384,265,7200000
53,A079000,客配胶内府酒,20210608,8330,8340,8150,8150,48408,265,7200000
54,A079000,客配胶内府酒,20210607,8450,8580,8300,8400,44802,265,7200000
55,A079000,客配胶内府酒,20210604,8580,8610,8430,8430,26059,265,7200000
56,A079000,客配胶内府酒,20210603,8700,8700,8430,8570,77201,265,7200000
57,A079000,客配胶内府酒,20210602,8260,10200,8250,8600,688555,265,7200000
58,A079000,客配胶内府酒,20210601,8300,8380,8190,8250,37590,265,7200000
59,A079000,客配胶内府酒,20210531,8400,8400,8200,8300,34259,265,7200000
60,A079000,客配胶内府酒,20210528,8330,8440,8230,8310,16388,265,7200000
61,A079000,客配胶内府酒,20210527,8410,8510,8180,8310,29259,265,7200000
62,A079000,客配胶内府酒,20210526,8430,8580,8300,8320,37066,265,7200000
63,A079000,客配胶内府酒,20210525,8150,8470,8130,8340,22579,265,7200000
64,A079000,客配胶内府酒,20210524,8260,8460,8130,8190,36549,265,7200000
65,A079000,客配胶内府酒,20210521,8270,8580,8270,8530,44644,265,7200000
66,A079000,客配胶内府酒,20210520,8270,8380,8160,8260,58499,265,7200000
67,A079000,客配胶内府酒,20210518,8710,8760,8170,8240,129195,265,7200000
68,A079000,客配胶内府酒,20210517,9050,9150,8730,8800,111101,265,7200000
69,A079000,客配胶内府酒,20210514,9000,9230,8750,8960,82164,265,7200000
70,A079000,客配胶内府酒,20210513,9020,9350,8900,9050,58495,265,7200000
71,A079000,客配胶内府酒,20210512,9460,9540,9200,9400,42056,265,7200000
72,A079000,客配胶内府酒,20210511,9850,9850,9350,9460,69575,265,7200000
73,A079000,客配胶内府酒,20210510,10050,10050,9730,9850,38658,265,7200000
74,A079000,客配胶内府酒,20210507,9660,10050,9610,9860,50698,265,7200000
75,A079000,客配胶内府酒,20210506,9630,9630,9350,9570,61687,265,7200000
76,A079000,客配胶内府酒,20210504,10050,10050,9470,9670,107235,265,7200000
77,A079000,客配胶内府酒,20210503,10150,10650,10000,10000,81685,265,7200000
78,A079000,客配胶内府酒,20210430,10400,10850,10150,10150,167710,265,7200000
79,A079000,客配胶内府酒,20210429,10100,11100,9960,10600,310470,265,7200000
80,A079000,客配胶内府酒,20210428,10900,10950,10000,10100,427493,265,7200000
81,A079000,客配胶内府酒,20210427,9850,12450,9850,11250,3037904,265,7200000
82,A079000,客配胶内府酒,20210426,9760,10050,9700,9810,172572,265,7200000
83,A079000,客配胶内府酒,20210423,9560,9780,9500,9760,148059,265,7200000
84,A079000,客配胶内府酒,20210422,9620,10100,9520,9600,229729,265,7200000
85,A079000,客配胶内府酒,20210421,9530,9720,9390,9620,226913,265,7200000
86,A079000,客配胶内府酒,20210420,9100,11450,9050,9500,869260,265,7200000
87,A079000,客配胶内府酒,20210419,8900,9140,8840,9100,57250,265,7200000
88,A079000,客配胶内府酒,20210416,8730,8900,8670,8900,55110,265,7200000
89,A079000,客配胶内府酒,20210415,8600,8850,8570,8700,55848,265,7200000
90,A079000,客配胶内府酒,20210414,8580,8670,8540,8590,40998,265,7200000
91,A079000,客配胶内府酒,20210413,8560,8640,8440,8590,57240,265,7200000
92,A079000,客配胶内府酒,20210412,8400,8690,8250,8590,56358,265,7200000
93,A079000,客配胶内府酒,20210409,8150,8370,8150,8290,79301,265,7200000
94,A079000,客配胶内府酒,20210408,8160,8220,8160,8200,32860,265,7200000
95,A079000,客配胶内府酒,20210407,8460,8470,8100,8220,47773,265,7200000
96,A079000,客配胶内府酒,20210406,8000,8660,8000,8200,112275,265,7200000
97,A079000,客配胶内府酒,20210405,7960,8140,7940,8010,58431,265,7200000
98,A079000,客配胶内府酒,20210402,8000,8040,7890,7980,61963,265,7200000
99,A079000,客配胶内府酒,20210401,7920,8000,7840,7980,40151,265,7200000
100,A079000,客配胶内府酒,20210331,7650,7980,7650,7920,52975,265,7200000
101,A079000,客配胶内府酒,20210330,7950,7950,7570,7720,74352,265,7200000
102,A079000,客配胶内府酒,20210329,7690,7830,7500,7830,55303,265,7200000
103,A079000,客配胶内府酒,20210326,7640,8000,7510,7550,141070,265,7200000
104,A079000,客配胶内府酒,20210325,7050,7810,7050,7640,419998,265,7200000
105,A079000,客配胶内府酒,20210324,7100,7130,6910,7110,63906,265,7200000
106,A079000,客配胶内府酒,20210323,7090,7180,6940,7160,122617,265,7200000
107,A079000,客配胶内府酒,20210322,6920,7050,6880,7040,142361,265,7200000
108,A079000,客配胶内府酒,20210319,6770,6990,6650,6890,245664,265,7200000
109,A079000,客配胶内府酒,20210318,6820,6830,6610,6790,39393,265,7200000
110,A079000,客配胶内府酒,20210317,6630,6830,6530,6820,76208,265,7200000
111,A079000,客配胶内府酒,20210316,6470,6710,6430,6630,76434,265,7200000
112,A079000,客配胶内府酒,20210315,6380,6450,6310,6400,10678,265,7200000
113,A079000,客配胶内府酒,20210312,6490,6490,6290,6360,27080,265,7200000
114,A079000,客配胶内府酒,20210311,6120,6730,6120,6350,119298,265,7200000
115,A079000,客配胶内府酒,20210310,6500,6500,6100,6100,40700,265,7200000
116,A079000,客配胶内府酒,20210309,6450,6540,6360,6440,59592,265,7200000
117,A079000,客配胶内府酒,20210308,6500,6580,6450,6450,25508,265,7200000
118,A079000,客配胶内府酒,20210305,6530,6560,6450,6500,19314,265,7200000
119,A079000,客配胶内府酒,20210304,6490,6600,6450,6560,31162,265,7200000
120,A079000,客配胶内府酒,20210303,6420,6520,6370,6480,25748,265,7200000
121,A079000,客配胶内府酒,20210302,6330,6490,6310,6440,25364,265,7200000
122,A079000,客配胶内府酒,20210226,6400,6430,6280,6330,53342,265,7200000
123,A079000,客配胶内府酒,20210225,6320,6570,6320,6500,41579,265,7200000
