,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A153710,ø…∆º∆ ,20210823,11800,12500,11800,12300,43188,266,14589000
1,A153710,ø…∆º∆ ,20210820,12300,12450,11650,11800,169797,266,14589000
2,A153710,ø…∆º∆ ,20210819,13100,13350,12150,12300,153198,266,14589000
3,A153710,ø…∆º∆ ,20210818,13050,13500,12950,13300,89801,266,14589000
4,A153710,ø…∆º∆ ,20210817,13650,13750,12950,13250,210056,266,14589000
5,A153710,ø…∆º∆ ,20210813,14350,14400,13600,13800,155237,266,14589000
6,A153710,ø…∆º∆ ,20210812,14950,14950,14150,14200,180506,266,14589000
7,A153710,ø…∆º∆ ,20210811,15100,15250,14700,14700,149555,266,14589000
8,A153710,ø…∆º∆ ,20210810,14950,15900,14800,14950,244415,266,14589000
9,A153710,ø…∆º∆ ,20210809,15750,16000,15000,15100,216292,266,14589000
10,A153710,ø…∆º∆ ,20210806,16050,16350,15700,15750,256243,266,14589000
11,A153710,ø…∆º∆ ,20210805,15450,16500,15300,16200,1147308,266,14589000
12,A153710,ø…∆º∆ ,20210804,14700,15150,14450,14950,214541,266,14589000
13,A153710,ø…∆º∆ ,20210803,15400,15450,14600,14800,266427,266,14589000
14,A153710,ø…∆º∆ ,20210802,15700,15750,15100,15350,186796,266,14589000
15,A153710,ø…∆º∆ ,20210730,16200,17000,15600,15700,900062,266,14589000
16,A153710,ø…∆º∆ ,20210729,15700,16600,15700,16100,539551,266,14589000
17,A153710,ø…∆º∆ ,20210728,15800,15900,15300,15800,277677,266,14589000
18,A153710,ø…∆º∆ ,20210727,16650,16900,15300,15600,823489,266,14589000
19,A153710,ø…∆º∆ ,20210726,17000,17850,16400,16600,1440187,266,14589000
20,A153710,ø…∆º∆ ,20210723,17250,17950,16500,16600,2422951,266,14589000
21,A153710,ø…∆º∆ ,20210722,14700,17950,14500,17550,7896641,266,14589000
22,A153710,ø…∆º∆ ,20210721,14500,15100,14300,14750,702013,266,14589000
23,A153710,ø…∆º∆ ,20210720,13500,17300,13200,14700,8744628,266,14589000
24,A153710,ø…∆º∆ ,20210719,14300,14400,13450,13600,119806,266,14589000
25,A153710,ø…∆º∆ ,20210716,14750,14750,14300,14300,81702,266,14589000
26,A153710,ø…∆º∆ ,20210715,15000,15100,14700,14800,77242,266,14589000
27,A153710,ø…∆º∆ ,20210714,15100,15250,14750,14850,75821,266,14589000
28,A153710,ø…∆º∆ ,20210713,14900,15400,14600,15000,154753,266,14589000
29,A153710,ø…∆º∆ ,20210712,15000,15200,14700,14750,131736,266,14589000
30,A153710,ø…∆º∆ ,20210709,14750,15300,14450,15000,230062,266,14589000
31,A153710,ø…∆º∆ ,20210708,15350,15700,14500,14750,209432,266,14589000
32,A153710,ø…∆º∆ ,20210707,14850,15500,14750,15400,331730,266,14589000
33,A153710,ø…∆º∆ ,20210706,14700,15000,14400,15000,276407,266,14589000
34,A153710,ø…∆º∆ ,20210705,14300,16200,13850,15050,1421196,266,14589000
35,A153710,ø…∆º∆ ,20210702,13600,14100,13250,14100,153847,266,14589000
36,A153710,ø…∆º∆ ,20210701,13150,14450,13050,13600,341922,266,14589000
37,A153710,ø…∆º∆ ,20210630,13250,13300,12950,13150,69993,266,14589000
38,A153710,ø…∆º∆ ,20210629,13300,13500,13050,13150,53936,266,14589000
39,A153710,ø…∆º∆ ,20210628,13250,13600,12950,13250,130292,266,14589000
40,A153710,ø…∆º∆ ,20210625,13000,13150,12700,13000,79984,266,14589000
