,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A003240,еб╠╓╩Й╬В,20210823,1013000,1031000,1013000,1030000,275,008,1113000
1,A003240,еб╠╓╩Й╬В,20210820,1062000,1067000,1012000,1019000,1662,008,1113000
2,A003240,еб╠╓╩Й╬В,20210819,1090000,1118000,1067000,1067000,955,008,1113000
3,A003240,еб╠╓╩Й╬В,20210818,1096000,1119000,1085000,1101000,756,008,1113000
4,A003240,еб╠╓╩Й╬В,20210817,1083000,1104000,1057000,1096000,1497,008,1113000
5,A003240,еб╠╓╩Й╬В,20210813,1101000,1101000,1067000,1079000,624,008,1113000
6,A003240,еб╠╓╩Й╬В,20210812,1094000,1113000,1091000,1092000,808,008,1113000
7,A003240,еб╠╓╩Й╬В,20210811,1088000,1115000,1088000,1109000,539,008,1113000
8,A003240,еб╠╓╩Й╬В,20210810,1106000,1106000,1089000,1099000,604,008,1113000
9,A003240,еб╠╓╩Й╬В,20210809,1093000,1106000,1086000,1106000,709,008,1113000
10,A003240,еб╠╓╩Й╬В,20210806,1097000,1111000,1091000,1110000,578,008,1113000
11,A003240,еб╠╓╩Й╬В,20210805,1100000,1117000,1093000,1104000,1069,008,1113000
12,A003240,еб╠╓╩Й╬В,20210804,1099000,1099000,1083000,1097000,642,008,1113000
13,A003240,еб╠╓╩Й╬В,20210803,1099000,1099000,1083000,1088000,961,008,1113000
14,A003240,еб╠╓╩Й╬В,20210802,1129000,1129000,1106000,1106000,632,008,1113000
15,A003240,еб╠╓╩Й╬В,20210730,1114000,1122000,1098000,1122000,962,008,1113000
16,A003240,еб╠╓╩Й╬В,20210729,1103000,1114000,1101000,1114000,573,008,1113000
17,A003240,еб╠╓╩Й╬В,20210728,1110000,1110000,1094000,1107000,909,008,1113000
18,A003240,еб╠╓╩Й╬В,20210727,1094000,1113000,1094000,1099000,762,008,1113000
19,A003240,еб╠╓╩Й╬В,20210726,1082000,1103000,1076000,1094000,1079,008,1113000
20,A003240,еб╠╓╩Й╬В,20210723,1060000,1081000,1060000,1081000,891,008,1113000
21,A003240,еб╠╓╩Й╬В,20210722,1055000,1070000,1053000,1064000,865,008,1113000
22,A003240,еб╠╓╩Й╬В,20210721,1074000,1081000,1054000,1055000,797,008,1113000
23,A003240,еб╠╓╩Й╬В,20210720,1056000,1080000,1056000,1077000,814,008,1113000
24,A003240,еб╠╓╩Й╬В,20210719,1089000,1089000,1070000,1076000,1042,008,1113000
25,A003240,еб╠╓╩Й╬В,20210716,1099000,1114000,1083000,1089000,1708,008,1113000
26,A003240,еб╠╓╩Й╬В,20210715,1117000,1117000,1105000,1110000,429,008,1113000
27,A003240,еб╠╓╩Й╬В,20210714,1113000,1115000,1100000,1115000,914,008,1113000
28,A003240,еб╠╓╩Й╬В,20210713,1106000,1126000,1100000,1113000,1090,008,1113000
29,A003240,еб╠╓╩Й╬В,20210712,1084000,1116000,1075000,1107000,898,008,1113000
30,A003240,еб╠╓╩Й╬В,20210709,1107000,1107000,1070000,1081000,1467,008,1113000
31,A003240,еб╠╓╩Й╬В,20210708,1138000,1140000,1097000,1109000,1639,008,1113000
32,A003240,еб╠╓╩Й╬В,20210707,1151000,1151000,1138000,1138000,647,008,1113000
33,A003240,еб╠╓╩Й╬В,20210706,1153000,1162000,1145000,1151000,736,008,1113000
34,A003240,еб╠╓╩Й╬В,20210705,1168000,1168000,1148000,1152000,506,008,1113000
35,A003240,еб╠╓╩Й╬В,20210702,1167000,1169000,1149000,1156000,1660,008,1113000
36,A003240,еб╠╓╩Й╬В,20210701,1166000,1174000,1161000,1167000,1119,008,1113000
37,A003240,еб╠╓╩Й╬В,20210630,1172000,1177000,1165000,1166000,1086,008,1113000
38,A003240,еб╠╓╩Й╬В,20210629,1177000,1181000,1170000,1171000,597,008,1113000
39,A003240,еб╠╓╩Й╬В,20210628,1176000,1189000,1167000,1178000,477,008,1113000
40,A003240,еб╠╓╩Й╬В,20210625,1168000,1203000,1167000,1175000,943,008,1113000
41,A003240,еб╠╓╩Й╬В,20210624,1186000,1186000,1165000,1166000,1159,008,1113000
42,A003240,еб╠╓╩Й╬В,20210623,1196000,1211000,1183000,1183000,1109,008,1113000
43,A003240,еб╠╓╩Й╬В,20210622,1183000,1212000,1180000,1198000,1013,008,1113000
44,A003240,еб╠╓╩Й╬В,20210621,1207000,1218000,1175000,1180000,1434,008,1113000
