,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A311060,ø§ø°¿Ã∆º,20210823,3795,3795,3795,3795,0,000,2554000
1,A311060,ø§ø°¿Ã∆º,20210820,3795,3795,3795,3795,4,000,2554000
2,A311060,ø§ø°¿Ã∆º,20210819,4200,4200,3600,3600,314,000,2554000
3,A311060,ø§ø°¿Ã∆º,20210818,3670,3670,3670,3670,30,000,2554000
4,A311060,ø§ø°¿Ã∆º,20210817,4320,4320,4315,4315,11,000,2554000
5,A311060,ø§ø°¿Ã∆º,20210813,3785,3785,3785,3785,266,000,2554000
6,A311060,ø§ø°¿Ã∆º,20210812,4000,4000,3800,3800,967,000,2554000
7,A311060,ø§ø°¿Ã∆º,20210811,3315,4360,3315,4360,6,000,2554000
8,A311060,ø§ø°¿Ã∆º,20210810,3800,3800,3800,3800,474,000,2554000
9,A311060,ø§ø°¿Ã∆º,20210809,3970,4000,3460,4000,255,000,2554000
10,A311060,ø§ø°¿Ã∆º,20210806,3985,3985,3985,3985,251,000,2554000
11,A311060,ø§ø°¿Ã∆º,20210805,4185,4185,4185,4185,239,000,2554000
12,A311060,ø§ø°¿Ã∆º,20210804,4200,4200,4200,4200,10,000,2554000
13,A311060,ø§ø°¿Ã∆º,20210803,3665,3665,3665,3665,273,000,2554000
14,A311060,ø§ø°¿Ã∆º,20210802,3650,3650,3650,3650,274,000,2554000
15,A311060,ø§ø°¿Ã∆º,20210730,3560,3560,3560,3560,281,000,2554000
16,A311060,ø§ø°¿Ã∆º,20210729,3510,3510,3510,3510,1,000,2554000
17,A311060,ø§ø°¿Ã∆º,20210728,3980,3980,3500,3500,808,000,2554000
18,A311060,ø§ø°¿Ã∆º,20210727,3490,4300,3475,3475,7,000,2554000
19,A311060,ø§ø°¿Ã∆º,20210726,4450,4450,3810,3810,1715,000,2554000
20,A311060,ø§ø°¿Ã∆º,20210723,4465,4465,4465,4465,224,000,2554000
21,A311060,ø§ø°¿Ã∆º,20210722,4480,4480,4480,4480,1,000,2554000
22,A311060,ø§ø°¿Ã∆º,20210721,3900,3900,3900,3900,257,000,2554000
23,A311060,ø§ø°¿Ã∆º,20210720,3885,3885,3885,3885,258,000,2554000
24,A311060,ø§ø°¿Ã∆º,20210719,3815,3815,3815,3815,263,000,2554000
25,A311060,ø§ø°¿Ã∆º,20210716,3800,4000,3800,3800,1650,000,2554000
26,A311060,ø§ø°¿Ã∆º,20210715,3700,4945,3700,3715,2007,000,2554000
27,A311060,ø§ø°¿Ã∆º,20210714,4300,4300,4300,4300,233,000,2554000
28,A311060,ø§ø°¿Ã∆º,20210713,4285,4285,4285,4285,234,000,2554000
29,A311060,ø§ø°¿Ã∆º,20210712,4270,4270,4270,4270,235,000,2554000
30,A311060,ø§ø°¿Ã∆º,20210709,4255,4255,4255,4255,19,000,2554000
31,A311060,ø§ø°¿Ã∆º,20210708,3700,4975,3700,3700,37,000,2554000
32,A311060,ø§ø°¿Ã∆º,20210707,4990,5000,4345,4345,213,000,2554000
33,A311060,ø§ø°¿Ã∆º,20210706,4975,5010,4975,5010,243,000,2554000
34,A311060,ø§ø°¿Ã∆º,20210705,4965,4990,4965,4990,204,000,2554000
35,A311060,ø§ø°¿Ã∆º,20210702,3825,5150,3825,5150,227,000,2554000
36,A311060,ø§ø°¿Ã∆º,20210701,3800,4500,3795,4500,902,000,2554000
37,A311060,ø§ø°¿Ã∆º,20210630,3655,3995,3600,3995,2606,000,2554000
38,A311060,ø§ø°¿Ã∆º,20210629,3430,4000,3430,3565,983,000,2554000
39,A311060,ø§ø°¿Ã∆º,20210628,4000,4000,4000,4000,78,000,2554000
40,A311060,ø§ø°¿Ã∆º,20210625,4000,4000,3810,4000,355,000,2554000
41,A311060,ø§ø°¿Ã∆º,20210624,3780,3780,3780,3780,51,000,2554000
42,A311060,ø§ø°¿Ã∆º,20210623,4345,4345,3760,3760,21,000,2554000
43,A311060,ø§ø°¿Ã∆º,20210622,4345,4345,4345,4345,231,000,2554000
44,A311060,ø§ø°¿Ã∆º,20210621,4355,4360,4355,4360,204,000,2554000
45,A311060,ø§ø°¿Ã∆º,20210618,3825,4375,3825,4375,27,000,2554000
46,A311060,ø§ø°¿Ã∆º,20210617,3795,4380,3795,4380,3,000,2554000
47,A311060,ø§ø°¿Ã∆º,20210616,3810,4380,3255,4380,209,000,2554000
48,A311060,ø§ø°¿Ã∆º,20210615,3805,4035,3805,3810,791,000,2554000
49,A311060,ø§ø°¿Ã∆º,20210614,4035,4035,4035,4035,2024,000,2554000
50,A311060,ø§ø°¿Ã∆º,20210611,4065,4065,4065,4065,247,000,2554000
51,A311060,ø§ø°¿Ã∆º,20210610,4110,4110,4095,4100,47,000,2554000
52,A311060,ø§ø°¿Ã∆º,20210609,3585,3585,3580,3580,212,000,2554000
53,A311060,ø§ø°¿Ã∆º,20210608,3160,3585,3160,3585,241,000,2554000
54,A311060,ø§ø°¿Ã∆º,20210607,3600,3600,3600,3600,2,000,2554000
55,A311060,ø§ø°¿Ã∆º,20210604,3700,3700,3700,3700,10,000,2554000
56,A311060,ø§ø°¿Ã∆º,20210603,3430,3430,3430,3430,292,000,2554000
57,A311060,ø§ø°¿Ã∆º,20210602,3510,3510,3510,3510,285,000,2554000
58,A311060,ø§ø°¿Ã∆º,20210601,3560,3560,3560,3560,60,000,2554000
59,A311060,ø§ø°¿Ã∆º,20210531,3645,3645,3565,3565,1401,000,2554000
60,A311060,ø§ø°¿Ã∆º,20210528,3650,3650,3105,3645,129,000,2554000
61,A311060,ø§ø°¿Ã∆º,20210527,2850,3650,2850,3650,70,000,2554000
62,A311060,ø§ø°¿Ã∆º,20210526,3690,3690,3200,3200,30350,000,2554000
63,A311060,ø§ø°¿Ã∆º,20210525,3700,3700,3700,3700,480,000,2554000
64,A311060,ø§ø°¿Ã∆º,20210524,3765,3765,3765,3765,276,000,2554000
65,A311060,ø§ø°¿Ã∆º,20210521,3790,3790,3790,3790,148,000,2554000
66,A311060,ø§ø°¿Ã∆º,20210520,3805,3805,3805,3805,263,000,2554000
67,A311060,ø§ø°¿Ã∆º,20210518,3345,3820,3345,3820,660,000,2554000
68,A311060,ø§ø°¿Ã∆º,20210517,3330,3330,3330,3330,1,000,2554000
69,A311060,ø§ø°¿Ã∆º,20210514,3600,3600,2900,2900,601,000,2554000
70,A311060,ø§ø°¿Ã∆º,20210513,3220,3220,3220,3220,1945,000,2554000
71,A311060,ø§ø°¿Ã∆º,20210512,2800,2800,2800,2800,1,000,2554000
72,A311060,ø§ø°¿Ã∆º,20210511,3130,3130,3130,3130,320,000,2554000
73,A311060,ø§ø°¿Ã∆º,20210510,3400,3400,3075,3075,27,000,2554000
74,A311060,ø§ø°¿Ã∆º,20210507,3485,3500,3075,3500,289,000,2554000
75,A311060,ø§ø°¿Ã∆º,20210506,3570,3570,3095,3500,10,000,2554000
76,A311060,ø§ø°¿Ã∆º,20210504,3475,3495,3115,3115,291,000,2554000
77,A311060,ø§ø°¿Ã∆º,20210503,3580,3580,3580,3580,2001,000,2554000
