,謙跡囀萄,謙跡貲,陳瞼,衛陛,堅陛,盪陛,謙陛,剪楚榆,隸掏瞪骯機謙囀萄,嫦ч輿衝熱
0,A072950,維價瞪濠,20210823,7820,8090,7520,7860,38140,359,6230000
1,A072950,維價瞪濠,20210820,8150,8300,7750,7820,132914,359,6230000
2,A072950,維價瞪濠,20210819,8190,8490,8070,8150,153328,359,6230000
3,A072950,維價瞪濠,20210818,8180,8280,7950,8190,111147,359,6230000
4,A072950,維價瞪濠,20210817,8530,8580,8090,8190,154350,359,6230000
5,A072950,維價瞪濠,20210813,9090,9090,8500,8690,109305,359,6230000
6,A072950,維價瞪濠,20210812,9150,9290,8920,9100,61857,359,6230000
7,A072950,維價瞪濠,20210811,9390,9460,9150,9180,94603,359,6230000
8,A072950,維價瞪濠,20210810,9520,9580,9390,9390,99121,359,6230000
9,A072950,維價瞪濠,20210809,9650,9750,9520,9520,181647,359,6230000
10,A072950,維價瞪濠,20210806,9700,9720,9330,9650,481536,359,6230000
11,A072950,維價瞪濠,20210805,9220,9930,9060,9860,1427701,359,6230000
12,A072950,維價瞪濠,20210804,8920,9010,8870,9010,47598,359,6230000
13,A072950,維價瞪濠,20210803,8950,9140,8870,8920,76491,359,6230000
14,A072950,維價瞪濠,20210802,8620,9040,8600,8910,108663,359,6230000
15,A072950,維價瞪濠,20210730,8530,8800,8520,8660,86310,359,6230000
16,A072950,維價瞪濠,20210729,8640,8640,8450,8520,91454,359,6230000
17,A072950,維價瞪濠,20210728,8660,8810,8520,8640,83710,359,6230000
18,A072950,維價瞪濠,20210727,8770,8840,8310,8810,104690,359,6230000
19,A072950,維價瞪濠,20210726,8930,9010,8840,8840,74956,359,6230000
20,A072950,維價瞪濠,20210723,8900,9040,8880,8890,113449,359,6230000
21,A072950,維價瞪濠,20210722,9020,9210,8850,8880,165665,359,6230000
22,A072950,維價瞪濠,20210721,9500,9620,9000,9030,221440,359,6230000
23,A072950,維價瞪濠,20210720,9300,9810,9220,9460,182072,359,6230000
24,A072950,維價瞪濠,20210719,9730,10150,9520,9530,526432,359,6230000
25,A072950,維價瞪濠,20210716,9420,9790,9340,9730,187869,359,6230000
26,A072950,維價瞪濠,20210715,9690,9740,9400,9410,160631,359,6230000
27,A072950,維價瞪濠,20210714,9780,9800,9470,9690,250236,359,6230000
28,A072950,維價瞪濠,20210713,9430,9750,9330,9460,315595,359,6230000
29,A072950,維價瞪濠,20210712,9030,9310,9000,9240,133530,359,6230000
30,A072950,維價瞪濠,20210709,9030,9210,8790,9170,182260,359,6230000
31,A072950,維價瞪濠,20210708,9490,10100,9170,9210,919994,359,6230000
32,A072950,維價瞪濠,20210707,9350,9680,9340,9460,202731,359,6230000
33,A072950,維價瞪濠,20210706,9430,9490,9250,9350,128678,359,6230000
34,A072950,維價瞪濠,20210705,9360,9580,9330,9430,151946,359,6230000
35,A072950,維價瞪濠,20210702,9380,9560,9210,9330,217107,359,6230000
36,A072950,維價瞪濠,20210701,9410,9720,9350,9380,314577,359,6230000
37,A072950,維價瞪濠,20210630,9610,9610,9290,9410,340594,359,6230000
38,A072950,維價瞪濠,20210629,9210,10350,9190,9610,2508942,359,6230000
39,A072950,維價瞪濠,20210628,9190,9590,8730,9210,603250,359,6230000
40,A072950,維價瞪濠,20210625,9430,9940,9020,9200,1704418,359,6230000
41,A072950,維價瞪濠,20210624,9370,9580,9010,9550,1005627,359,6230000
42,A072950,維價瞪濠,20210623,8270,10700,8250,9370,8726036,359,6230000
43,A072950,維價瞪濠,20210622,8400,8540,8150,8250,68402,359,6230000
44,A072950,維價瞪濠,20210621,8560,8680,8150,8380,93435,359,6230000
45,A072950,維價瞪濠,20210618,8720,8730,8430,8560,125653,359,6230000
46,A072950,維價瞪濠,20210617,8380,9170,8360,8590,385490,359,6230000
47,A072950,維價瞪濠,20210616,8040,8460,8040,8320,118022,359,6230000
48,A072950,維價瞪濠,20210615,8300,8340,7930,8000,76984,359,6230000
49,A072950,維價瞪濠,20210614,8160,8390,8100,8300,77571,359,6230000
50,A072950,維價瞪濠,20210611,8020,8260,7990,8150,119751,359,6230000
51,A072950,維價瞪濠,20210610,8330,8420,7820,8000,252415,359,6230000
52,A072950,維價瞪濠,20210609,8300,8800,8270,8440,269089,359,6230000
53,A072950,維價瞪濠,20210608,8290,8480,8190,8300,314429,359,6230000
54,A072950,維價瞪濠,20210607,8050,9370,8050,8290,1601080,359,6230000
55,A072950,維價瞪濠,20210604,7890,8270,7810,8050,236744,359,6230000
56,A072950,維價瞪濠,20210603,7860,8340,7820,7890,467445,359,6230000
57,A072950,維價瞪濠,20210602,7840,7940,7720,7850,189140,359,6230000
58,A072950,維價瞪濠,20210601,7550,7890,7500,7840,414537,359,6230000
59,A072950,維價瞪濠,20210531,7390,7610,7380,7540,219756,359,6230000
60,A072950,維價瞪濠,20210528,7300,7400,7300,7350,67469,359,6230000
61,A072950,維價瞪濠,20210527,7260,7380,7240,7290,101383,359,6230000
62,A072950,維價瞪濠,20210526,7230,7300,7150,7230,49887,359,6230000
63,A072950,維價瞪濠,20210525,6980,7150,6970,7150,63124,359,6230000
64,A072950,維價瞪濠,20210524,7220,7220,7030,7030,86991,359,6230000
65,A072950,維價瞪濠,20210521,7380,7430,7220,7230,96201,359,6230000
66,A072950,維價瞪濠,20210520,7190,7460,7190,7330,214690,359,6230000
67,A072950,維價瞪濠,20210518,7150,7250,7070,7160,61987,359,6230000
68,A072950,維價瞪濠,20210517,7210,7280,7120,7150,63714,359,6230000
69,A072950,維價瞪濠,20210514,7030,7190,6970,7140,41879,359,6230000
70,A072950,維價瞪濠,20210513,6990,7190,6860,7060,87648,359,6230000
71,A072950,維價瞪濠,20210512,7320,7370,7050,7140,73647,359,6230000
72,A072950,維價瞪濠,20210511,7360,7450,7230,7300,86371,359,6230000
73,A072950,維價瞪濠,20210510,7330,7420,7320,7340,47081,359,6230000
74,A072950,維價瞪濠,20210507,7270,7430,7200,7320,76566,359,6230000
75,A072950,維價瞪濠,20210506,7180,7300,7150,7150,40426,359,6230000
76,A072950,維價瞪濠,20210504,7120,7220,6950,7180,73965,359,6230000
77,A072950,維價瞪濠,20210503,6990,7180,6980,7120,41882,359,6230000
78,A072950,維價瞪濠,20210430,6990,7100,6910,6990,61531,359,6230000
79,A072950,維價瞪濠,20210429,7050,7110,6820,7030,81845,359,6230000
80,A072950,維價瞪濠,20210428,7250,7250,7010,7050,166522,359,6230000
81,A072950,維價瞪濠,20210427,7300,7360,7110,7280,146028,359,6230000
82,A072950,維價瞪濠,20210426,7390,7450,7260,7300,63228,359,6230000
83,A072950,維價瞪濠,20210423,7410,7410,7280,7380,72767,359,6230000
84,A072950,維價瞪濠,20210422,7340,7500,7340,7410,78927,359,6230000
85,A072950,維價瞪濠,20210421,7380,7430,7190,7330,106663,359,6230000
86,A072950,維價瞪濠,20210420,7600,7680,7350,7380,98945,359,6230000
87,A072950,維價瞪濠,20210419,7440,7750,7400,7600,180010,359,6230000
88,A072950,維價瞪濠,20210416,7520,7550,7380,7430,106681,359,6230000
89,A072950,維價瞪濠,20210415,7460,7950,7430,7520,696813,359,6230000
90,A072950,維價瞪濠,20210414,7310,7430,7280,7430,75761,359,6230000
91,A072950,維價瞪濠,20210413,7300,7390,7250,7280,77710,359,6230000
92,A072950,維價瞪濠,20210412,7360,7380,6900,7300,68083,359,6230000
93,A072950,維價瞪濠,20210409,7390,7420,7260,7380,94442,359,6230000
94,A072950,維價瞪濠,20210408,7370,7520,7210,7420,97200,359,6230000
95,A072950,維價瞪濠,20210407,7520,7590,7330,7350,140235,359,6230000
96,A072950,維價瞪濠,20210406,7280,7640,7240,7500,273536,359,6230000
97,A072950,維價瞪濠,20210405,7240,7410,7160,7280,139961,359,6230000
98,A072950,維價瞪濠,20210402,7340,7380,7140,7230,199733,359,6230000
99,A072950,維價瞪濠,20210401,6860,7500,6830,7300,309801,359,6230000
100,A072950,維價瞪濠,20210331,6820,6880,6740,6860,43484,359,6230000
101,A072950,維價瞪濠,20210330,6790,6880,6730,6810,67181,359,6230000
102,A072950,維價瞪濠,20210329,6650,6890,6650,6790,76336,359,6230000
103,A072950,維價瞪濠,20210326,6500,6750,6500,6640,68287,359,6230000
104,A072950,維價瞪濠,20210325,6670,6710,6400,6520,32042,359,6230000
105,A072950,維價瞪濠,20210324,6550,6780,6450,6670,47380,359,6230000
106,A072950,維價瞪濠,20210323,6820,6960,6550,6620,84691,359,6230000
107,A072950,維價瞪濠,20210322,6790,7020,6720,6820,72681,359,6230000
108,A072950,維價瞪濠,20210319,6530,6880,6500,6790,81955,359,6230000
109,A072950,維價瞪濠,20210318,6710,6780,6600,6650,50138,359,6230000
110,A072950,維價瞪濠,20210317,6720,6720,6600,6710,44025,359,6230000
111,A072950,維價瞪濠,20210316,6470,6720,6420,6720,77366,359,6230000
112,A072950,維價瞪濠,20210315,6550,6640,6380,6460,64586,359,6230000
113,A072950,維價瞪濠,20210312,6460,6660,6460,6530,41426,359,6230000
114,A072950,維價瞪濠,20210311,6350,6490,6340,6460,26687,359,6000000
115,A072950,維價瞪濠,20210310,6460,6670,6340,6340,61042,359,6000000
116,A072950,維價瞪濠,20210309,6470,6500,6210,6450,78441,359,6000000
117,A072950,維價瞪濠,20210308,6560,6630,6420,6470,48357,359,6000000
118,A072950,維價瞪濠,20210305,6540,6580,6440,6560,34951,359,6000000
119,A072950,維價瞪濠,20210304,6740,6740,6510,6600,67809,359,6000000
120,A072950,維價瞪濠,20210303,6630,6830,6630,6750,44984,359,6000000
121,A072950,維價瞪濠,20210302,6520,6780,6510,6630,74662,359,6000000
122,A072950,維價瞪濠,20210226,6640,6640,6330,6420,156604,359,6000000
123,A072950,維價瞪濠,20210225,6630,6800,6630,6710,63179,359,6000000
124,A072950,維價瞪濠,20210224,7160,7160,6540,6600,143166,359,6000000
125,A072950,維價瞪濠,20210223,6930,7030,6820,7020,109347,359,6000000
126,A072950,維價瞪濠,20210222,7080,7190,6990,7030,70112,359,6000000
127,A072950,維價瞪濠,20210219,7160,7160,6910,7080,124539,359,6000000
128,A072950,維價瞪濠,20210218,7460,7460,7130,7160,173474,359,6000000
129,A072950,維價瞪濠,20210217,7530,7600,7320,7400,181929,359,6000000
130,A072950,維價瞪濠,20210216,7300,7540,7190,7510,212875,359,6000000
131,A072950,維價瞪濠,20210215,7240,7400,7100,7270,180291,359,6000000
132,A072950,維價瞪濠,20210210,7030,7230,6930,7190,237488,359,6000000
133,A072950,維價瞪濠,20210209,6910,7050,6820,7000,112666,359,6000000
134,A072950,維價瞪濠,20210208,7090,7090,6900,6910,110566,359,6000000
135,A072950,維價瞪濠,20210205,7200,7270,6990,7090,195562,359,6000000
136,A072950,維價瞪濠,20210204,6850,7640,6850,7090,1006491,359,6000000
137,A072950,維價瞪濠,20210203,6790,6880,6660,6810,75756,359,6000000
138,A072950,維價瞪濠,20210202,6860,6970,6470,6780,89466,359,6000000
