,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A281820,диюл╬╬еь,20210823,24600,24600,24100,24450,30391,014,20861000
1,A281820,диюл╬╬еь,20210820,25100,25400,23900,23950,147196,014,20861000
2,A281820,диюл╬╬еь,20210819,26100,26500,24800,24800,237634,014,20861000
3,A281820,диюл╬╬еь,20210818,26550,26900,25800,26600,357163,014,20861000
4,A281820,диюл╬╬еь,20210817,27700,28150,27300,27600,102122,014,20861000
5,A281820,диюл╬╬еь,20210813,29050,29100,27300,28100,210780,014,20861000
6,A281820,диюл╬╬еь,20210812,29400,29600,28800,29500,104831,014,20861000
7,A281820,диюл╬╬еь,20210811,30600,30600,29300,29500,184094,014,20861000
8,A281820,диюл╬╬еь,20210810,30700,30800,30000,30600,191485,014,20861000
9,A281820,диюл╬╬еь,20210809,30000,30600,29700,30600,187506,014,20861000
10,A281820,диюл╬╬еь,20210806,30100,30250,29700,29750,84721,014,20861000
11,A281820,диюл╬╬еь,20210805,29650,30250,29400,30000,147291,014,20861000
12,A281820,диюл╬╬еь,20210804,29600,29800,29000,29400,104765,014,20861000
13,A281820,диюл╬╬еь,20210803,29050,29600,28800,29200,96504,014,20861000
14,A281820,диюл╬╬еь,20210802,28700,29200,28300,29050,90976,014,20861000
15,A281820,диюл╬╬еь,20210730,29500,29500,28350,28550,87649,014,20861000
16,A281820,диюл╬╬еь,20210729,29350,29500,28650,29350,82238,014,20861000
17,A281820,диюл╬╬еь,20210728,29450,29650,28750,29150,97837,014,20861000
18,A281820,диюл╬╬еь,20210727,29600,29800,29200,29500,78724,014,20861000
19,A281820,диюл╬╬еь,20210726,30100,30200,29300,29300,105736,014,20861000
20,A281820,диюл╬╬еь,20210723,30050,30300,29700,30100,148010,014,20861000
21,A281820,диюл╬╬еь,20210722,29650,30700,29500,30050,503004,014,20861000
22,A281820,диюл╬╬еь,20210721,29050,29350,28300,29150,141618,014,20861000
23,A281820,диюл╬╬еь,20210720,28200,29050,27950,28700,105664,014,20861000
24,A281820,диюл╬╬еь,20210719,29000,29000,28250,28600,109104,014,20861000
25,A281820,диюл╬╬еь,20210716,29000,29750,28750,29100,410614,014,20861000
26,A281820,диюл╬╬еь,20210715,27650,28500,27550,28400,102680,014,20861000
27,A281820,диюл╬╬еь,20210714,27850,27900,27500,27550,65144,014,20861000
28,A281820,диюл╬╬еь,20210713,27150,28250,27050,28050,137322,014,20861000
29,A281820,диюл╬╬еь,20210712,27500,27700,26950,27150,139240,014,20861000
30,A281820,диюл╬╬еь,20210709,27500,27700,26700,27500,204803,014,20861000
31,A281820,диюл╬╬еь,20210708,28950,29000,27800,27850,154023,014,20861000
32,A281820,диюл╬╬еь,20210707,29150,29200,28700,28850,62223,014,20861000
33,A281820,диюл╬╬еь,20210706,29500,29700,29100,29150,80097,014,20861000
34,A281820,диюл╬╬еь,20210705,29700,29850,28900,29700,93001,014,20861000
35,A281820,диюл╬╬еь,20210702,30100,30900,29650,29700,203775,014,20861000
36,A281820,диюл╬╬еь,20210701,29400,30250,28950,30150,295093,014,20861000
37,A281820,диюл╬╬еь,20210630,28800,29450,28450,29350,143148,014,20861000
38,A281820,диюл╬╬еь,20210629,28650,29200,28450,28800,211701,014,20861000
39,A281820,диюл╬╬еь,20210628,28000,28850,28000,28450,142788,014,20861000
40,A281820,диюл╬╬еь,20210625,28100,28150,27900,27900,67221,014,20861000
41,A281820,диюл╬╬еь,20210624,28150,28200,27650,28000,69173,014,20861000
42,A281820,диюл╬╬еь,20210623,27800,28050,27500,28050,90113,014,20861000
43,A281820,диюл╬╬еь,20210622,27600,28100,27250,27700,107552,014,20861000
44,A281820,диюл╬╬еь,20210621,28100,28150,27400,27550,110682,014,20861000
45,A281820,диюл╬╬еь,20210618,27900,28500,27750,28150,219846,014,20861000
46,A281820,диюл╬╬еь,20210617,27300,27950,27050,27600,122993,014,20861000
47,A281820,диюл╬╬еь,20210616,27250,27500,27100,27300,74511,014,20861000
48,A281820,диюл╬╬еь,20210615,27800,27800,27150,27350,100866,014,20861000
49,A281820,диюл╬╬еь,20210614,27800,27800,27350,27600,64559,014,20861000
50,A281820,диюл╬╬еь,20210611,27500,28000,27350,27650,91290,014,20861000
51,A281820,диюл╬╬еь,20210610,27500,27550,27100,27200,105236,014,20861000
52,A281820,диюл╬╬еь,20210609,28300,28300,27250,27300,138168,014,20861000
53,A281820,диюл╬╬еь,20210608,28050,28250,27950,28200,102645,014,20861000
54,A281820,диюл╬╬еь,20210607,27850,28100,27550,27950,103360,014,20861000
55,A281820,диюл╬╬еь,20210604,27950,28000,27400,27500,107221,014,20861000
56,A281820,диюл╬╬еь,20210603,27150,28200,27150,28000,209622,014,20861000
57,A281820,диюл╬╬еь,20210602,27750,27850,26950,27100,184591,014,20861000
58,A281820,диюл╬╬еь,20210601,28000,28050,27600,27700,93545,014,20861000
59,A281820,диюл╬╬еь,20210531,28000,28000,27750,28000,62381,014,20861000
60,A281820,диюл╬╬еь,20210528,27950,28100,27650,27850,73429,014,20861000
61,A281820,диюл╬╬еь,20210527,28150,28250,27450,27950,175779,014,20861000
62,A281820,диюл╬╬еь,20210526,28300,28300,27500,27900,168861,014,20861000
63,A281820,диюл╬╬еь,20210525,28400,28550,27950,28050,102661,014,20861000
64,A281820,диюл╬╬еь,20210524,29150,29150,28000,28200,140043,014,20861000
65,A281820,диюл╬╬еь,20210521,29950,29950,28650,29000,158616,014,20861000
66,A281820,диюл╬╬еь,20210520,28750,29750,28550,29700,144991,014,20861000
67,A281820,диюл╬╬еь,20210518,29000,29100,28350,28750,146783,014,20861000
68,A281820,диюл╬╬еь,20210517,29750,29750,28700,29600,149761,014,20861000
69,A281820,диюл╬╬еь,20210514,28150,29300,28150,29300,192597,014,20861000
70,A281820,диюл╬╬еь,20210513,28050,28350,27350,27700,146173,014,20861000
71,A281820,диюл╬╬еь,20210512,28650,29050,28150,28600,132282,014,20861000
72,A281820,диюл╬╬еь,20210511,29300,29400,28450,28700,208531,014,20861000
73,A281820,диюл╬╬еь,20210510,29850,29850,29550,29700,109507,014,20861000
74,A281820,диюл╬╬еь,20210507,30200,30200,29600,29800,101169,014,20861000
75,A281820,диюл╬╬еь,20210506,30500,30550,29800,29900,79942,014,20861000
76,A281820,диюл╬╬еь,20210504,30300,30450,29550,30200,122712,014,20861000
77,A281820,диюл╬╬еь,20210503,29750,30900,29700,30350,143802,014,20861000
78,A281820,диюл╬╬еь,20210430,31000,31050,29550,30050,173908,014,20861000
79,A281820,диюл╬╬еь,20210429,31200,32150,30250,30650,347572,014,20861000
80,A281820,диюл╬╬еь,20210428,31800,31900,30750,31000,238013,014,20861000
