,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A226320,ภีร๗วับา,20210823,20300,20950,20100,20900,12186,008,21929000
1,A226320,ภีร๗วับา,20210820,21350,21450,19750,20300,61500,008,21929000
2,A226320,ภีร๗วับา,20210819,22400,22750,21000,21050,75312,008,21929000
3,A226320,ภีร๗วับา,20210818,22600,23100,22500,22850,26945,008,21929000
4,A226320,ภีร๗วับา,20210817,24150,24150,22850,23000,55289,008,21929000
5,A226320,ภีร๗วับา,20210813,24550,24800,24100,24300,30442,008,21929000
6,A226320,ภีร๗วับา,20210812,24550,24900,24500,24850,17338,008,21929000
7,A226320,ภีร๗วับา,20210811,24900,24900,24500,24500,15966,008,21929000
8,A226320,ภีร๗วับา,20210810,24650,25000,24400,24900,21971,008,21929000
9,A226320,ภีร๗วับา,20210809,25550,25550,24800,24900,30004,008,21929000
10,A226320,ภีร๗วับา,20210806,25350,25550,25050,25550,16434,008,21929000
11,A226320,ภีร๗วับา,20210805,24550,25400,24550,25350,24174,008,21929000
12,A226320,ภีร๗วับา,20210804,24400,24700,24350,24650,18025,008,21929000
13,A226320,ภีร๗วับา,20210803,24800,24850,24350,24400,25451,008,21929000
14,A226320,ภีร๗วับา,20210802,24750,24850,24500,24850,22919,008,21929000
15,A226320,ภีร๗วับา,20210730,25100,25250,24750,24850,19537,008,21929000
16,A226320,ภีร๗วับา,20210729,25200,25300,25000,25150,17383,008,21929000
17,A226320,ภีร๗วับา,20210728,25200,25450,25050,25200,24378,008,21929000
18,A226320,ภีร๗วับา,20210727,25150,25550,25150,25450,21286,008,21929000
19,A226320,ภีร๗วับา,20210726,25950,25950,25200,25200,33179,008,21929000
20,A226320,ภีร๗วับา,20210723,25750,26000,25550,25750,17374,008,21929000
21,A226320,ภีร๗วับา,20210722,25600,25950,25500,25900,25500,008,21929000
22,A226320,ภีร๗วับา,20210721,25350,25600,25100,25450,19457,008,21929000
23,A226320,ภีร๗วับา,20210720,25200,25700,25200,25300,30914,008,21929000
24,A226320,ภีร๗วับา,20210719,25550,25750,25500,25550,19650,008,21929000
25,A226320,ภีร๗วับา,20210716,25500,25900,25500,25850,22491,008,21929000
26,A226320,ภีร๗วับา,20210715,25500,25750,25500,25700,26191,008,21929000
27,A226320,ภีร๗วับา,20210714,25650,25650,25300,25600,27468,008,21929000
28,A226320,ภีร๗วับา,20210713,25900,26100,25600,25700,34008,008,21929000
29,A226320,ภีร๗วับา,20210712,25450,26000,25450,25800,24472,008,21929000
30,A226320,ภีร๗วับา,20210709,25650,25700,25000,25450,68479,008,21929000
31,A226320,ภีร๗วับา,20210708,26700,27000,25950,25950,73140,008,21929000
32,A226320,ภีร๗วับา,20210707,27000,27150,26650,26750,35752,008,21929000
33,A226320,ภีร๗วับา,20210706,27100,27400,26900,27200,30593,008,21929000
34,A226320,ภีร๗วับา,20210705,26900,27100,26650,27050,29913,008,21929000
35,A226320,ภีร๗วับา,20210702,26950,27450,26900,26900,45400,008,21929000
36,A226320,ภีร๗วับา,20210701,27700,27700,26950,27100,77798,008,21929000
37,A226320,ภีร๗วับา,20210630,27400,27950,27400,27650,32399,008,21929000
38,A226320,ภีร๗วับา,20210629,27500,27650,27250,27400,27228,008,21929000
39,A226320,ภีร๗วับา,20210628,27550,27550,27000,27300,58771,008,21929000
40,A226320,ภีร๗วับา,20210625,27350,27950,27350,27550,42437,008,21929000
41,A226320,ภีร๗วับา,20210624,27900,27900,27000,27450,84455,008,21929000
42,A226320,ภีร๗วับา,20210623,28600,28650,27800,27850,90129,008,21929000
43,A226320,ภีร๗วับา,20210622,28500,28650,27900,28450,75405,008,21929000
44,A226320,ภีร๗วับา,20210621,29300,29400,28150,28300,166172,008,21929000
45,A226320,ภีร๗วับา,20210618,30200,30350,29400,29700,95985,008,21929000
46,A226320,ภีร๗วับา,20210617,30000,30650,29950,30100,114453,008,21929000
47,A226320,ภีร๗วับา,20210616,29850,30600,29850,30150,88365,008,21929000
48,A226320,ภีร๗วับา,20210615,30000,30100,29450,30000,84600,008,21929000
49,A226320,ภีร๗วับา,20210614,29500,29950,29500,29850,51315,008,21929000
50,A226320,ภีร๗วับา,20210611,29650,29850,29100,29500,78744,008,21929000
51,A226320,ภีร๗วับา,20210610,29750,30800,29450,29650,231114,008,21929000
52,A226320,ภีร๗วับา,20210609,29500,30000,29450,29450,110880,008,21929000
53,A226320,ภีร๗วับา,20210608,30700,30750,29450,29750,113592,008,21929000
54,A226320,ภีร๗วับา,20210607,30050,30050,29200,29700,90623,008,21929000
55,A226320,ภีร๗วับา,20210604,30300,30350,29050,29600,156239,008,21929000
56,A226320,ภีร๗วับา,20210603,30900,30900,30000,30200,208251,008,21929000
57,A226320,ภีร๗วับา,20210602,29500,30800,29250,30650,348683,008,21929000
58,A226320,ภีร๗วับา,20210601,30400,30550,29250,29600,303490,008,21929000
59,A226320,ภีร๗วับา,20210531,28750,30050,28350,29800,413860,008,21929000
60,A226320,ภีร๗วับา,20210528,28500,28800,27900,28350,80699,008,21929000
61,A226320,ภีร๗วับา,20210527,28600,28850,28050,28250,145187,008,21929000
62,A226320,ภีร๗วับา,20210526,27350,28400,27300,28200,160863,008,21929000
63,A226320,ภีร๗วับา,20210525,26650,27300,26550,27300,44130,008,21929000
64,A226320,ภีร๗วับา,20210524,26550,27000,26100,26700,78025,008,21929000
65,A226320,ภีร๗วับา,20210521,27500,27700,26900,26900,62174,008,21929000
66,A226320,ภีร๗วับา,20210520,27950,28350,27450,27550,71878,008,21929000
67,A226320,ภีร๗วับา,20210518,28550,28700,28000,28200,71447,008,21929000
68,A226320,ภีร๗วับา,20210517,28150,28750,27850,28550,196576,008,21929000
69,A226320,ภีร๗วับา,20210514,27600,28200,27150,27850,152591,008,21929000
70,A226320,ภีร๗วับา,20210513,26600,27550,26500,27250,66712,008,21929000
71,A226320,ภีร๗วับา,20210512,27350,27700,26700,27050,76198,008,21929000
72,A226320,ภีร๗วับา,20210511,26550,27450,26550,27350,117013,008,21929000
73,A226320,ภีร๗วับา,20210510,25950,27100,25900,26850,85722,008,21929000
74,A226320,ภีร๗วับา,20210507,26100,26200,25900,25950,17501,008,21929000
75,A226320,ภีร๗วับา,20210506,25850,26000,25700,25900,24096,008,21929000
76,A226320,ภีร๗วับา,20210504,26000,26350,25700,25950,32828,008,21929000
77,A226320,ภีร๗วับา,20210503,26100,26550,25900,26400,50957,008,21929000
78,A226320,ภีร๗วับา,20210430,25550,26300,25550,25850,36137,008,21929000
79,A226320,ภีร๗วับา,20210429,25900,26100,25500,25750,24454,008,21929000
80,A226320,ภีร๗วับา,20210428,26100,26300,25800,25900,36166,008,21929000
81,A226320,ภีร๗วับา,20210427,26450,26450,26050,26100,24683,008,21929000
82,A226320,ภีร๗วับา,20210426,26150,26300,25850,26300,31116,008,21929000
83,A226320,ภีร๗วับา,20210423,26300,26400,25950,26050,29024,008,21929000
84,A226320,ภีร๗วับา,20210422,26750,26800,26250,26300,38620,008,21929000
85,A226320,ภีร๗วับา,20210421,27000,27000,26450,26500,52287,008,21929000
86,A226320,ภีร๗วับา,20210420,26800,27200,26550,27100,79254,008,21929000
87,A226320,ภีร๗วับา,20210419,26400,27500,26300,26800,224220,008,21929000
88,A226320,ภีร๗วับา,20210416,26100,26200,25950,26050,50148,008,21929000
89,A226320,ภีร๗วับา,20210415,26200,26350,26000,26250,36328,008,21929000
90,A226320,ภีร๗วับา,20210414,26400,26400,25950,26200,33829,008,21929000
91,A226320,ภีร๗วับา,20210413,25900,26500,25800,26350,53789,008,21929000
92,A226320,ภีร๗วับา,20210412,26300,26350,25900,25950,44272,008,21929000
93,A226320,ภีร๗วับา,20210409,26250,26500,26200,26350,33866,008,21929000
94,A226320,ภีร๗วับา,20210408,26350,26450,26000,26200,40380,008,21929000
95,A226320,ภีร๗วับา,20210407,26600,26650,26300,26300,28101,008,21929000
96,A226320,ภีร๗วับา,20210406,26850,27000,26400,26450,39288,008,21929000
97,A226320,ภีร๗วับา,20210405,26950,26950,26500,26800,47677,008,21929000
98,A226320,ภีร๗วับา,20210402,27350,27350,26850,27250,43860,008,21929000
99,A226320,ภีร๗วับา,20210401,27450,27450,27050,27250,23260,008,21929000
100,A226320,ภีร๗วับา,20210331,26700,27500,26550,27300,53558,008,21929000
101,A226320,ภีร๗วับา,20210330,26500,26850,26500,26700,21009,008,21929000
102,A226320,ภีร๗วับา,20210329,27050,27050,26400,26500,46324,008,21929000
103,A226320,ภีร๗วับา,20210326,27200,27450,27000,27050,38610,008,21929000
104,A226320,ภีร๗วับา,20210325,26900,27300,26750,26900,39126,008,21929000
105,A226320,ภีร๗วับา,20210324,27350,27600,26850,26900,58622,008,21929000
106,A226320,ภีร๗วับา,20210323,28150,28250,27450,27450,52778,008,21929000
107,A226320,ภีร๗วับา,20210322,27700,28200,27450,28000,47541,008,21929000
108,A226320,ภีร๗วับา,20210319,28800,28850,26900,27650,105529,008,21929000
109,A226320,ภีร๗วับา,20210318,27950,28300,27800,28000,36321,008,21929000
110,A226320,ภีร๗วับา,20210317,27800,28200,27550,28150,40344,008,21929000
111,A226320,ภีร๗วับา,20210316,27300,28050,27300,27800,52684,008,21929000
112,A226320,ภีร๗วับา,20210315,27400,27600,27100,27200,26314,008,21929000
113,A226320,ภีร๗วับา,20210312,27150,27600,27050,27050,38696,008,21929000
114,A226320,ภีร๗วับา,20210311,27200,27250,26850,27000,30306,008,21929000
115,A226320,ภีร๗วับา,20210310,27550,27800,27000,27000,34191,008,21929000
116,A226320,ภีร๗วับา,20210309,27400,27800,27100,27550,48062,008,21929000
117,A226320,ภีร๗วับา,20210308,28650,28650,27400,27400,56803,008,21929000
