,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A131100,╫╨д╚юлюл╬ь©╔,20210823,846,874,846,865,457513,227,41281000
1,A131100,╫╨д╚юлюл╬ь©╔,20210820,878,916,830,846,1906478,227,41281000
2,A131100,╫╨д╚юлюл╬ь©╔,20210819,855,927,848,876,5176576,227,41281000
3,A131100,╫╨д╚юлюл╬ь©╔,20210818,1350,1355,940,940,9845146,227,41281000
4,A131100,╫╨д╚юлюл╬ь©╔,20210817,1340,1350,1295,1340,359571,227,41281000
5,A131100,╫╨д╚юлюл╬ь©╔,20210813,1350,1365,1300,1340,424078,227,41281000
6,A131100,╫╨д╚юлюл╬ь©╔,20210812,1335,1380,1325,1350,466641,227,41281000
7,A131100,╫╨д╚юлюл╬ь©╔,20210811,1355,1365,1325,1350,559073,227,41281000
8,A131100,╫╨д╚юлюл╬ь©╔,20210810,1425,1425,1335,1365,784961,227,41281000
9,A131100,╫╨д╚юлюл╬ь©╔,20210809,1500,1500,1385,1425,1264388,227,41281000
10,A131100,╫╨д╚юлюл╬ь©╔,20210806,1525,1525,1480,1505,960319,227,41281000
11,A131100,╫╨д╚юлюл╬ь©╔,20210805,1505,1590,1495,1525,1947985,227,41281000
12,A131100,╫╨д╚юлюл╬ь©╔,20210804,1575,1575,1470,1520,1688456,227,41281000
13,A131100,╫╨д╚юлюл╬ь©╔,20210803,1710,1715,1540,1540,4082540,227,41281000
14,A131100,╫╨д╚юлюл╬ь©╔,20210802,1650,1810,1570,1755,4387723,227,41281000
15,A131100,╫╨д╚юлюл╬ь©╔,20210730,1645,1695,1565,1620,2486648,227,41281000
16,A131100,╫╨д╚юлюл╬ь©╔,20210729,1580,1635,1550,1625,940115,227,41281000
17,A131100,╫╨д╚юлюл╬ь©╔,20210728,1620,1640,1565,1595,1035110,227,41281000
18,A131100,╫╨д╚юлюл╬ь©╔,20210727,1625,1670,1570,1645,2018756,227,41281000
19,A131100,╫╨д╚юлюл╬ь©╔,20210726,1600,1665,1565,1630,2305729,227,41281000
20,A131100,╫╨д╚юлюл╬ь©╔,20210723,1485,1710,1475,1600,6758314,227,41281000
21,A131100,╫╨д╚юлюл╬ь©╔,20210722,1455,1520,1440,1485,749305,227,41281000
22,A131100,╫╨д╚юлюл╬ь©╔,20210721,1485,1495,1450,1455,360303,227,41281000
23,A131100,╫╨д╚юлюл╬ь©╔,20210720,1495,1505,1470,1485,468593,227,41281000
24,A131100,╫╨д╚юлюл╬ь©╔,20210719,1505,1515,1480,1510,353999,227,41281000
25,A131100,╫╨д╚юлюл╬ь©╔,20210716,1525,1530,1485,1515,471133,227,41281000
26,A131100,╫╨д╚юлюл╬ь©╔,20210715,1530,1530,1480,1525,601851,227,41281000
27,A131100,╫╨д╚юлюл╬ь©╔,20210714,1485,1550,1475,1500,1333642,227,41281000
28,A131100,╫╨д╚юлюл╬ь©╔,20210713,1500,1510,1460,1480,431855,227,41281000
29,A131100,╫╨д╚юлюл╬ь©╔,20210712,1495,1545,1470,1505,810522,227,41281000
30,A131100,╫╨д╚юлюл╬ь©╔,20210709,1455,1515,1420,1505,730846,227,41281000
31,A131100,╫╨д╚юлюл╬ь©╔,20210708,1460,1490,1440,1470,703315,227,41281000
32,A131100,╫╨д╚юлюл╬ь©╔,20210707,1520,1520,1450,1490,1169687,227,41281000
33,A131100,╫╨д╚юлюл╬ь©╔,20210706,1435,1620,1355,1525,4257374,227,41281000
34,A131100,╫╨д╚юлюл╬ь©╔,20210705,1595,1660,1530,1625,2868613,227,41281000
35,A131100,╫╨д╚юлюл╬ь©╔,20210702,1510,1560,1480,1530,872038,227,41281000
36,A131100,╫╨д╚юлюл╬ь©╔,20210701,1450,1505,1435,1505,603969,227,41281000
37,A131100,╫╨д╚юлюл╬ь©╔,20210630,1455,1480,1420,1450,515499,227,41281000
38,A131100,╫╨д╚юлюл╬ь©╔,20210629,1480,1480,1425,1455,631736,227,41281000
39,A131100,╫╨д╚юлюл╬ь©╔,20210628,1320,1505,1320,1450,2190924,227,41281000
40,A131100,╫╨д╚юлюл╬ь©╔,20210625,1320,1345,1305,1320,373315,227,41281000
41,A131100,╫╨д╚юлюл╬ь©╔,20210624,1315,1345,1295,1320,603092,227,41281000
42,A131100,╫╨д╚юлюл╬ь©╔,20210623,1395,1395,1300,1330,1712422,227,41281000
