,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
53,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210608,15620,15645,15555,15620,54,000,250000
54,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210607,15735,15735,15535,15615,511,000,250000
55,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210604,15600,15610,15535,15610,24,000,250000
56,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210603,15545,15645,15545,15625,3099,000,250000
57,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210602,15480,15505,15430,15495,87,000,250000
58,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210601,15340,15455,15340,15390,4169,000,250000
59,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210531,15305,15365,15230,15365,102,000,250000
60,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210528,15210,15350,15210,15315,328,000,550000
61,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210527,15175,15175,14990,15120,12,000,550000
62,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210526,15290,15290,15065,15145,143,000,250000
63,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210525,15185,15200,15120,15175,231,000,250000
64,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210524,15115,15225,15115,15165,25,000,250000
65,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210521,15260,15380,15155,15190,228,000,250000
66,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210520,15310,15310,15150,15230,15,000,250000
67,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210518,15300,15470,15300,15455,30,000,250000
68,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210517,15350,15350,15100,15220,7686,000,250000
69,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210514,15320,15320,15210,15300,8135,000,250000
70,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210513,15255,15390,15175,15225,202,000,250000
71,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210512,15640,15640,15205,15420,8088,000,250000
72,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210511,15730,15730,15525,15630,10802,000,250000
73,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210510,15700,15870,15690,15865,232,000,250000
74,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210507,15565,15635,15565,15630,364,000,250000
75,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210506,15395,15525,15395,15525,462,000,250000
76,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210504,15090,15290,15065,15290,1960,000,250000
77,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210503,15220,15345,15090,15100,700,000,250000
78,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210430,15385,15400,15180,15260,17907,000,250000
79,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210429,15420,15540,15355,15425,8299,000,250000
80,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210428,15598,15598,15485,15510,444,000,250000
81,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210427,15677,15677,15559,15662,807,000,250000
82,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210426,15495,15554,15465,15554,60,000,250000
83,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210423,15214,15401,15214,15401,272,000,250000
84,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210422,15357,15446,15347,15347,411,000,250000
85,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210421,15519,15519,15229,15288,1325,000,250000
86,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210420,15426,15554,15426,15554,2802,000,250000
87,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210419,15431,15510,15431,15450,3373,000,250000
88,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210416,15446,15455,15396,15396,271,000,250000
89,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210415,15347,15519,15342,15495,2528,000,250000
90,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210414,15332,15406,15259,15406,364,000,250000
91,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210413,15151,15298,15151,15269,1004,000,250000
92,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210412,15210,15210,15141,15141,13,000,250000
93,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210409,15214,15214,15042,15052,32,000,250000
94,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210408,15219,15244,15205,15244,44,000,250000
95,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210407,15170,15278,15165,15278,68,000,250000
96,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210406,15328,15328,15126,15214,140,000,250000
97,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210405,15219,15244,15160,15244,11,000,250000
98,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210402,15082,15214,15067,15106,835,000,250000
99,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210401,15047,15047,14905,15018,1290,000,250000
100,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210331,15028,15121,14988,15023,808,000,250000
101,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210330,14954,14993,14914,14969,320,000,250000
102,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210329,14865,14865,14659,14782,2337,000,250000
103,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210326,14610,14698,14610,14698,19,000,250000
104,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210325,14526,14659,14482,14600,18,000,250000
105,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210324,14501,14580,14501,14521,10,000,250000
106,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210323,14737,14737,14585,14585,62,000,250000
107,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210322,14752,14796,14683,14752,71,000,250000
108,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210319,14664,14674,14649,14664,10,000,250000
109,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210318,14737,14796,14737,14752,51,000,250000
110,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210317,14723,14723,14590,14678,52,000,250000
111,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210316,14762,14806,14718,14806,570,000,250000
112,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210315,14595,14723,14595,14713,60,000,250000
113,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210312,14610,14610,14501,14595,4254,000,250000
114,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210311,14526,14590,14482,14560,572,000,250000
115,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210310,14590,14590,14319,14354,45,000,250000
116,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210309,14674,14688,14378,14615,1258,000,250000
117,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210308,14585,14688,14521,14536,226,000,250000
118,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210305,14285,14462,14285,14457,1999,000,250000
119,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210304,14388,14452,14339,14418,119,000,250000
120,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210303,14133,14516,14133,14516,705,000,250000
121,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210302,14452,14482,14172,14251,629,000,250000
122,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210226,14108,14147,14049,14142,55,000,250000
123,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210225,14123,14428,14123,14364,188,000,550000
124,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210224,14275,14275,13965,13965,13,000,250000
125,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210223,14128,14315,14059,14256,4461,000,250000
126,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210222,14315,14428,14187,14241,1710,000,250000
127,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210219,14211,14251,13936,14241,474,000,250000
128,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210218,14531,14531,14256,14256,81,000,250000
129,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210217,14639,14639,14496,14541,91,000,250000
130,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210216,14575,14693,14575,14664,135,000,250000
131,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210215,14546,14605,14526,14575,581,000,300000
132,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210210,14344,14447,14260,14442,165,000,300000
133,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210209,14546,14546,14310,14344,40764,000,300000
134,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210208,14310,14575,14310,14442,480,000,300000
135,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210205,14496,14678,14403,14678,4907,000,300000
136,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210204,14555,14555,14290,14398,654,000,300000
137,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210203,14531,14718,14413,14477,1165,000,300000
138,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210202,14285,14521,14265,14354,522,000,300000
139,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210201,13656,14172,13601,14108,2235,000,300000
140,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210129,14339,14339,13680,13680,3597,000,300000
141,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210128,14197,14280,14019,14054,13591,000,300000
142,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210127,14615,14737,14393,14482,1194,000,300000
143,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210126,14870,14870,14555,14575,218,000,300000
144,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210125,14580,14905,14580,14900,751,000,300000
145,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210122,14905,14905,14639,14639,1285,000,400000
146,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210121,14777,14910,14718,14910,848,000,400000
147,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210120,15096,15096,14531,14703,53378,000,400000
148,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210119,14226,14634,14177,14600,3387,000,400000
149,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210118,14260,14378,14054,14118,1063,000,400000
150,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210115,14836,14875,14369,14452,18805,000,400000
151,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210114,14664,14806,14664,14801,3774,000,450000
152,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210113,14703,14752,14560,14688,198,000,450000
153,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210112,14644,14782,14241,14644,5793,000,450000
154,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210111,14978,15190,14428,14772,26085,000,450000
155,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210108,14231,14728,14221,14639,1880,000,450000
156,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210107,14010,14260,13936,14133,2159,000,500000
157,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210106,13985,13985,13665,13700,5585,000,500000
158,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210105,13897,13897,13577,13887,2487,000,500000
159,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210104,13375,13724,13292,13665,7763,000,550000
160,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201230,12810,13375,12810,13356,2278,000,550000
161,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201229,13051,13144,12957,13105,2551,000,550000
162,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201228,12918,13016,12839,12918,57219,000,550000
163,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201224,12672,12731,12529,12731,53349,000,500000
164,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201223,12175,12554,12048,12515,63,000,500000
165,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201222,12244,12244,12102,12121,435,000,500000
166,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201221,12264,12264,12126,12264,193,000,500000
167,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201218,12338,12338,12244,12259,129,000,500000
168,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201217,12195,12274,12136,12274,962,000,500000
169,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201216,12298,12298,12254,12298,229,000,500000
170,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201215,12269,12269,12141,12225,960,000,500000
171,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201214,12210,12328,12210,12279,493,000,500000
172,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201211,12279,12338,12279,12323,1421,000,500000
173,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201210,12048,12229,12048,12166,178,000,500000
174,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201209,12003,12190,12003,12190,179,000,500000
175,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201208,11993,12008,11900,11949,117,000,500000
176,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201207,11969,12067,11871,12003,705,000,500000
177,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201204,12033,12048,11989,11989,58,000,500000
178,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201203,11787,11826,11787,11826,1315,000,500000
179,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201202,11703,11703,11693,11703,11,000,500000
180,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201201,11521,11580,11477,11580,57,000,500000
181,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201130,11689,11689,11389,11389,27,000,500000
182,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201127,11634,11664,11595,11649,20,000,500000
183,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201126,11615,11679,11566,11679,16,000,500000
184,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201125,11767,11767,11610,11610,11,000,500000
185,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201124,11649,11703,11610,11674,153,000,500000
186,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201123,11339,11610,11339,11610,253,000,500000
187,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201120,11413,11413,11290,11320,22,000,500000
188,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201119,11325,11374,11275,11374,149,000,500000
189,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201118,11497,11497,11359,11423,371,000,500000
190,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201117,11482,11497,11443,11443,11,000,500000
191,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201116,11364,11462,11364,11453,87,000,500000
192,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201113,11025,11143,11025,11143,32,000,500000
193,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201112,11157,11192,11089,11113,10,000,500000
194,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201111,11074,11207,11074,11207,14,000,500000
195,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201110,10990,10990,10931,10976,11,000,500000
196,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201109,10867,10916,10862,10892,84,000,500000
197,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201106,10774,10774,10680,10710,24,000,500000
198,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201105,10636,10779,10636,10779,475,000,500000
199,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201104,10651,10651,10533,10533,11,000,500000
200,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201103,10523,10607,10523,10607,12,000,500000
201,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201102,10262,10430,10262,10425,10,000,500000
202,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201030,10351,10390,10189,10189,36,000,500000
203,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201029,10459,10459,10351,10435,172,000,500000
204,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201028,10567,10617,10562,10617,127,000,500000
205,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201027,10558,10680,10558,10631,218,000,500000
206,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201026,10774,10774,10676,10715,1199,000,500000
207,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201023,10587,10661,10558,10631,406,000,500000
208,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201022,10523,10577,10508,10577,10,000,500000
209,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201021,10577,10602,10577,10597,12,000,500000
210,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201020,10420,10533,10400,10533,17,000,500000
211,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201019,10484,10543,10484,10489,2018,000,500000
212,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201016,10499,10499,10317,10395,25,000,500000
213,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201015,10553,10553,10464,10508,253,000,500000
214,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201014,10661,10661,10548,10567,22,000,500000
215,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201013,10735,10735,10651,10671,11,000,500000
216,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201012,10612,10666,10612,10651,23,000,500000
217,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201008,10744,10744,10641,10661,388,000,500000
218,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201007,10439,10656,10439,10656,20,000,500000
219,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201006,10676,10676,10543,10553,12,000,550000
220,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20201005,10356,10597,10356,10577,13,000,550000
221,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200929,10326,10336,10302,10336,16,000,550000
222,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200928,10184,10272,10179,10238,4566,000,500000
223,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200925,10012,10115,10012,10081,262,000,500000
224,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200924,10169,10169,10071,10071,80,000,500000
225,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200923,10297,10302,10179,10287,20,000,500000
226,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200922,10454,10454,10233,10272,99,000,500000
227,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200921,10543,10621,10503,10503,11,000,500000
228,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200918,10494,10503,10420,10503,29,000,500000
229,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200917,10567,10597,10494,10503,10,000,500000
230,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200916,10474,10572,10474,10562,11,000,500000
231,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200915,10454,10513,10454,10513,128,000,500000
232,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200914,10439,10454,10356,10454,1500,000,500000
233,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200911,10213,10223,10120,10203,6204,000,500000
234,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200910,10228,10228,10179,10184,10,000,600000
235,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200909,10066,10140,10066,10105,11,000,600000
236,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200908,10199,10199,10140,10189,90606,000,600000
237,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200907,9943,10076,9943,10051,587,000,600000
238,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200904,9923,9987,9913,9987,13,000,600000
239,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200903,10095,10120,10046,10095,23997,000,600000
240,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200902,10095,10095,9889,9962,200,000,600000
241,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200901,9933,9982,9933,9967,196,000,600000
242,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200831,10110,10110,9820,9820,2071,000,600000
243,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200828,9938,10105,9938,10007,20,000,600000
244,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200827,10051,10051,9899,9943,1895,000,600000
245,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200826,10135,10135,10007,10095,10,000,600000
246,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200825,10115,10164,10115,10159,74,000,600000
247,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200824,9835,9997,9835,9982,10,000,600000
248,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200821,9894,9977,9795,9869,31,000,600000
249,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200820,10095,10110,9766,9776,82,000,600000
250,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200819,10292,10292,10203,10218,47,000,600000
251,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200818,10454,10474,10149,10228,136,000,600000
252,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200814,10597,10597,10494,10538,25,000,600000
253,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200813,10695,10695,10548,10656,87,000,600000
254,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200812,10567,10582,10444,10582,38,000,600000
255,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200811,10454,10548,10454,10533,40,000,600000
256,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200810,10120,10321,10120,10317,67,000,600000
257,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20200807,10203,10203,10031,10081,13,000,600000
