,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A329020,ø¿º«Ω∫≈Ê,20210823,7400,7400,7200,7200,12,000,800000
1,A329020,ø¿º«Ω∫≈Ê,20210820,7790,7790,6800,7000,1077,000,800000
2,A329020,ø¿º«Ω∫≈Ê,20210819,9150,9150,6800,7990,68,000,800000
3,A329020,ø¿º«Ω∫≈Ê,20210818,7590,8400,6710,7990,567,000,800000
4,A329020,ø¿º«Ω∫≈Ê,20210817,7000,7580,6800,7400,583,000,800000
5,A329020,ø¿º«Ω∫≈Ê,20210813,7800,8150,7000,7990,19,000,800000
6,A329020,ø¿º«Ω∫≈Ê,20210812,7600,8280,7060,8080,69,000,800000
7,A329020,ø¿º«Ω∫≈Ê,20210811,7800,8500,7020,8300,61,000,800000
8,A329020,ø¿º«Ω∫≈Ê,20210810,7000,7400,7000,7400,31,000,800000
9,A329020,ø¿º«Ω∫≈Ê,20210809,7200,7780,7200,7780,157,000,800000
10,A329020,ø¿º«Ω∫≈Ê,20210806,7600,7800,7600,7800,3,000,800000
11,A329020,ø¿º«Ω∫≈Ê,20210805,7600,7800,7600,7800,5,000,800000
12,A329020,ø¿º«Ω∫≈Ê,20210804,6590,7500,6590,7500,185,000,800000
13,A329020,ø¿º«Ω∫≈Ê,20210803,6600,6600,6600,6600,1,000,800000
14,A329020,ø¿º«Ω∫≈Ê,20210802,6600,6600,6200,6600,15,000,800000
15,A329020,ø¿º«Ω∫≈Ê,20210730,6600,6600,6600,6600,1,000,800000
16,A329020,ø¿º«Ω∫≈Ê,20210729,6560,6560,6550,6550,22,000,800000
17,A329020,ø¿º«Ω∫≈Ê,20210728,6600,6600,6590,6600,46,000,800000
18,A329020,ø¿º«Ω∫≈Ê,20210727,6600,6600,6600,6600,1,000,800000
19,A329020,ø¿º«Ω∫≈Ê,20210726,6800,6800,6400,6400,51,000,800000
20,A329020,ø¿º«Ω∫≈Ê,20210723,6980,6980,6600,6970,7,000,800000
21,A329020,ø¿º«Ω∫≈Ê,20210722,6990,6990,6600,6910,40,000,800000
22,A329020,ø¿º«Ω∫≈Ê,20210721,6600,6800,6600,6800,10,000,800000
23,A329020,ø¿º«Ω∫≈Ê,20210720,6990,6990,6500,6980,62,000,800000
24,A329020,ø¿º«Ω∫≈Ê,20210719,7000,7360,6600,6980,26,000,800000
25,A329020,ø¿º«Ω∫≈Ê,20210716,6790,7390,6790,7350,56,000,800000
26,A329020,ø¿º«Ω∫≈Ê,20210715,6600,6780,6600,6780,6,000,800000
27,A329020,ø¿º«Ω∫≈Ê,20210714,6800,6990,6400,6950,18,000,800000
28,A329020,ø¿º«Ω∫≈Ê,20210713,6600,6600,6600,6600,1200,000,800000
29,A329020,ø¿º«Ω∫≈Ê,20210712,7000,7000,6500,6980,142,000,800000
30,A329020,ø¿º«Ω∫≈Ê,20210709,7000,7200,6800,7150,21,000,800000
31,A329020,ø¿º«Ω∫≈Ê,20210708,6800,6800,6600,6800,154,000,800000
32,A329020,ø¿º«Ω∫≈Ê,20210707,6380,7200,6000,7200,232,000,800000
33,A329020,ø¿º«Ω∫≈Ê,20210706,6890,6890,6020,6390,188,000,800000
34,A329020,ø¿º«Ω∫≈Ê,20210705,7000,7000,5950,7000,1318,000,800000
35,A329020,ø¿º«Ω∫≈Ê,20210702,8200,9000,7000,7000,587,000,800000
