,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A004020,ว๖ด๋มฆรถ,20210823,46400,46800,45250,46350,287165,011,133445000
1,A004020,ว๖ด๋มฆรถ,20210820,46500,47600,45700,46000,1036481,011,133445000
2,A004020,ว๖ด๋มฆรถ,20210819,49450,49700,46300,46500,1297687,011,133445000
3,A004020,ว๖ด๋มฆรถ,20210818,49000,50000,48150,49350,690791,011,133445000
4,A004020,ว๖ด๋มฆรถ,20210817,50600,50700,49050,49050,873983,011,133445000
5,A004020,ว๖ด๋มฆรถ,20210813,50900,51400,49750,50500,732975,011,133445000
6,A004020,ว๖ด๋มฆรถ,20210812,51700,51900,50500,50500,656597,011,133445000
7,A004020,ว๖ด๋มฆรถ,20210811,51600,52500,51000,51300,809916,011,133445000
8,A004020,ว๖ด๋มฆรถ,20210810,51000,51400,50500,50700,518790,011,133445000
9,A004020,ว๖ด๋มฆรถ,20210809,51500,51500,50500,50600,592602,011,133445000
10,A004020,ว๖ด๋มฆรถ,20210806,51500,51900,51400,51500,416483,011,133445000
11,A004020,ว๖ด๋มฆรถ,20210805,51300,52000,51100,51400,415735,011,133445000
12,A004020,ว๖ด๋มฆรถ,20210804,51300,52000,50800,51700,801907,011,133445000
13,A004020,ว๖ด๋มฆรถ,20210803,53400,53400,50600,50900,1766659,011,133445000
14,A004020,ว๖ด๋มฆรถ,20210802,54700,54800,52900,53400,705660,011,133445000
15,A004020,ว๖ด๋มฆรถ,20210730,53600,54900,53000,54000,1532923,011,133445000
16,A004020,ว๖ด๋มฆรถ,20210729,54600,54700,52600,53400,783638,011,133445000
17,A004020,ว๖ด๋มฆรถ,20210728,53600,54700,53100,54100,1291916,011,133445000
18,A004020,ว๖ด๋มฆรถ,20210727,53100,54400,52700,53400,1736120,011,133445000
19,A004020,ว๖ด๋มฆรถ,20210726,52500,53300,52100,52200,683589,011,133445000
20,A004020,ว๖ด๋มฆรถ,20210723,51800,53000,51400,52500,962772,011,133445000
21,A004020,ว๖ด๋มฆรถ,20210722,50000,51800,50000,51600,939503,011,133445000
22,A004020,ว๖ด๋มฆรถ,20210721,50500,50700,49600,49600,633209,011,133445000
23,A004020,ว๖ด๋มฆรถ,20210720,49800,50400,49750,49900,893495,011,133445000
24,A004020,ว๖ด๋มฆรถ,20210719,51600,51700,50700,50900,642674,011,133445000
25,A004020,ว๖ด๋มฆรถ,20210716,52000,52600,51400,52400,549932,011,133445000
26,A004020,ว๖ด๋มฆรถ,20210715,51800,52400,51500,52400,485830,011,133445000
27,A004020,ว๖ด๋มฆรถ,20210714,52500,52600,51700,52000,467848,011,133445000
