,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210823,11615,11815,11615,11800,14002,000,5920000
1,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210820,11995,11995,11650,11700,25333,000,5920000
2,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210819,12060,12095,11890,11900,22543,000,5920000
3,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210818,12045,12110,11980,12065,23445,000,5920000
4,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210817,12480,12480,12000,12045,36196,000,5920000
5,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210813,12425,12425,12265,12285,16407,000,5920000
6,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210812,12760,12760,12415,12425,13332,000,5920000
7,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210811,12480,12495,12415,12450,18768,000,5920000
8,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210810,12435,12450,12380,12420,20360,000,5920000
9,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210809,12670,12670,12310,12435,19366,000,5920000
10,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210806,12675,12675,12400,12455,17760,000,5920000
11,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210805,12675,12675,12475,12495,56001,000,5920000
12,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210804,12390,12585,12390,12540,29336,000,5920000
13,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210803,12370,12465,12320,12385,38016,000,5920000
14,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210802,12305,12545,12185,12370,33596,000,5920000
15,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210730,12400,12445,12250,12265,29449,000,5920000
16,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210729,12040,12430,12040,12400,35790,000,5860000
17,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210728,12170,12170,11930,12020,42103,000,5860000
18,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210727,12390,12450,12170,12170,32050,000,5860000
19,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210726,12715,12715,12360,12390,36720,000,5860000
20,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210723,12795,12810,12655,12695,16527,000,5860000
21,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210722,12630,12735,12610,12730,15694,000,5860000
22,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210721,12580,12640,12560,12560,15398,000,5860000
23,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210720,12775,12775,12545,12575,23267,000,5860000
24,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210719,12935,12935,12760,12775,17456,000,5860000
25,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210716,12985,12995,12865,12935,10951,000,5860000
26,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210715,12795,12985,12795,12940,17117,000,5860000
27,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210714,12970,12970,12770,12790,14622,000,5860000
28,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210713,12950,12950,12760,12880,13793,000,5860000
29,A195980,ARIRANG Ω≈»Ô±πMSCI(«’º∫ H),20210712,12620,12795,12620,12755,18094,000,5660000
