,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
40,A260930,╬╬ф╪диюл,20210625,9170,9360,9140,9160,9189,265,19341000
41,A260930,╬╬ф╪диюл,20210624,9310,9310,9160,9210,13174,265,19341000
42,A260930,╬╬ф╪диюл,20210623,9320,9400,9220,9310,11426,265,19341000
43,A260930,╬╬ф╪диюл,20210622,9180,9410,9180,9270,14873,265,19341000
44,A260930,╬╬ф╪диюл,20210621,9260,9350,9150,9220,26243,265,19341000
45,A260930,╬╬ф╪диюл,20210618,9440,9480,9290,9290,24168,265,19341000
46,A260930,╬╬ф╪диюл,20210617,9410,9540,9380,9410,9178,265,19341000
47,A260930,╬╬ф╪диюл,20210616,9370,9460,9370,9400,11803,265,19341000
48,A260930,╬╬ф╪диюл,20210615,9630,9720,9380,9390,42155,265,19341000
49,A260930,╬╬ф╪диюл,20210614,9770,9790,9650,9720,15242,265,19341000
50,A260930,╬╬ф╪диюл,20210611,10000,10000,9700,9790,34999,265,19341000
51,A260930,╬╬ф╪диюл,20210610,9550,10100,9550,9880,125890,265,19341000
52,A260930,╬╬ф╪диюл,20210609,9450,9680,9380,9570,47633,265,19341000
53,A260930,╬╬ф╪диюл,20210608,9360,9440,9340,9380,19089,265,19341000
54,A260930,╬╬ф╪диюл,20210607,9350,9450,9240,9380,21061,265,19341000
55,A260930,╬╬ф╪диюл,20210604,9410,9440,9310,9350,16357,265,19341000
56,A260930,╬╬ф╪диюл,20210603,9530,9530,9360,9410,22855,265,19341000
57,A260930,╬╬ф╪диюл,20210602,9490,9550,9360,9430,35309,265,19341000
58,A260930,╬╬ф╪диюл,20210601,9390,9460,9280,9450,36093,265,19341000
59,A260930,╬╬ф╪диюл,20210531,9140,9390,9100,9290,37120,265,19341000
60,A260930,╬╬ф╪диюл,20210528,9240,9290,9120,9140,21813,265,19341000
61,A260930,╬╬ф╪диюл,20210527,8990,9290,8990,9220,30300,265,19341000
62,A260930,╬╬ф╪диюл,20210526,8800,9520,8620,8990,88343,265,19341000
63,A260930,╬╬ф╪диюл,20210525,8530,9700,8530,8700,129011,265,19341000
64,A260930,╬╬ф╪диюл,20210524,8900,8900,8420,8520,41394,265,19341000
65,A260930,╬╬ф╪диюл,20210521,9150,9150,8850,8900,20996,265,19341000
66,A260930,╬╬ф╪диюл,20210520,9220,9220,8990,9040,18479,265,19341000
67,A260930,╬╬ф╪диюл,20210518,9070,9190,8980,9130,16358,265,19341000
68,A260930,╬╬ф╪диюл,20210517,9060,9280,9030,9070,12229,265,19341000
69,A260930,╬╬ф╪диюл,20210514,9010,9180,8990,9060,7310,265,19341000
70,A260930,╬╬ф╪диюл,20210513,9120,9120,8900,9000,36082,265,19341000
71,A260930,╬╬ф╪диюл,20210512,9360,9390,9180,9180,24022,265,19341000
72,A260930,╬╬ф╪диюл,20210511,9240,9400,9240,9350,25288,265,19341000
73,A260930,╬╬ф╪диюл,20210510,9300,9390,9250,9260,21123,265,19341000
74,A260930,╬╬ф╪диюл,20210507,9390,9490,9200,9250,17824,265,19341000
75,A260930,╬╬ф╪диюл,20210506,9200,9500,9200,9390,18316,265,19341000
76,A260930,╬╬ф╪диюл,20210504,9310,9440,9150,9250,17357,265,19341000
77,A260930,╬╬ф╪диюл,20210503,9200,9450,9160,9300,34636,265,19341000
78,A260930,╬╬ф╪диюл,20210430,9450,9510,9200,9250,26847,265,19341000
79,A260930,╬╬ф╪диюл,20210429,9590,9590,9380,9450,21172,265,19341000
80,A260930,╬╬ф╪диюл,20210428,9370,9600,9370,9530,35776,265,19341000
81,A260930,╬╬ф╪диюл,20210427,9600,9650,9370,9450,36894,265,19341000
82,A260930,╬╬ф╪диюл,20210426,9500,9610,9240,9570,65834,265,19341000
83,A260930,╬╬ф╪диюл,20210423,9800,9990,9380,9450,190109,265,19341000
84,A260930,╬╬ф╪диюл,20210422,10550,10850,10250,10250,22525,265,10122000
85,A260930,╬╬ф╪диюл,20210421,10550,10750,10400,10550,32750,265,10122000
86,A260930,╬╬ф╪диюл,20210420,11050,11350,10600,10900,20026,265,10122000
87,A260930,╬╬ф╪диюл,20210419,11300,11550,10850,10950,25564,265,10122000
88,A260930,╬╬ф╪диюл,20210416,11100,11700,11100,11400,35256,265,10122000
89,A260930,╬╬ф╪диюл,20210415,11300,11700,10950,11150,60007,265,10122000
90,A260930,╬╬ф╪диюл,20210414,11250,12150,10900,11400,124964,265,10122000
91,A260930,╬╬ф╪диюл,20210413,10400,13100,10150,11100,272026,265,10122000
92,A260930,╬╬ф╪диюл,20210412,10600,10750,10300,10350,13872,265,10122000
93,A260930,╬╬ф╪диюл,20210409,10350,10800,10300,10500,11463,265,10122000
94,A260930,╬╬ф╪диюл,20210408,10700,10700,10300,10350,28882,265,10122000
95,A260930,╬╬ф╪диюл,20210407,10400,10750,10350,10500,49088,265,10122000
96,A260930,╬╬ф╪диюл,20210406,10500,10700,10300,10400,9946,265,10122000
97,A260930,╬╬ф╪диюл,20210405,10450,10650,10250,10500,12308,265,10122000
98,A260930,╬╬ф╪диюл,20210402,9960,10600,9950,10300,40508,265,10122000
99,A260930,╬╬ф╪диюл,20210401,9890,9990,9750,9940,28784,265,10122000
100,A260930,╬╬ф╪диюл,20210331,9820,10000,9780,9980,23476,265,10122000
101,A260930,╬╬ф╪диюл,20210330,10100,10200,9800,10000,38452,265,10122000
102,A260930,╬╬ф╪диюл,20210329,10600,10700,10100,10100,57289,265,10122000
103,A260930,╬╬ф╪диюл,20210326,10650,11150,10500,10600,94080,265,10122000
104,A260930,╬╬ф╪диюл,20210325,9530,12700,9400,10650,798594,265,10122000
105,A260930,╬╬ф╪диюл,20210324,9564,9878,9485,9800,88282,265,10122000
106,A260930,╬╬ф╪диюл,20210323,9171,9642,9092,9537,46570,265,10122000
107,A260930,╬╬ф╪диюл,20210322,9144,9302,9118,9171,22927,265,10122000
108,A260930,╬╬ф╪диюл,20210319,8909,9144,8909,9144,10198,265,10122000
109,A260930,╬╬ф╪диюл,20210318,9092,9144,8909,9040,12377,265,10122000
110,A260930,╬╬ф╪диюл,20210317,9275,9302,9013,9092,12740,265,10122000
111,A260930,╬╬ф╪диюл,20210316,9197,9275,9040,9275,18832,265,10122000
112,A260930,╬╬ф╪диюл,20210315,8909,9197,8804,9092,23779,265,10122000
113,A260930,╬╬ф╪диюл,20210312,9223,9275,8909,8909,47429,265,10122000
114,A260930,╬╬ф╪диюл,20210311,9040,9197,8751,9144,71697,265,10122000
115,A260930,╬╬ф╪диюл,20210310,8306,10062,8227,8935,227682,265,10122000
116,A260930,╬╬ф╪диюл,20210309,8280,8280,8070,8227,7570,265,10122000
117,A260930,╬╬ф╪диюл,20210308,8280,8332,8122,8122,13447,265,10122000
118,A260930,╬╬ф╪диюл,20210305,8280,8358,8044,8254,20692,265,10122000
119,A260930,╬╬ф╪диюл,20210304,8018,8254,7887,8254,24613,265,10122000
120,A260930,╬╬ф╪диюл,20210303,7860,7887,7703,7860,1403,265,10122000
121,A260930,╬╬ф╪диюл,20210302,7860,8070,7598,7756,16771,265,10122000
122,A260930,╬╬ф╪диюл,20210226,7860,7991,7756,7834,9578,265,10122000
123,A260930,╬╬ф╪диюл,20210225,7677,8044,7651,7965,6795,265,10122000
124,A260930,╬╬ф╪диюл,20210224,7991,8044,7546,7598,8348,265,10122000
125,A260930,╬╬ф╪диюл,20210223,7991,8044,7808,7965,6904,265,10122000
126,A260930,╬╬ф╪диюл,20210222,7887,8044,7887,7939,4807,265,10122000
127,A260930,╬╬ф╪диюл,20210219,7965,8018,7729,7860,10054,265,10122000
128,A260930,╬╬ф╪диюл,20210218,8122,8175,7913,7965,6550,265,10122000
129,A260930,╬╬ф╪диюл,20210217,8149,8149,8070,8122,2208,265,10122000
130,A260930,╬╬ф╪диюл,20210216,8175,8201,8070,8149,7488,265,10122000
131,A260930,╬╬ф╪диюл,20210215,8280,8385,8122,8175,4405,265,10122000
132,A260930,╬╬ф╪диюл,20210210,8018,8201,7939,8201,7648,265,10122000
133,A260930,╬╬ф╪диюл,20210209,8018,8044,7913,8018,3230,265,10122000
134,A260930,╬╬ф╪диюл,20210208,7965,8096,7913,8018,5741,265,10122000
135,A260930,╬╬ф╪диюл,20210205,7991,8070,7860,7965,2936,265,10122000
136,A260930,╬╬ф╪диюл,20210204,8070,8070,7965,7991,3045,265,10122000
137,A260930,╬╬ф╪диюл,20210203,8096,8122,7913,8070,6319,265,10122000
138,A260930,╬╬ф╪диюл,20210202,8070,8227,7965,8044,5533,265,10122000
139,A260930,╬╬ф╪диюл,20210201,8175,8175,7913,8044,3532,265,10122000
140,A260930,╬╬ф╪диюл,20210129,8096,8306,7834,7965,8465,265,10122000
141,A260930,╬╬ф╪диюл,20210128,8018,8332,7939,8096,13483,265,10122000
142,A260930,╬╬ф╪диюл,20210127,8018,8201,8018,8149,8138,265,10122000
143,A260930,╬╬ф╪диюл,20210126,8175,8175,7965,8070,10711,265,10122000
144,A260930,╬╬ф╪диюл,20210125,8358,8358,8096,8175,14745,265,10122000
145,A260930,╬╬ф╪диюл,20210122,8149,8542,7965,8306,48368,265,10122000
146,A260930,╬╬ф╪диюл,20210121,7729,8175,7677,8175,26666,265,10122000
147,A260930,╬╬ф╪диюл,20210120,7546,7729,7546,7729,8429,265,10122000
148,A260930,╬╬ф╪диюл,20210119,7572,7703,7467,7572,9613,265,10122000
149,A260930,╬╬ф╪диюл,20210118,7651,7677,7467,7467,7772,265,10122000
150,A260930,╬╬ф╪диюл,20210115,7939,8201,7520,7651,37976,265,10122000
151,A260930,╬╬ф╪диюл,20210114,7546,7939,7520,7913,21345,265,10122000
152,A260930,╬╬ф╪диюл,20210113,7520,7598,7389,7494,4504,265,10122000
153,A260930,╬╬ф╪диюл,20210112,7703,7703,7494,7546,3518,265,10122000
154,A260930,╬╬ф╪диюл,20210111,7756,7756,7389,7703,17294,265,10122000
155,A260930,╬╬ф╪диюл,20210108,7756,7808,7598,7808,16528,265,10122000
156,A260930,╬╬ф╪диюл,20210107,7756,7756,7598,7703,10458,265,10122000
157,A260930,╬╬ф╪диюл,20210106,7441,7756,7363,7703,32716,265,10122000
158,A260930,╬╬ф╪диюл,20210105,7441,7494,7284,7389,9120,265,10122000
159,A260930,╬╬ф╪диюл,20210104,7441,7520,7258,7467,16388,265,10122000
160,A260930,╬╬ф╪диюл,20201230,7336,7494,7310,7441,7309,265,10122000
161,A260930,╬╬ф╪диюл,20201229,7101,7336,7101,7310,9806,265,10122000
162,A260930,╬╬ф╪диюл,20201228,7232,7232,7048,7127,8146,265,10122000
163,A260930,╬╬ф╪диюл,20201224,7232,7284,7101,7179,19675,265,10122000
164,A260930,╬╬ф╪диюл,20201223,7389,7389,7127,7232,29807,265,10122000
165,A260930,╬╬ф╪диюл,20201222,7415,7625,7389,7389,19328,265,10122000
166,A260930,╬╬ф╪диюл,20201221,7494,7729,7389,7494,14513,265,10122000
167,A260930,╬╬ф╪диюл,20201218,7363,7729,7310,7441,28892,265,10122000
168,A260930,╬╬ф╪диюл,20201217,7441,7494,7310,7389,12476,265,10122000
169,A260930,╬╬ф╪диюл,20201216,7520,7546,7415,7441,12628,265,10122000
170,A260930,╬╬ф╪диюл,20201215,7363,7467,7336,7441,12419,265,10122000
171,A260930,╬╬ф╪диюл,20201214,7520,7546,7336,7363,22275,265,10122000
172,A260930,╬╬ф╪диюл,20201211,7363,7729,7310,7520,56092,265,10122000
173,A260930,╬╬ф╪диюл,20201210,7336,7572,7127,7520,74884,265,10122000
174,A260930,╬╬ф╪диюл,20201209,6734,8778,6734,7363,808552,265,10122000
175,A260930,╬╬ф╪диюл,20201208,6865,7074,6708,6760,12784,265,10122000
176,A260930,╬╬ф╪диюл,20201207,7022,7022,6786,6812,26648,265,10122000
177,A260930,╬╬ф╪диюл,20201204,7074,7153,6891,6970,12072,265,10122000
178,A260930,╬╬ф╪диюл,20201203,7153,7179,7022,7127,6676,265,10122000
179,A260930,╬╬ф╪диюл,20201202,7179,7179,7048,7127,6031,265,10122000
180,A260930,╬╬ф╪диюл,20201201,7074,7153,7022,7074,5395,265,10122000
181,A260930,╬╬ф╪диюл,20201130,7232,7258,7022,7074,5812,265,10122000
182,A260930,╬╬ф╪диюл,20201127,7179,7258,7101,7153,3489,265,10122000
183,A260930,╬╬ф╪диюл,20201126,7179,7284,7153,7179,4426,265,10122000
184,A260930,╬╬ф╪диюл,20201125,7258,7336,7127,7258,8787,265,10122000
185,A260930,╬╬ф╪диюл,20201124,7205,7363,7179,7284,20639,265,10122000
186,A260930,╬╬ф╪диюл,20201123,7127,7258,7074,7179,4570,265,10122000
187,A260930,╬╬ф╪диюл,20201120,7048,7284,7048,7127,10206,265,10122000
188,A260930,╬╬ф╪диюл,20201119,7101,7101,6970,7101,4411,265,10122000
189,A260930,╬╬ф╪диюл,20201118,7074,7127,6996,7101,3910,265,10122000
190,A260930,╬╬ф╪диюл,20201117,7048,7127,6970,7074,5825,265,10122000
191,A260930,╬╬ф╪диюл,20201116,7127,7153,7022,7048,11338,265,10122000
192,A260930,╬╬ф╪диюл,20201113,7022,7127,6970,7101,14607,265,10122000
193,A260930,╬╬ф╪диюл,20201112,6891,7022,6891,7022,3593,265,10122000
194,A260930,╬╬ф╪диюл,20201111,7048,7048,6760,6891,5134,265,10122000
195,A260930,╬╬ф╪диюл,20201110,7179,7179,6865,6917,3657,265,10122000
196,A260930,╬╬ф╪диюл,20201109,6943,7153,6943,7022,1174,265,10122000
197,A260930,╬╬ф╪диюл,20201106,7232,7232,6917,6970,3801,265,10122000
198,A260930,╬╬ф╪диюл,20201105,7205,7205,7074,7179,2952,265,10122000
199,A260930,╬╬ф╪диюл,20201104,6996,7127,6917,7127,2739,265,10122000
200,A260930,╬╬ф╪диюл,20201103,6917,7048,6917,6996,1514,265,10122000
201,A260930,╬╬ф╪диюл,20201102,7205,7205,6734,6917,1155,265,10122000
202,A260930,╬╬ф╪диюл,20201030,6812,7127,6812,7022,2402,265,10122000
203,A260930,╬╬ф╪диюл,20201029,6760,6865,6734,6812,9607,265,10122000
204,A260930,╬╬ф╪диюл,20201028,6760,6917,6681,6891,1710,265,10122000
205,A260930,╬╬ф╪диюл,20201027,6734,7022,6734,6786,2515,265,10122000
206,A260930,╬╬ф╪диюл,20201026,6812,6970,6734,6839,2428,265,10122000
207,A260930,╬╬ф╪диюл,20201023,6917,6996,6812,6812,10249,265,10122000
208,A260930,╬╬ф╪диюл,20201022,7205,7205,6996,6996,1670,265,10122000
209,A260930,╬╬ф╪диюл,20201021,7101,7232,7022,7153,1482,265,10122000
210,A260930,╬╬ф╪диюл,20201020,7179,7179,6996,7101,685,265,10122000
211,A260930,╬╬ф╪диюл,20201019,6943,7179,6943,7101,1772,265,10122000
212,A260930,╬╬ф╪диюл,20201016,7022,7074,6917,6943,3880,265,10122000
213,A260930,╬╬ф╪диюл,20201015,7074,7179,6760,7048,10125,265,10122000
214,A260930,╬╬ф╪диюл,20201014,7153,7232,7074,7179,1801,265,10122000
215,A260930,╬╬ф╪диюл,20201013,7310,7310,7074,7232,2680,265,10122000
216,A260930,╬╬ф╪диюл,20201012,7310,7310,7101,7205,5086,265,10122000
217,A260930,╬╬ф╪диюл,20201008,7127,7232,6917,7101,3779,265,10122000
218,A260930,╬╬ф╪диюл,20201007,7022,7127,6917,7048,2531,265,10122000
219,A260930,╬╬ф╪диюл,20201006,7022,7127,6865,6970,5132,265,10122000
220,A260930,╬╬ф╪диюл,20201005,7074,7127,7048,7101,3037,265,10122000
221,A260930,╬╬ф╪диюл,20200929,6970,7022,6865,7022,3058,265,10122000
222,A260930,╬╬ф╪диюл,20200928,6970,6996,6865,6891,1964,265,10122000
223,A260930,╬╬ф╪диюл,20200925,6891,7022,6812,6812,5147,265,10122000
224,A260930,╬╬ф╪диюл,20200924,6970,7101,6786,6891,5137,265,10122000
225,A260930,╬╬ф╪диюл,20200923,7179,7258,6943,7153,2928,265,10122000
226,A260930,╬╬ф╪диюл,20200922,7258,7258,6917,7179,9192,265,10122000
227,A260930,╬╬ф╪диюл,20200921,7494,7494,7205,7310,4781,265,10122000
228,A260930,╬╬ф╪диюл,20200918,7494,7598,7415,7494,5192,265,10122000
229,A260930,╬╬ф╪диюл,20200917,7703,7729,7415,7598,4112,265,10122000
230,A260930,╬╬ф╪диюл,20200916,7651,7756,7625,7625,3732,265,10122000
231,A260930,╬╬ф╪диюл,20200915,7913,7913,7598,7756,11332,265,10122000
232,A260930,╬╬ф╪диюл,20200914,7756,7808,7677,7808,5170,265,10122000
233,A260930,╬╬ф╪диюл,20200911,7729,7834,7598,7782,4412,265,10122000
234,A260930,╬╬ф╪диюл,20200910,7834,7887,7703,7782,4906,265,10122000
235,A260930,╬╬ф╪диюл,20200909,8070,8070,7756,7756,10844,265,10122000
236,A260930,╬╬ф╪диюл,20200908,8175,8254,7965,7965,5682,265,10122000
237,A260930,╬╬ф╪диюл,20200907,8044,8306,8018,8018,3268,265,10122000
238,A260930,╬╬ф╪диюл,20200904,7756,8122,7729,8044,7407,265,10122000
239,A260930,╬╬ф╪диюл,20200903,8122,8437,8018,8122,8074,265,10122000
240,A260930,╬╬ф╪диюл,20200902,8463,8594,7965,8096,13047,265,10122000
241,A260930,╬╬ф╪диюл,20200901,8542,8830,7860,8463,20695,265,10122000
242,A260930,╬╬ф╪диюл,20200831,8332,8647,8044,8647,40794,265,10122000
243,A260930,╬╬ф╪диюл,20200828,7991,8122,7729,8122,20295,265,10122000
244,A260930,╬╬ф╪диюл,20200827,8122,8227,7756,7991,17193,265,10122000
245,A260930,╬╬ф╪диюл,20200826,7598,8306,7494,8227,47041,265,10122000
246,A260930,╬╬ф╪диюл,20200825,7205,7651,7205,7651,25614,265,10122000
247,A260930,╬╬ф╪диюл,20200824,7389,7415,7127,7205,10984,265,10122000
248,A260930,╬╬ф╪диюл,20200821,7494,7677,7284,7467,10725,265,10122000
249,A260930,╬╬ф╪диюл,20200820,8070,8122,7179,7467,42022,265,10122000
250,A260930,╬╬ф╪диюл,20200819,7415,8358,7415,7939,36992,265,10122000
251,A260930,╬╬ф╪диюл,20200818,7782,8018,7258,7415,35205,265,10122000
252,A260930,╬╬ф╪диюл,20200814,8306,8516,7808,7808,39442,265,10122000
253,A260930,╬╬ф╪диюл,20200813,8463,8882,8306,8306,33178,265,10122000
254,A260930,╬╬ф╪диюл,20200812,7782,8751,7651,8516,128077,265,10122000
255,A260930,╬╬ф╪диюл,20200811,7415,7887,7179,7782,52558,265,10122000
256,A260930,╬╬ф╪диюл,20200810,7074,7441,7022,7363,45847,265,10122000
257,A260930,╬╬ф╪диюл,20200807,6891,7022,6891,6996,6348,265,10122000
258,A260930,╬╬ф╪диюл,20200806,6970,6996,6917,6917,6469,265,10122000
259,A260930,╬╬ф╪диюл,20200805,6970,7022,6891,7022,6727,265,10122000
260,A260930,╬╬ф╪диюл,20200804,6917,6970,6839,6891,4118,265,10122000
261,A260930,╬╬ф╪диюл,20200803,7074,7074,6865,6891,2200,265,10122000
262,A260930,╬╬ф╪диюл,20200731,6891,7048,6891,6970,6035,265,10122000
263,A260930,╬╬ф╪диюл,20200730,6812,7101,6786,6970,12582,265,10122000
264,A260930,╬╬ф╪диюл,20200729,6891,6917,6812,6865,6106,265,10122000
265,A260930,╬╬ф╪диюл,20200728,6996,6996,6839,6891,1952,265,10122000
266,A260930,╬╬ф╪диюл,20200727,6812,6917,6760,6839,2285,265,10122000
267,A260930,╬╬ф╪диюл,20200724,6839,7101,6812,6812,8741,265,10122000
268,A260930,╬╬ф╪диюл,20200723,6891,6996,6839,6917,4368,265,10122000
269,A260930,╬╬ф╪диюл,20200722,7048,7127,6891,6891,6506,265,10122000
270,A260930,╬╬ф╪диюл,20200721,7022,7153,6996,6996,2576,265,10122000
271,A260930,╬╬ф╪диюл,20200720,7074,7127,6970,7074,5620,265,10122000
272,A260930,╬╬ф╪диюл,20200717,7389,7389,7074,7101,4072,265,10122000
273,A260930,╬╬ф╪диюл,20200716,6996,7546,6996,7284,46456,265,10122000
274,A260930,╬╬ф╪диюл,20200715,6839,6943,6839,6839,3186,265,10122000
275,A260930,╬╬ф╪диюл,20200714,6865,7022,6812,6839,5445,265,10122000
276,A260930,╬╬ф╪диюл,20200713,7048,7048,6865,6943,6609,265,10122000
277,A260930,╬╬ф╪диюл,20200710,7048,7048,6917,6943,4900,265,10122000
278,A260930,╬╬ф╪диюл,20200709,7232,7258,6970,7022,6392,265,10122000
279,A260930,╬╬ф╪диюл,20200708,7101,7232,7022,7048,3357,265,10122000
280,A260930,╬╬ф╪диюл,20200707,7310,7363,7101,7101,5966,265,10122000
281,A260930,╬╬ф╪диюл,20200706,7258,7310,7101,7179,5099,265,10122000
282,A260930,╬╬ф╪диюл,20200703,7179,7310,7022,7101,7732,265,10122000
283,A260930,╬╬ф╪диюл,20200702,7022,7232,6943,7022,10258,265,10122000
284,A260930,╬╬ф╪диюл,20200701,7336,7441,6996,7022,16021,265,10122000
285,A260930,╬╬ф╪диюл,20200630,6865,7860,6812,7389,80081,265,10122000
286,A260930,╬╬ф╪диюл,20200629,6839,6943,6550,6865,9087,265,10122000
287,A260930,╬╬ф╪диюл,20200626,7022,7022,6812,6839,3866,265,10122000
288,A260930,╬╬ф╪диюл,20200625,6917,7048,6865,6917,6667,265,10122000
289,A260930,╬╬ф╪диюл,20200624,7074,7127,6970,6996,3433,265,10122000
290,A260930,╬╬ф╪диюл,20200623,6943,7284,6943,7022,4956,265,10122000
291,A260930,╬╬ф╪диюл,20200622,7258,7258,6996,6996,3661,265,10122000
292,A260930,╬╬ф╪диюл,20200619,6996,7232,6943,7179,6218,265,10122000
293,A260930,╬╬ф╪диюл,20200618,7101,7127,6970,6996,6540,265,10122000
294,A260930,╬╬ф╪диюл,20200617,7284,7363,6970,7022,20304,265,10122000
295,A260930,╬╬ф╪диюл,20200616,6970,7494,6970,7179,11418,265,10122000
296,A260930,╬╬ф╪диюл,20200615,6970,7520,6734,6891,45002,265,10122000
297,A260930,╬╬ф╪диюл,20200612,6865,7022,6472,6943,17763,265,10122000
298,A260930,╬╬ф╪диюл,20200611,7494,7651,7284,7310,15808,265,10122000
299,A260930,╬╬ф╪диюл,20200610,7127,7625,7127,7467,41610,265,10122000
300,A260930,╬╬ф╪диюл,20200609,7310,7363,7179,7258,3227,265,10122000
301,A260930,╬╬ф╪диюл,20200608,7336,7336,7232,7232,9561,265,10122000
302,A260930,╬╬ф╪диюл,20200605,7127,7205,6917,7179,12108,265,10122000
303,A260930,╬╬ф╪диюл,20200604,6970,7074,6943,7048,9107,265,10122000
304,A260930,╬╬ф╪диюл,20200603,7074,7101,6943,6970,7486,265,10122000
305,A260930,╬╬ф╪диюл,20200602,6839,7048,6839,7022,11624,265,10122000
306,A260930,╬╬ф╪диюл,20200601,6917,6970,6786,6812,12129,265,10122000
307,A260930,╬╬ф╪диюл,20200529,6996,7074,6760,6812,17454,265,10122000
308,A260930,╬╬ф╪диюл,20200528,7415,7520,6865,6996,32410,265,10122000
309,A260930,╬╬ф╪диюл,20200527,7441,7572,7363,7467,10652,265,10122000
310,A260930,╬╬ф╪диюл,20200526,7703,7729,7363,7467,13253,265,10122000
311,A260930,╬╬ф╪диюл,20200525,7494,7756,7363,7625,17683,265,10122000
312,A260930,╬╬ф╪диюл,20200522,8149,8149,7520,7625,53045,265,10122000
313,A260930,╬╬ф╪диюл,20200521,7860,7860,7598,7625,16823,265,10122000
314,A260930,╬╬ф╪диюл,20200520,7494,7860,7494,7756,35202,265,10122000
315,A260930,╬╬ф╪диюл,20200519,7389,7572,7336,7494,21444,265,10122000
316,A260930,╬╬ф╪диюл,20200518,7205,7441,7127,7441,30091,265,10122000
317,A260930,╬╬ф╪диюл,20200515,7048,7310,6865,7258,32617,265,10122000
318,A260930,╬╬ф╪диюл,20200514,6943,7205,6865,6970,11204,265,10122000
