,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
25,A147970,TIGER ธ๐ธเลา,20210716,26075,26140,26015,26130,221,000,280000
26,A147970,TIGER ธ๐ธเลา,20210715,26020,26275,26020,26200,727,000,280000
27,A147970,TIGER ธ๐ธเลา,20210714,25920,26030,25920,26020,292,000,280000
28,A147970,TIGER ธ๐ธเลา,20210713,25965,26015,25860,25915,1335,000,280000
29,A147970,TIGER ธ๐ธเลา,20210712,25795,25825,25735,25735,1762,000,280000
30,A147970,TIGER ธ๐ธเลา,20210709,25430,25545,25100,25500,1136,000,280000
31,A147970,TIGER ธ๐ธเลา,20210708,26135,26140,25740,25750,264,000,280000
32,A147970,TIGER ธ๐ธเลา,20210707,26245,26245,25970,26135,3858,000,280000
33,A147970,TIGER ธ๐ธเลา,20210706,26155,26345,26155,26325,3707,000,280000
34,A147970,TIGER ธ๐ธเลา,20210705,26185,26215,26060,26155,523,000,280000
35,A147970,TIGER ธ๐ธเลา,20210702,26240,26490,26155,26265,1643,000,280000
36,A147970,TIGER ธ๐ธเลา,20210701,26315,26430,26150,26280,7454,000,280000
37,A147970,TIGER ธ๐ธเลา,20210630,26385,26385,26290,26345,3620,000,280000
38,A147970,TIGER ธ๐ธเลา,20210629,26355,26355,26210,26285,161,000,280000
39,A147970,TIGER ธ๐ธเลา,20210628,26400,26465,26290,26465,9405,000,280000
40,A147970,TIGER ธ๐ธเลา,20210625,26340,26400,26200,26305,1179,000,280000
41,A147970,TIGER ธ๐ธเลา,20210624,25855,26025,25820,26025,1818,000,280000
42,A147970,TIGER ธ๐ธเลา,20210623,26010,26055,25875,25875,791,000,280000
43,A147970,TIGER ธ๐ธเลา,20210622,25580,26010,25580,26010,1761,000,280000
44,A147970,TIGER ธ๐ธเลา,20210621,25410,25410,25275,25275,69,000,280000
45,A147970,TIGER ธ๐ธเลา,20210618,25770,25785,25545,25665,78,000,280000
46,A147970,TIGER ธ๐ธเลา,20210617,25585,25750,25585,25750,567,000,280000
47,A147970,TIGER ธ๐ธเลา,20210616,25755,25795,25685,25700,3289,000,280000
48,A147970,TIGER ธ๐ธเลา,20210615,25455,25700,25455,25640,4867,000,280000
49,A147970,TIGER ธ๐ธเลา,20210614,25525,25525,25385,25475,8762,000,280000
50,A147970,TIGER ธ๐ธเลา,20210611,25275,25495,25275,25470,2296,000,280000
51,A147970,TIGER ธ๐ธเลา,20210610,25145,25160,25145,25160,7,000,280000
52,A147970,TIGER ธ๐ธเลา,20210609,25650,25650,25145,25145,728,000,280000
53,A147970,TIGER ธ๐ธเลา,20210608,25670,25670,25415,25595,1510,000,280000
54,A147970,TIGER ธ๐ธเลา,20210607,25725,25725,25585,25585,1049,000,280000
55,A147970,TIGER ธ๐ธเลา,20210604,25690,25780,25610,25765,202,000,280000
56,A147970,TIGER ธ๐ธเลา,20210603,25795,25795,25635,25720,73,000,280000
57,A147970,TIGER ธ๐ธเลา,20210602,25590,25720,25590,25710,672,000,280000
58,A147970,TIGER ธ๐ธเลา,20210601,25260,25475,25260,25475,8108,000,280000
59,A147970,TIGER ธ๐ธเลา,20210531,25435,25435,25060,25235,1435,000,280000
60,A147970,TIGER ธ๐ธเลา,20210528,25265,25385,25135,25270,603,000,260000
61,A147970,TIGER ธ๐ธเลา,20210527,24895,24990,24765,24965,174,000,220000
62,A147970,TIGER ธ๐ธเลา,20210526,25080,25080,24850,24925,1719,000,220000
63,A147970,TIGER ธ๐ธเลา,20210525,24955,24975,24870,24970,280,000,240000
64,A147970,TIGER ธ๐ธเลา,20210524,25040,25065,24745,24875,728,000,240000
65,A147970,TIGER ธ๐ธเลา,20210521,25005,25725,24510,24510,16684,000,220000
66,A147970,TIGER ธ๐ธเลา,20210520,25135,25135,24800,24965,92,000,220000
67,A147970,TIGER ธ๐ธเลา,20210518,24930,25330,24930,25315,6141,000,220000
68,A147970,TIGER ธ๐ธเลา,20210517,25280,25280,24620,24740,942,000,220000
69,A147970,TIGER ธ๐ธเลา,20210514,25450,25450,25130,25130,24,000,220000
70,A147970,TIGER ธ๐ธเลา,20210513,25115,25640,24920,25175,18522,000,220000
71,A147970,TIGER ธ๐ธเลา,20210512,26300,26300,25335,25685,487,000,220000
72,A147970,TIGER ธ๐ธเลา,20210511,26200,26305,26005,26305,176,000,220000
73,A147970,TIGER ธ๐ธเลา,20210510,26420,26500,26300,26360,2051,000,240000
74,A147970,TIGER ธ๐ธเลา,20210507,26125,26240,25900,26170,5614,000,240000
75,A147970,TIGER ธ๐ธเลา,20210506,25685,25965,25625,25965,3443,000,240000
76,A147970,TIGER ธ๐ธเลา,20210504,24730,24960,24550,24950,77,000,240000
77,A147970,TIGER ธ๐ธเลา,20210503,24940,25265,24600,24825,11953,000,240000
78,A147970,TIGER ธ๐ธเลา,20210430,25255,25315,24835,25020,1371,000,240000
79,A147970,TIGER ธ๐ธเลา,20210429,25470,25470,25085,25220,706,000,240000
80,A147970,TIGER ธ๐ธเลา,20210428,25399,25538,25335,25335,2251,000,240000
81,A147970,TIGER ธ๐ธเลา,20210427,25746,25958,25646,25958,722,000,240000
82,A147970,TIGER ธ๐ธเลา,20210426,25453,25770,25453,25770,3163,000,240000
83,A147970,TIGER ธ๐ธเลา,20210423,24834,25280,24686,25255,6841,000,240000
84,A147970,TIGER ธ๐ธเลา,20210422,24740,24899,24696,24899,3288,000,240000
85,A147970,TIGER ธ๐ธเลา,20210421,24567,24582,24418,24557,37,000,300000
86,A147970,TIGER ธ๐ธเลา,20210420,24537,24701,24517,24701,1562,000,300000
87,A147970,TIGER ธ๐ธเลา,20210419,24364,24364,24166,24255,48341,000,300000
88,A147970,TIGER ธ๐ธเลา,20210416,24072,24230,24072,24230,142,000,300000
89,A147970,TIGER ธ๐ธเลา,20210415,23978,23978,23869,23973,1699,000,300000
90,A147970,TIGER ธ๐ธเลา,20210414,23690,23854,23690,23854,16,000,300000
91,A147970,TIGER ธ๐ธเลา,20210413,23690,23690,23690,23690,0,000,300000
92,A147970,TIGER ธ๐ธเลา,20210412,23814,23814,23745,23745,11,000,300000
93,A147970,TIGER ธ๐ธเลา,20210409,23834,23849,23809,23809,32,000,300000
94,A147970,TIGER ธ๐ธเลา,20210408,23552,23651,23487,23651,505,000,300000
95,A147970,TIGER ธ๐ธเลา,20210407,23319,23448,23319,23398,149,000,300000
96,A147970,TIGER ธ๐ธเลา,20210406,23453,23453,23210,23388,486,000,300000
97,A147970,TIGER ธ๐ธเลา,20210405,23136,23378,23136,23378,19,000,300000
98,A147970,TIGER ธ๐ธเลา,20210402,23359,23443,23195,23349,5350,000,300000
99,A147970,TIGER ธ๐ธเลา,20210401,23260,23378,23250,23260,2424,000,300000
100,A147970,TIGER ธ๐ธเลา,20210331,23274,23274,23175,23215,524,000,300000
101,A147970,TIGER ธ๐ธเลา,20210330,23165,23195,23066,23195,141,000,300000
102,A147970,TIGER ธ๐ธเลา,20210329,23116,23116,22918,23017,12,000,300000
103,A147970,TIGER ธ๐ธเลา,20210326,22646,22928,22646,22928,68,000,300000
104,A147970,TIGER ธ๐ธเลา,20210325,22447,22447,22433,22433,11,000,300000
105,A147970,TIGER ธ๐ธเลา,20210324,22457,22457,22363,22363,66,000,300000
106,A147970,TIGER ธ๐ธเลา,20210323,22715,22745,22452,22571,364,000,300000
107,A147970,TIGER ธ๐ธเลา,20210322,22908,22908,22834,22834,30,000,320000
108,A147970,TIGER ธ๐ธเลา,20210319,22492,22749,22492,22749,11,000,320000
109,A147970,TIGER ธ๐ธเลา,20210318,22839,22839,22839,22839,51864,000,320000
110,A147970,TIGER ธ๐ธเลา,20210317,22660,22660,22383,22591,267,000,320000
111,A147970,TIGER ธ๐ธเลา,20210316,22457,22606,22457,22606,589,000,320000
112,A147970,TIGER ธ๐ธเลา,20210315,22551,22551,22259,22442,500,000,320000
113,A147970,TIGER ธ๐ธเลา,20210312,22343,22581,22319,22551,620,000,320000
114,A147970,TIGER ธ๐ธเลา,20210311,22056,22210,22031,22210,288,000,320000
115,A147970,TIGER ธ๐ธเลา,20210310,22225,22225,21660,21690,29,000,320000
116,A147970,TIGER ธ๐ธเลา,20210309,21967,21982,21967,21967,7,000,320000
117,A147970,TIGER ธ๐ธเลา,20210308,22675,22675,22378,22378,490,000,320000
118,A147970,TIGER ธ๐ธเลา,20210305,22195,22641,22180,22621,100,000,320000
119,A147970,TIGER ธ๐ธเลา,20210304,22641,22794,22641,22720,27,000,320000
120,A147970,TIGER ธ๐ธเลา,20210303,22482,22948,22482,22948,1499,000,320000
121,A147970,TIGER ธ๐ธเลา,20210302,22908,23027,22343,22631,5216,000,320000
122,A147970,TIGER ธ๐ธเลา,20210226,22358,22546,22111,22442,66,000,320000
123,A147970,TIGER ธ๐ธเลา,20210225,22754,22784,22621,22769,311,000,340000
124,A147970,TIGER ธ๐ธเลา,20210224,23170,23170,22289,22289,196,000,340000
125,A147970,TIGER ธ๐ธเลา,20210223,23012,23170,22997,23170,7,000,300000
126,A147970,TIGER ธ๐ธเลา,20210222,23567,23567,23156,23180,470,000,280000
127,A147970,TIGER ธ๐ธเลา,20210219,23220,23428,22774,23428,48117,000,280000
128,A147970,TIGER ธ๐ธเลา,20210218,23661,23661,23220,23220,53140,000,280000
129,A147970,TIGER ธ๐ธเลา,20210217,23839,23839,23433,23611,4121,000,280000
130,A147970,TIGER ธ๐ธเลา,20210216,23680,23839,23567,23839,705,000,280000
131,A147970,TIGER ธ๐ธเลา,20210215,23676,23799,23596,23676,4317,000,280000
132,A147970,TIGER ธ๐ธเลา,20210210,23111,23492,23022,23492,757,000,280000
133,A147970,TIGER ธ๐ธเลา,20210209,23304,23304,23101,23245,361,000,280000
134,A147970,TIGER ธ๐ธเลา,20210208,23274,23378,23037,23304,393,000,300000
135,A147970,TIGER ธ๐ธเลา,20210205,23289,23388,22977,23388,502,000,300000
136,A147970,TIGER ธ๐ธเลา,20210204,23136,23136,22784,23017,868,000,300000
137,A147970,TIGER ธ๐ธเลา,20210203,23101,23284,22928,23284,823,000,300000
138,A147970,TIGER ธ๐ธเลา,20210202,22571,23017,22418,22794,3461,000,360000
139,A147970,TIGER ธ๐ธเลา,20210201,21784,22393,21764,22393,3696,000,360000
140,A147970,TIGER ธ๐ธเลา,20210129,22873,22873,21715,21789,62130,000,360000
141,A147970,TIGER ธ๐ธเลา,20210128,22616,22774,22586,22764,428,000,360000
142,A147970,TIGER ธ๐ธเลา,20210127,23215,23378,22819,23081,464,000,360000
143,A147970,TIGER ธ๐ธเลา,20210126,23106,23170,22784,22953,3118,000,360000
144,A147970,TIGER ธ๐ธเลา,20210125,23032,23190,23017,23106,5001,000,400000
145,A147970,TIGER ธ๐ธเลา,20210122,22779,22943,22671,22675,1297,000,420000
146,A147970,TIGER ธ๐ธเลา,20210121,22715,22789,22685,22770,58184,000,440000
147,A147970,TIGER ธ๐ธเลา,20210120,22280,22369,22027,22354,2965,000,440000
148,A147970,TIGER ธ๐ธเลา,20210119,21869,22210,21864,22161,21324,000,440000
149,A147970,TIGER ธ๐ธเลา,20210118,21616,21889,21418,21418,5977,000,440000
150,A147970,TIGER ธ๐ธเลา,20210115,22695,22695,21933,22032,5489,000,440000
151,A147970,TIGER ธ๐ธเลา,20210114,22176,22557,22176,22557,15121,000,420000
152,A147970,TIGER ธ๐ธเลา,20210113,22186,22408,22042,22344,10824,000,460000
153,A147970,TIGER ธ๐ธเลา,20210112,22280,22289,21557,22111,12055,000,480000
154,A147970,TIGER ธ๐ธเลา,20210111,22631,22883,21898,22463,26302,000,500000
155,A147970,TIGER ธ๐ธเลา,20210108,22072,22547,22072,22547,20654,000,520000
156,A147970,TIGER ธ๐ธเลา,20210107,21552,21898,21527,21874,19768,000,520000
157,A147970,TIGER ธ๐ธเลา,20210106,21755,21755,21310,21414,22645,000,520000
158,A147970,TIGER ธ๐ธเลา,20210105,21141,21602,21141,21602,323,000,540000
159,A147970,TIGER ธ๐ธเลา,20210104,20938,21235,20874,21235,1163,000,540000
160,A147970,TIGER ธ๐ธเลา,20201230,20701,20938,20681,20938,344,000,540000
161,A147970,TIGER ธ๐ธเลา,20201229,20394,20602,20359,20533,1518,000,540000
162,A147970,TIGER ธ๐ธเลา,20201228,20077,20077,19949,20013,111,000,580000
163,A147970,TIGER ธ๐ธเลา,20201224,19939,20038,19899,20038,19448,000,580000
164,A147970,TIGER ธ๐ธเลา,20201223,19815,19968,19815,19968,41767,000,580000
165,A147970,TIGER ธ๐ธเลา,20201222,20043,20043,19686,19741,11869,000,580000
166,A147970,TIGER ธ๐ธเลา,20201221,19988,20137,19978,20137,19,000,620000
167,A147970,TIGER ธ๐ธเลา,20201218,19731,19909,19676,19909,559,000,620000
168,A147970,TIGER ธ๐ธเลา,20201217,19577,19731,19538,19731,26689,000,660000
169,A147970,TIGER ธ๐ธเลา,20201216,19632,19785,19632,19785,823,000,660000
170,A147970,TIGER ธ๐ธเลา,20201215,19434,19503,19310,19503,70453,000,660000
171,A147970,TIGER ธ๐ธเลา,20201214,19533,19582,19533,19582,69,000,660000
172,A147970,TIGER ธ๐ธเลา,20201211,19711,19711,19587,19667,1286,000,660000
173,A147970,TIGER ธ๐ธเลา,20201210,19533,19602,19488,19553,3988,000,680000
174,A147970,TIGER ธ๐ธเลา,20201209,19597,19696,19597,19696,4,000,720000
175,A147970,TIGER ธ๐ธเลา,20201208,19577,19617,19424,19478,12063,000,720000
176,A147970,TIGER ธ๐ธเลา,20201207,19671,19716,19533,19701,41449,000,720000
177,A147970,TIGER ธ๐ธเลา,20201204,19691,19746,19662,19671,7979,000,720000
178,A147970,TIGER ธ๐ธเลา,20201203,19379,19424,19379,19424,388,000,720000
179,A147970,TIGER ธ๐ธเลา,20201202,19330,19330,19330,19330,5,000,720000
180,A147970,TIGER ธ๐ธเลา,20201201,19167,19295,19102,19285,18116,000,720000
181,A147970,TIGER ธ๐ธเลา,20201130,19201,19206,19201,19206,10,000,740000
182,A147970,TIGER ธ๐ธเลา,20201127,19236,19325,19221,19325,72,000,740000
183,A147970,TIGER ธ๐ธเลา,20201126,19147,19256,19088,19256,8241,000,740000
184,A147970,TIGER ธ๐ธเลา,20201125,19261,19266,18914,19073,2236,000,600000
185,A147970,TIGER ธ๐ธเลา,20201124,19186,19186,19068,19107,166,000,600000
186,A147970,TIGER ธ๐ธเลา,20201123,19206,19256,19206,19216,166877,000,480000
187,A147970,TIGER ธ๐ธเลา,20201120,19023,19137,19003,19107,4213,000,460000
188,A147970,TIGER ธ๐ธเลา,20201119,18929,18989,18929,18989,112997,000,460000
189,A147970,TIGER ธ๐ธเลา,20201118,18805,18914,18805,18914,13815,000,460000
190,A147970,TIGER ธ๐ธเลา,20201117,18736,18736,18637,18716,285,000,460000
191,A147970,TIGER ธ๐ธเลา,20201116,18855,18865,18781,18800,758,000,460000
192,A147970,TIGER ธ๐ธเลา,20201113,18603,18677,18603,18667,13,000,460000
193,A147970,TIGER ธ๐ธเลา,20201112,18603,18603,18603,18603,5,000,460000
194,A147970,TIGER ธ๐ธเลา,20201111,18588,18607,18573,18607,8,000,460000
195,A147970,TIGER ธ๐ธเลา,20201110,18706,18706,18508,18593,404,000,480000
196,A147970,TIGER ธ๐ธเลา,20201109,18830,18885,18830,18885,14,000,480000
197,A147970,TIGER ธ๐ธเลา,20201106,18598,18617,18598,18598,1528,000,480000
198,A147970,TIGER ธ๐ธเลา,20201105,18449,18667,18429,18667,108,000,480000
199,A147970,TIGER ธ๐ธเลา,20201104,18221,18236,18147,18231,246,000,440000
200,A147970,TIGER ธ๐ธเลา,20201103,17850,18004,17850,18004,2162,000,440000
201,A147970,TIGER ธ๐ธเลา,20201102,17548,17667,17548,17657,52578,000,440000
202,A147970,TIGER ธ๐ธเลา,20201030,17717,17717,17420,17494,2431,000,440000
203,A147970,TIGER ธ๐ธเลา,20201029,17939,17939,17939,17939,0,000,440000
204,A147970,TIGER ธ๐ธเลา,20201028,17766,17954,17766,17954,2050,000,440000
205,A147970,TIGER ธ๐ธเลา,20201027,17801,17801,17672,17736,57,000,440000
206,A147970,TIGER ธ๐ธเลา,20201026,17905,17905,17791,17801,566,000,440000
207,A147970,TIGER ธ๐ธเลา,20201023,18088,18093,18073,18093,13,000,440000
208,A147970,TIGER ธ๐ธเลา,20201022,18118,18118,18118,18118,0,000,440000
209,A147970,TIGER ธ๐ธเลา,20201021,18241,18340,18241,18340,51,000,440000
210,A147970,TIGER ธ๐ธเลา,20201020,17880,18122,17875,18122,107,000,440000
211,A147970,TIGER ธ๐ธเลา,20201019,18241,18241,18127,18132,16,000,440000
212,A147970,TIGER ธ๐ธเลา,20201016,18261,18261,18261,18261,0,000,440000
213,A147970,TIGER ธ๐ธเลา,20201015,18390,18489,18296,18484,57,000,440000
214,A147970,TIGER ธ๐ธเลา,20201014,18617,18637,18617,18637,6,000,440000
215,A147970,TIGER ธ๐ธเลา,20201013,18870,18870,18870,18870,0,000,440000
216,A147970,TIGER ธ๐ธเลา,20201012,19038,19043,19033,19043,5,000,440000
217,A147970,TIGER ธ๐ธเลา,20201008,18959,18959,18959,18959,6,000,440000
218,A147970,TIGER ธ๐ธเลา,20201007,18796,18939,18786,18924,16933,000,420000
219,A147970,TIGER ธ๐ธเลา,20201006,18697,18805,18697,18805,166,000,420000
220,A147970,TIGER ธ๐ธเลา,20201005,18543,18692,18543,18692,5043,000,360000
221,A147970,TIGER ธ๐ธเลา,20200929,18330,18494,18325,18479,11,000,360000
222,A147970,TIGER ธ๐ธเลา,20200928,18113,18296,18113,18296,64346,000,360000
223,A147970,TIGER ธ๐ธเลา,20200925,17880,17974,17880,17949,132,000,360000
224,A147970,TIGER ธ๐ธเลา,20200924,18048,18127,18048,18048,55,000,360000
225,A147970,TIGER ธ๐ธเลา,20200923,18583,18583,18583,18583,0,000,360000
226,A147970,TIGER ธ๐ธเลา,20200922,18979,18979,18979,18979,10,000,360000
227,A147970,TIGER ธ๐ธเลา,20200921,19305,19305,19305,19305,5,000,360000
228,A147970,TIGER ธ๐ธเลา,20200918,19305,19325,19300,19305,6,000,360000
229,A147970,TIGER ธ๐ธเลา,20200917,19305,19305,19271,19281,4,000,360000
230,A147970,TIGER ธ๐ธเลา,20200916,19543,19543,19503,19503,202,000,360000
231,A147970,TIGER ธ๐ธเลา,20200915,19221,19439,19221,19439,146,000,360000
232,A147970,TIGER ธ๐ธเลา,20200914,19281,19290,19281,19290,3,000,400000
233,A147970,TIGER ธ๐ธเลา,20200911,18934,18934,18934,18934,44,000,400000
234,A147970,TIGER ธ๐ธเลา,20200910,19053,19122,18969,19117,52295,000,400000
235,A147970,TIGER ธ๐ธเลา,20200909,18998,18998,18899,18979,1159,000,400000
236,A147970,TIGER ธ๐ธเลา,20200908,19384,19409,19276,19310,506,000,400000
237,A147970,TIGER ธ๐ธเลา,20200907,19290,19474,19285,19384,920,000,400000
238,A147970,TIGER ธ๐ธเลา,20200904,18939,19271,18939,19266,873,000,400000
239,A147970,TIGER ธ๐ธเลา,20200903,19444,19459,19340,19444,1429,000,380000
240,A147970,TIGER ธ๐ธเลา,20200902,19370,19464,19201,19464,585,000,380000
241,A147970,TIGER ธ๐ธเลา,20200901,19201,19325,19008,19315,20431,000,380000
242,A147970,TIGER ธ๐ธเลา,20200831,19577,19617,19053,19053,250,000,380000
243,A147970,TIGER ธ๐ธเลา,20200828,19553,19642,19513,19577,713,000,400000
244,A147970,TIGER ธ๐ธเลา,20200827,19092,19256,19092,19256,6050,000,400000
245,A147970,TIGER ธ๐ธเลา,20200826,18969,18974,18870,18974,37,000,520000
246,A147970,TIGER ธ๐ธเลา,20200825,18870,19008,18850,19008,15,000,540000
247,A147970,TIGER ธ๐ธเลา,20200824,18647,18776,18647,18776,129500,000,580000
248,A147970,TIGER ธ๐ธเลา,20200821,18469,18791,18226,18588,48874,000,580000
249,A147970,TIGER ธ๐ธเลา,20200820,18835,18835,18167,18315,34292,000,580000
250,A147970,TIGER ธ๐ธเลา,20200819,18969,19043,18964,19038,206,000,520000
251,A147970,TIGER ธ๐ธเลา,20200818,19394,19493,18726,18924,3805,000,620000
252,A147970,TIGER ธ๐ธเลา,20200814,19493,19493,19271,19365,233,000,620000
253,A147970,TIGER ธ๐ธเลา,20200813,19597,19612,19345,19474,360,000,640000
254,A147970,TIGER ธ๐ธเลา,20200812,19523,19523,19236,19523,121,000,700000
255,A147970,TIGER ธ๐ธเลา,20200811,19434,19533,19414,19523,3102,000,700000
256,A147970,TIGER ธ๐ธเลา,20200810,19147,19379,19018,19285,14308,000,700000
257,A147970,TIGER ธ๐ธเลา,20200807,19182,19271,19018,19191,657,000,700000
258,A147970,TIGER ธ๐ธเลา,20200806,19186,19201,19018,19122,612,000,720000
259,A147970,TIGER ธ๐ธเลา,20200805,18855,19088,18815,18998,206,000,720000
260,A147970,TIGER ธ๐ธเลา,20200804,18499,18766,18499,18687,15005,000,720000
261,A147970,TIGER ธ๐ธเลา,20200803,18236,18508,18216,18508,22774,000,720000
262,A147970,TIGER ธ๐ธเลา,20200731,18226,18236,18147,18236,1717,000,720000
263,A147970,TIGER ธ๐ธเลา,20200730,18118,18177,18078,18177,440,000,720000
264,A147970,TIGER ธ๐ธเลา,20200729,18147,18231,18048,18182,96,000,720000
265,A147970,TIGER ธ๐ธเลา,20200728,18296,18296,18212,18281,177,000,720000
266,A147970,TIGER ธ๐ธเลา,20200727,18122,18142,18122,18142,5,000,720000
267,A147970,TIGER ธ๐ธเลา,20200724,18157,18256,18048,18048,26,000,780000
268,A147970,TIGER ธ๐ธเลา,20200723,18296,18345,18152,18330,346,000,780000
269,A147970,TIGER ธ๐ธเลา,20200722,18350,18508,18330,18508,65226,000,780000
270,A147970,TIGER ธ๐ธเลา,20200721,18424,18459,18315,18400,223,000,780000
271,A147970,TIGER ธ๐ธเลา,20200720,18053,18142,18053,18142,65,000,780000
272,A147970,TIGER ธ๐ธเลา,20200717,18162,18311,18157,18311,202,000,820000
273,A147970,TIGER ธ๐ธเลา,20200716,18122,18172,18043,18167,695,000,860000
274,A147970,TIGER ธ๐ธเลา,20200715,18380,18400,18315,18395,3758,000,860000
275,A147970,TIGER ธ๐ธเลา,20200714,18419,18419,18192,18380,562,000,860000
276,A147970,TIGER ธ๐ธเลา,20200713,18400,18508,18400,18508,6,000,860000
277,A147970,TIGER ธ๐ธเลา,20200710,18306,18350,18271,18350,20,000,860000
278,A147970,TIGER ธ๐ธเลา,20200709,18286,18370,18271,18271,204,000,820000
279,A147970,TIGER ธ๐ธเลา,20200708,18098,18157,18068,18157,13,000,820000
280,A147970,TIGER ธ๐ธเลา,20200707,18251,18340,18083,18197,2545,000,820000
281,A147970,TIGER ธ๐ธเลา,20200706,18231,18276,18231,18276,12,000,840000
282,A147970,TIGER ธ๐ธเลา,20200703,17895,17989,17895,17979,603,000,860000
283,A147970,TIGER ธ๐ธเลา,20200702,17697,17920,17692,17910,5499,000,900000
284,A147970,TIGER ธ๐ธเลา,20200701,17697,17746,17454,17494,29309,000,900000
285,A147970,TIGER ธ๐ธเลา,20200630,17534,17682,17534,17588,193,000,920000
286,A147970,TIGER ธ๐ธเลา,20200629,17494,17494,17489,17494,5,000,920000
287,A147970,TIGER ธ๐ธเลา,20200626,17727,17850,17727,17835,65,000,940000
288,A147970,TIGER ธ๐ธเลา,20200625,17776,17781,17776,17781,5,000,940000
289,A147970,TIGER ธ๐ธเลา,20200624,18078,18162,18038,18147,1797,000,960000
290,A147970,TIGER ธ๐ธเลา,20200623,18157,18157,18113,18118,163,000,960000
291,A147970,TIGER ธ๐ธเลา,20200622,17835,17934,17811,17934,1400,000,960000
292,A147970,TIGER ธ๐ธเลา,20200619,17811,17826,17811,17826,5,000,1000000
293,A147970,TIGER ธ๐ธเลา,20200618,17821,17885,17821,17850,306,000,1040000
294,A147970,TIGER ธ๐ธเลา,20200617,17736,17895,17672,17885,26,000,1040000
295,A147970,TIGER ธ๐ธเลา,20200616,17365,17608,17365,17608,55,000,1040000
296,A147970,TIGER ธ๐ธเลา,20200615,17524,17563,16875,16875,650,000,1040000
297,A147970,TIGER ธ๐ธเลา,20200612,17261,17736,17157,17717,66,000,1040000
298,A147970,TIGER ธ๐ธเลา,20200611,17801,18014,17786,17850,198,000,1040000
299,A147970,TIGER ธ๐ธเลา,20200610,17786,17915,17786,17910,16,000,1040000
300,A147970,TIGER ธ๐ธเลา,20200609,17727,17727,17435,17692,710,000,1040000
301,A147970,TIGER ธ๐ธเลา,20200608,17509,17598,17509,17598,239,000,1040000
302,A147970,TIGER ธ๐ธเลา,20200605,17618,17642,17484,17642,18406,000,1040000
303,A147970,TIGER ธ๐ธเลา,20200604,17553,17588,17370,17504,1116,000,1060000
304,A147970,TIGER ธ๐ธเลา,20200603,17499,17529,17375,17459,8282,000,1100000
305,A147970,TIGER ธ๐ธเลา,20200602,17350,17548,17350,17548,1806,000,1100000
306,A147970,TIGER ธ๐ธเลา,20200601,17138,17350,17138,17350,32167,000,1100000
307,A147970,TIGER ธ๐ธเลา,20200529,17009,17088,16925,17044,18,000,1100000
308,A147970,TIGER ธ๐ธเลา,20200528,17088,17133,16747,17024,13128,000,1100000
