,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A178920,PI√∑¥‹º“¿Á,20210823,57000,57900,56400,57400,117441,008,29366000
1,A178920,PI√∑¥‹º“¿Á,20210820,59000,59100,55600,56400,409966,008,29366000
2,A178920,PI√∑¥‹º“¿Á,20210819,60100,60600,58300,58300,345709,008,29366000
3,A178920,PI√∑¥‹º“¿Á,20210818,60300,62100,58900,60900,401509,008,29366000
4,A178920,PI√∑¥‹º“¿Á,20210817,64600,65500,60900,61200,545026,008,29366000
5,A178920,PI√∑¥‹º“¿Á,20210813,63700,67800,62900,63700,759321,008,29366000
6,A178920,PI√∑¥‹º“¿Á,20210812,64100,65200,62300,64100,731689,008,29366000
7,A178920,PI√∑¥‹º“¿Á,20210811,58600,67500,58100,63900,3041004,008,29366000
8,A178920,PI√∑¥‹º“¿Á,20210810,59300,60200,56600,57800,722705,008,29366000
9,A178920,PI√∑¥‹º“¿Á,20210809,53800,57900,53000,57200,618785,008,29366000
10,A178920,PI√∑¥‹º“¿Á,20210806,53100,53400,52200,53400,450701,008,29366000
11,A178920,PI√∑¥‹º“¿Á,20210805,53500,53500,52300,53000,262564,008,29366000
12,A178920,PI√∑¥‹º“¿Á,20210804,53300,53700,52200,52900,249118,008,29366000
13,A178920,PI√∑¥‹º“¿Á,20210803,54200,54300,53100,53200,98636,008,29366000
14,A178920,PI√∑¥‹º“¿Á,20210802,53800,54400,53100,54100,107144,008,29366000
15,A178920,PI√∑¥‹º“¿Á,20210730,53500,55200,53200,53500,219627,008,29366000
16,A178920,PI√∑¥‹º“¿Á,20210729,53400,53800,53000,53000,75101,008,29366000
17,A178920,PI√∑¥‹º“¿Á,20210728,53000,53700,52100,53000,155956,008,29366000
18,A178920,PI√∑¥‹º“¿Á,20210727,54300,54400,53500,53600,97462,008,29366000
19,A178920,PI√∑¥‹º“¿Á,20210726,54000,54900,53100,54300,166511,008,29366000
20,A178920,PI√∑¥‹º“¿Á,20210723,56300,56300,53600,54000,365596,008,29366000
21,A178920,PI√∑¥‹º“¿Á,20210722,55800,56300,54800,56100,183029,008,29366000
22,A178920,PI√∑¥‹º“¿Á,20210721,58100,58600,55500,55700,263911,008,29366000
23,A178920,PI√∑¥‹º“¿Á,20210720,57600,59400,56900,57700,478246,008,29366000
24,A178920,PI√∑¥‹º“¿Á,20210719,55200,58000,54700,58000,422001,008,29366000
25,A178920,PI√∑¥‹º“¿Á,20210716,55300,56300,54500,55200,202294,008,29366000
26,A178920,PI√∑¥‹º“¿Á,20210715,55300,56400,54600,55400,196496,008,29366000
27,A178920,PI√∑¥‹º“¿Á,20210714,55600,56200,54500,55100,225270,008,29366000
28,A178920,PI√∑¥‹º“¿Á,20210713,54300,56400,53300,55600,324376,008,29366000
29,A178920,PI√∑¥‹º“¿Á,20210712,55000,57100,54400,54400,395998,008,29366000
30,A178920,PI√∑¥‹º“¿Á,20210709,53000,55700,52700,54100,289256,008,29366000
31,A178920,PI√∑¥‹º“¿Á,20210708,54500,55200,52800,53700,254103,008,29366000
32,A178920,PI√∑¥‹º“¿Á,20210707,53700,55000,53500,54500,149953,008,29366000
33,A178920,PI√∑¥‹º“¿Á,20210706,54500,55000,53800,54100,108463,008,29366000
34,A178920,PI√∑¥‹º“¿Á,20210705,54500,55500,53600,54500,120519,008,29366000
35,A178920,PI√∑¥‹º“¿Á,20210702,55600,55800,54300,54500,147161,008,29366000
36,A178920,PI√∑¥‹º“¿Á,20210701,55300,55700,54000,55300,189958,008,29366000
37,A178920,PI√∑¥‹º“¿Á,20210630,55700,56400,54100,55000,257808,008,29366000
38,A178920,PI√∑¥‹º“¿Á,20210629,55700,56200,54600,55700,216771,008,29366000
39,A178920,PI√∑¥‹º“¿Á,20210628,54400,55700,54200,55000,205154,008,29366000
40,A178920,PI√∑¥‹º“¿Á,20210625,54400,54800,53700,53800,234760,008,29366000
41,A178920,PI√∑¥‹º“¿Á,20210624,54400,55200,53400,54900,336404,008,29366000
42,A178920,PI√∑¥‹º“¿Á,20210623,53200,55000,53100,54300,485896,008,29366000
43,A178920,PI√∑¥‹º“¿Á,20210622,52400,53000,52200,52900,255692,008,29366000
44,A178920,PI√∑¥‹º“¿Á,20210621,50100,53500,49900,52100,563618,008,29366000
45,A178920,PI√∑¥‹º“¿Á,20210618,50200,51800,49850,51000,271974,008,29366000
46,A178920,PI√∑¥‹º“¿Á,20210617,48100,50600,47800,50000,406919,008,29366000
47,A178920,PI√∑¥‹º“¿Á,20210616,49400,49400,48400,48500,131072,008,29366000
48,A178920,PI√∑¥‹º“¿Á,20210615,48900,49450,48500,49150,125958,008,29366000
49,A178920,PI√∑¥‹º“¿Á,20210614,48550,49000,48350,48800,141750,008,29366000
50,A178920,PI√∑¥‹º“¿Á,20210611,48250,48700,47900,48500,185224,008,29366000
51,A178920,PI√∑¥‹º“¿Á,20210610,46850,48600,46800,48300,316669,008,29366000
52,A178920,PI√∑¥‹º“¿Á,20210609,47300,47800,46500,47000,141330,008,29366000
53,A178920,PI√∑¥‹º“¿Á,20210608,48050,48150,46950,47300,162238,008,29366000
54,A178920,PI√∑¥‹º“¿Á,20210607,46600,48200,46600,48050,339898,008,29366000
55,A178920,PI√∑¥‹º“¿Á,20210604,46300,46450,45900,46350,122508,008,29366000
56,A178920,PI√∑¥‹º“¿Á,20210603,46050,46350,45800,46200,119837,008,29366000
57,A178920,PI√∑¥‹º“¿Á,20210602,45900,46800,45500,46000,159181,008,29366000
58,A178920,PI√∑¥‹º“¿Á,20210601,45150,45900,45000,45900,89007,008,29366000
59,A178920,PI√∑¥‹º“¿Á,20210531,45550,45950,45000,45050,99195,008,29366000
60,A178920,PI√∑¥‹º“¿Á,20210528,45550,45700,45100,45450,97647,008,29366000
61,A178920,PI√∑¥‹º“¿Á,20210527,45250,45600,44600,45550,109796,008,29366000
62,A178920,PI√∑¥‹º“¿Á,20210526,44950,45800,44800,45150,131182,008,29366000
63,A178920,PI√∑¥‹º“¿Á,20210525,44900,45100,44500,44700,70768,008,29366000
