,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A261720,ø¢Ω…∫£¿Ã,20210823,3995,3995,3995,3995,0,699,4867000
1,A261720,ø¢Ω…∫£¿Ã,20210820,3995,4010,3990,4010,60,699,4867000
2,A261720,ø¢Ω…∫£¿Ã,20210819,4285,4285,4285,4285,0,699,4867000
3,A261720,ø¢Ω…∫£¿Ã,20210818,4295,4295,4295,4295,1,699,4867000
4,A261720,ø¢Ω…∫£¿Ã,20210817,3415,4480,3415,4315,119,699,4867000
5,A261720,ø¢Ω…∫£¿Ã,20210813,4505,4505,4020,4140,450,699,4867000
6,A261720,ø¢Ω…∫£¿Ã,20210812,4700,4700,4600,4600,68,699,4867000
7,A261720,ø¢Ω…∫£¿Ã,20210811,5670,5670,4700,4700,13,699,4867000
8,A261720,ø¢Ω…∫£¿Ã,20210810,4365,4365,4365,4365,10,699,4867000
9,A261720,ø¢Ω…∫£¿Ã,20210809,4395,4395,4395,4395,121,699,4867000
10,A261720,ø¢Ω…∫£¿Ã,20210806,4485,4485,4485,4485,0,699,4867000
11,A261720,ø¢Ω…∫£¿Ã,20210805,4695,4695,4670,4670,6,699,4867000
12,A261720,ø¢Ω…∫£¿Ã,20210804,4595,4595,4290,4290,10,699,4867000
13,A261720,ø¢Ω…∫£¿Ã,20210803,4985,4985,4695,4695,7,699,4867000
14,A261720,ø¢Ω…∫£¿Ã,20210802,3920,3920,3920,3920,0,699,4867000
15,A261720,ø¢Ω…∫£¿Ã,20210730,3920,3920,3920,3920,0,699,4867000
16,A261720,ø¢Ω…∫£¿Ã,20210729,3920,3920,3920,3920,0,699,4867000
17,A261720,ø¢Ω…∫£¿Ã,20210728,3920,3920,3920,3920,200,699,4867000
18,A261720,ø¢Ω…∫£¿Ã,20210727,4300,4300,3915,3915,201,699,4867000
19,A261720,ø¢Ω…∫£¿Ã,20210726,3985,3985,3985,3985,0,699,4867000
20,A261720,ø¢Ω…∫£¿Ã,20210723,3985,3985,3985,3985,521,699,4867000
21,A261720,ø¢Ω…∫£¿Ã,20210722,3980,4295,3980,4295,101,699,4867000
22,A261720,ø¢Ω…∫£¿Ã,20210721,3995,4400,3805,4400,1148,699,4867000
23,A261720,ø¢Ω…∫£¿Ã,20210720,4000,4000,4000,4000,300,699,4867000
24,A261720,ø¢Ω…∫£¿Ã,20210719,4000,4000,4000,4000,0,699,4867000
25,A261720,ø¢Ω…∫£¿Ã,20210716,3995,4000,3995,4000,1320,699,4867000
26,A261720,ø¢Ω…∫£¿Ã,20210715,3995,4000,3995,4000,433,699,4867000
27,A261720,ø¢Ω…∫£¿Ã,20210714,3920,4075,3760,4000,801,699,4867000
28,A261720,ø¢Ω…∫£¿Ã,20210713,4090,4100,4050,4050,455,699,4867000
