,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A013090,юндл,20210823,1110,1150,1110,1150,62,699,9304000
1,A013090,юндл,20210820,1000,1475,1000,1475,224,699,9304000
2,A013090,юндл,20210819,1200,1365,1200,1365,6,699,9304000
3,A013090,юндл,20210818,1010,1505,1010,1505,12,699,9304000
4,A013090,юндл,20210817,1000,1390,1000,1390,60,699,9304000
5,A013090,юндл,20210813,1055,1670,1055,1460,1410,699,9304000
6,A013090,юндл,20210812,1360,1510,1360,1385,110,699,9304000
7,A013090,юндл,20210811,1440,1440,1350,1350,500,699,9304000
8,A013090,юндл,20210810,1480,1480,1400,1480,2046,699,9304000
9,A013090,юндл,20210809,1500,1685,1455,1685,1327,699,9304000
10,A013090,юндл,20210806,1850,1850,1745,1745,46,699,9304000
11,A013090,юндл,20210805,1475,1505,1475,1500,64,699,9304000
12,A013090,юндл,20210804,1475,1475,1475,1475,278,699,9304000
13,A013090,юндл,20210803,1120,1685,1120,1405,122,699,9304000
14,A013090,юндл,20210802,1505,1710,1280,1710,7,699,9304000
15,A013090,юндл,20210730,1500,1505,1500,1505,7,699,9304000
16,A013090,юндл,20210729,1600,1600,1595,1600,147,699,9304000
17,A013090,юндл,20210728,1900,1900,1400,1700,65,699,9304000
18,A013090,юндл,20210727,1335,1675,1335,1675,47,699,9304000
19,A013090,юндл,20210726,1365,1690,1365,1690,33,699,9304000
20,A013090,юндл,20210723,1265,1690,1265,1690,1451,699,9304000
21,A013090,юндл,20210722,1305,1305,1305,1305,113,699,9304000
22,A013090,юндл,20210721,886,1500,886,1500,126,699,9304000
23,A013090,юндл,20210720,993,1265,993,1265,5,699,9304000
24,A013090,юндл,20210719,885,1415,885,1415,79,699,9304000
25,A013090,юндл,20210716,1050,1500,1050,1500,12,699,9304000
26,A013090,юндл,20210715,1300,1500,1300,1500,502,699,9304000
27,A013090,юндл,20210714,1495,1495,1315,1495,609,699,9304000
28,A013090,юндл,20210713,1630,1635,1240,1270,439,699,9304000
29,A013090,юндл,20210712,1000,1680,1000,1640,206,699,9304000
30,A013090,юндл,20210709,1600,1600,1145,1310,1584,699,9304000
31,A013090,юндл,20210708,1210,1575,1210,1355,1541,699,9304000
32,A013090,юндл,20210707,1135,1720,1135,1305,12772,699,9304000
33,A013090,юндл,20210706,885,1615,885,1615,5,699,9304000
34,A013090,юндл,20210705,850,1260,850,1260,23,699,9304000
35,A013090,юндл,20210702,970,1280,970,1280,79,699,9304000
