,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A263690,╣П╬ка╙,20210823,11050,11400,11050,11300,21070,274,11325000
1,A263690,╣П╬ка╙,20210820,11500,11600,10550,10950,113467,274,11325000
2,A263690,╣П╬ка╙,20210819,12050,12300,11400,11500,62513,274,11325000
3,A263690,╣П╬ка╙,20210818,12000,12250,11950,12050,43381,274,11325000
4,A263690,╣П╬ка╙,20210817,12800,12900,12200,12250,58552,274,11325000
5,A263690,╣П╬ка╙,20210813,13050,13150,12850,12850,36431,274,11325000
6,A263690,╣П╬ка╙,20210812,13300,13350,13050,13050,24472,274,11325000
7,A263690,╣П╬ка╙,20210811,13500,13550,13200,13250,41298,274,11325000
8,A263690,╣П╬ка╙,20210810,13050,13900,12950,13400,200700,274,11325000
9,A263690,╣П╬ка╙,20210809,13150,13250,12950,13050,34100,274,11325000
10,A263690,╣П╬ка╙,20210806,13400,13450,13150,13250,29810,274,11325000
11,A263690,╣П╬ка╙,20210805,13600,13600,13200,13300,65107,274,11325000
12,A263690,╣П╬ка╙,20210804,13150,13200,12950,13100,20501,274,11325000
13,A263690,╣П╬ка╙,20210803,13100,13250,13050,13100,19900,274,11325000
14,A263690,╣П╬ка╙,20210802,13000,13200,12900,13200,21678,274,11325000
15,A263690,╣П╬ка╙,20210730,13050,13300,12850,13050,65978,274,11325000
16,A263690,╣П╬ка╙,20210729,13200,13350,13150,13150,30287,274,11325000
17,A263690,╣П╬ка╙,20210728,13150,13350,13150,13200,28025,274,11325000
18,A263690,╣П╬ка╙,20210727,13150,13400,13150,13250,16274,274,11325000
19,A263690,╣П╬ка╙,20210726,13300,13350,13150,13250,25200,274,11325000
20,A263690,╣П╬ка╙,20210723,13350,13500,13100,13250,33982,274,11325000
21,A263690,╣П╬ка╙,20210722,13500,13500,13200,13350,45422,274,11325000
22,A263690,╣П╬ка╙,20210721,13900,13900,13350,13400,64227,274,11325000
23,A263690,╣П╬ка╙,20210720,14000,14100,13700,13800,64647,274,11325000
24,A263690,╣П╬ка╙,20210719,13850,13900,13650,13750,24647,274,11325000
25,A263690,╣П╬ка╙,20210716,13750,13950,13600,13850,51433,274,11325000
26,A263690,╣П╬ка╙,20210715,13700,13850,13600,13750,32099,274,11325000
27,A263690,╣П╬ка╙,20210714,13600,13800,13600,13700,32552,274,11325000
28,A263690,╣П╬ка╙,20210713,13650,13850,13550,13600,48835,274,11325000
29,A263690,╣П╬ка╙,20210712,13700,14050,13650,13650,44443,274,11325000
30,A263690,╣П╬ка╙,20210709,13950,14050,13600,13700,71927,274,11325000
31,A263690,╣П╬ка╙,20210708,14300,14350,13900,14050,61951,274,11325000
32,A263690,╣П╬ка╙,20210707,14100,14350,14000,14250,100720,274,11325000
33,A263690,╣П╬ка╙,20210706,14250,14250,14000,14050,54732,274,11325000
34,A263690,╣П╬ка╙,20210705,14050,14350,13950,14300,118536,274,11325000
35,A263690,╣П╬ка╙,20210702,14100,14150,13850,14150,61583,274,11325000
36,A263690,╣П╬ка╙,20210701,14200,14200,13950,14000,44304,274,11325000
37,A263690,╣П╬ка╙,20210630,14100,14350,13850,14200,134786,274,11325000
38,A263690,╣П╬ка╙,20210629,14550,14550,13950,13950,214868,274,11325000
39,A263690,╣П╬ка╙,20210628,13900,14000,13750,13900,85224,274,11325000
40,A263690,╣П╬ка╙,20210625,13900,14250,13700,13900,146798,274,11325000
41,A263690,╣П╬ка╙,20210624,14100,14150,13800,13900,88607,274,11325000
42,A263690,╣П╬ка╙,20210623,13800,13950,13750,13800,54221,274,11325000
43,A263690,╣П╬ка╙,20210622,14150,14200,13750,13800,77515,274,11325000
44,A263690,╣П╬ка╙,20210621,13600,14100,13500,14100,144029,274,11325000
45,A263690,╣П╬ка╙,20210618,13800,13850,13600,13650,62734,274,11325000
46,A263690,╣П╬ка╙,20210617,13700,13850,13450,13750,57600,274,11325000
47,A263690,╣П╬ка╙,20210616,13850,14050,13600,13600,121657,274,11325000
48,A263690,╣П╬ка╙,20210615,14250,14500,13550,13550,431075,274,11325000
49,A263690,╣П╬ка╙,20210614,13400,13500,13350,13500,46892,274,11325000
50,A263690,╣П╬ка╙,20210611,13350,13450,13250,13400,28930,274,11325000
51,A263690,╣П╬ка╙,20210610,13300,13400,13150,13350,25840,274,11325000
52,A263690,╣П╬ка╙,20210609,13400,13400,13150,13200,47953,274,11325000
53,A263690,╣П╬ка╙,20210608,13400,13450,13200,13400,34508,274,11325000
54,A263690,╣П╬ка╙,20210607,13500,13500,13250,13400,45688,274,11325000
55,A263690,╣П╬ка╙,20210604,13500,13550,13350,13500,26693,274,11325000
56,A263690,╣П╬ка╙,20210603,13550,13550,13350,13500,40730,274,11325000
57,A263690,╣П╬ка╙,20210602,13450,13600,13400,13400,40141,274,11325000
58,A263690,╣П╬ка╙,20210601,13500,13550,13300,13450,34685,274,11325000
59,A263690,╣П╬ка╙,20210531,13350,13550,13200,13500,45122,274,11325000
60,A263690,╣П╬ка╙,20210528,13200,13400,13150,13350,39218,274,11325000
61,A263690,╣П╬ка╙,20210527,13250,13300,13050,13200,31893,274,11325000
62,A263690,╣П╬ка╙,20210526,13500,13500,13100,13250,54681,274,11325000
63,A263690,╣П╬ка╙,20210525,13000,13150,12850,13050,53348,274,11325000
64,A263690,╣П╬ка╙,20210524,13700,13700,12850,12950,129736,274,11325000
65,A263690,╣П╬ка╙,20210521,13800,13800,13350,13400,62576,274,11325000
66,A263690,╣П╬ка╙,20210520,13700,13900,13600,13650,47385,274,11325000
67,A263690,╣П╬ка╙,20210518,14150,14150,13600,13800,87568,274,11325000
68,A263690,╣П╬ка╙,20210517,13600,14150,13600,13800,107588,274,11325000
69,A263690,╣П╬ка╙,20210514,14350,14600,13600,13600,173011,274,11325000
70,A263690,╣П╬ка╙,20210513,14300,14700,14100,14300,119175,274,11325000
71,A263690,╣П╬ка╙,20210512,15000,15150,14300,14750,157355,274,11325000
72,A263690,╣П╬ка╙,20210511,15250,15500,15000,15150,190143,274,11325000
73,A263690,╣П╬ка╙,20210510,15250,15700,15150,15550,272857,274,11325000
74,A263690,╣П╬ка╙,20210507,14800,15200,14750,15150,133499,274,11325000
75,A263690,╣П╬ка╙,20210506,14750,15150,14500,14950,233743,274,11325000
76,A263690,╣П╬ка╙,20210504,14250,15850,14000,15200,1196187,274,11325000
77,A263690,╣П╬ка╙,20210503,14500,14700,14150,14300,153642,274,11325000
78,A263690,╣П╬ка╙,20210430,15350,15450,14450,14500,301059,274,11325000
79,A263690,╣П╬ка╙,20210429,15800,16100,15000,15350,619323,274,11325000
80,A263690,╣П╬ка╙,20210428,17250,17900,15100,15100,2086614,274,11325000
81,A263690,╣П╬ка╙,20210427,17300,18500,16050,16050,5257460,274,11325000
82,A263690,╣П╬ка╙,20210426,15250,15850,14850,15700,725555,274,11325000
83,A263690,╣П╬ка╙,20210423,14500,15050,14250,14750,197691,274,11325000
84,A263690,╣П╬ка╙,20210422,14250,14700,14200,14450,76095,274,11325000
85,A263690,╣П╬ка╙,20210421,14250,14350,14100,14200,56956,274,11325000
86,A263690,╣П╬ка╙,20210420,14350,14600,14200,14350,57517,274,11325000
87,A263690,╣П╬ка╙,20210419,14650,14900,14250,14450,127385,274,11325000
88,A263690,╣П╬ка╙,20210416,14500,14500,14100,14450,82302,274,11325000
89,A263690,╣П╬ка╙,20210415,14550,15000,14400,14700,230696,274,11325000
90,A263690,╣П╬ка╙,20210414,14300,14600,13950,14500,135054,274,11325000
91,A263690,╣П╬ка╙,20210413,15450,15500,14100,14150,633414,274,11325000
92,A263690,╣П╬ка╙,20210412,13600,14800,13450,14650,327721,274,11325000
93,A263690,╣П╬ка╙,20210409,13400,13650,13300,13450,55773,274,11325000
94,A263690,╣П╬ка╙,20210408,12900,13400,12900,13400,53016,274,11325000
95,A263690,╣П╬ка╙,20210407,13050,13200,12800,12900,42732,274,11325000
96,A263690,╣П╬ка╙,20210406,13150,13300,13000,13100,36601,274,11325000
97,A263690,╣П╬ка╙,20210405,13550,13600,13100,13100,55770,274,11325000
98,A263690,╣П╬ка╙,20210402,13650,13650,13300,13500,64619,274,11325000
99,A263690,╣П╬ка╙,20210401,12950,13500,12950,13450,75459,274,11325000
100,A263690,╣П╬ка╙,20210331,12900,13150,12900,12950,36647,274,11325000
101,A263690,╣П╬ка╙,20210330,13100,13200,12900,13000,49136,274,11325000
102,A263690,╣П╬ка╙,20210329,13250,13300,13000,13050,41555,274,11325000
103,A263690,╣П╬ка╙,20210326,12950,13300,12900,13100,52957,274,11325000
104,A263690,╣П╬ка╙,20210325,12850,13150,12850,12900,35875,274,11325000
105,A263690,╣П╬ка╙,20210324,13000,13200,12850,13050,34142,274,11325000
106,A263690,╣П╬ка╙,20210323,13100,13450,13000,13200,70795,274,11325000
107,A263690,╣П╬ка╙,20210322,13550,13850,13150,13200,76172,274,11325000
108,A263690,╣П╬ка╙,20210319,13600,13800,13400,13600,110557,274,11325000
109,A263690,╣П╬ка╙,20210318,15750,15800,13750,13900,812161,274,11325000
110,A263690,╣П╬ка╙,20210317,12950,13850,12950,13650,168797,274,11325000
111,A263690,╣П╬ка╙,20210316,13100,13200,12950,13050,56144,274,11325000
112,A263690,╣П╬ка╙,20210315,13050,13350,12900,12900,151354,274,11325000
113,A263690,╣П╬ка╙,20210312,12950,13300,12600,12650,219682,274,11325000
114,A263690,╣П╬ка╙,20210311,11600,14700,11600,12500,693520,274,11325000
115,A263690,╣П╬ка╙,20210310,11800,12050,11600,11700,67552,274,11325000
116,A263690,╣П╬ка╙,20210309,12150,12250,11600,11800,64189,274,11325000
117,A263690,╣П╬ка╙,20210308,12550,12650,12150,12250,37039,274,11325000
118,A263690,╣П╬ка╙,20210305,12200,12650,11900,12450,103589,274,11325000
119,A263690,╣П╬ка╙,20210304,12550,12650,12150,12200,80218,274,11325000
120,A263690,╣П╬ка╙,20210303,12500,12850,12450,12700,82383,274,11325000
121,A263690,╣П╬ка╙,20210302,13200,13300,12800,12800,76764,274,11325000
122,A263690,╣П╬ка╙,20210226,13650,13700,12950,13150,96482,274,11325000
123,A263690,╣П╬ка╙,20210225,13800,13950,13700,13900,32926,274,11325000
124,A263690,╣П╬ка╙,20210224,14250,14400,13650,13650,67624,274,11325000
125,A263690,╣П╬ка╙,20210223,14600,14650,14200,14350,57136,274,11325000
126,A263690,╣П╬ка╙,20210222,14050,14700,14050,14700,147832,274,11325000
127,A263690,╣П╬ка╙,20210219,14500,14500,13850,14000,76350,274,11325000
128,A263690,╣П╬ка╙,20210218,14650,14700,14050,14500,62180,274,11325000
129,A263690,╣П╬ка╙,20210217,14850,14900,14500,14650,79157,274,11325000
130,A263690,╣П╬ка╙,20210216,14400,14900,14350,14650,170494,274,11325000
131,A263690,╣П╬ка╙,20210215,14100,14450,13700,14200,96822,274,11325000
132,A263690,╣П╬ка╙,20210210,13700,14100,13700,14000,56607,274,11325000
133,A263690,╣П╬ка╙,20210209,14000,14200,13950,14050,51636,274,11325000
134,A263690,╣П╬ка╙,20210208,14050,14250,13850,13950,97384,274,11325000
135,A263690,╣П╬ка╙,20210205,14600,14800,14150,14250,98399,274,11325000
136,A263690,╣П╬ка╙,20210204,15000,15000,14550,14550,77118,274,11325000
137,A263690,╣П╬ка╙,20210203,15200,15350,14900,15000,75619,274,11325000
138,A263690,╣П╬ка╙,20210202,15300,15500,15050,15100,93041,274,11325000
139,A263690,╣П╬ка╙,20210201,14650,16100,14650,15100,283720,274,11325000
140,A263690,╣П╬ка╙,20210129,16300,16350,14700,14900,272625,274,11325000
141,A263690,╣П╬ка╙,20210128,15300,15400,14950,15050,80820,274,11325000
142,A263690,╣П╬ка╙,20210127,15850,15850,15450,15450,77761,274,11325000
143,A263690,╣П╬ка╙,20210126,15850,15850,15600,15750,100625,274,11325000
144,A263690,╣П╬ка╙,20210125,15900,16050,15800,15850,68383,274,11325000
145,A263690,╣П╬ка╙,20210122,16000,16150,15800,15850,89097,274,11325000
146,A263690,╣П╬ка╙,20210121,16800,16800,16050,16150,251470,274,11325000
147,A263690,╣П╬ка╙,20210120,16300,16800,15800,16200,325452,274,11325000
148,A263690,╣П╬ка╙,20210119,15650,16300,15550,16200,109744,274,11325000
149,A263690,╣П╬ка╙,20210118,16150,16250,15700,15700,72945,274,11325000
150,A263690,╣П╬ка╙,20210115,16000,16250,15850,16200,87440,274,11325000
151,A263690,╣П╬ка╙,20210114,16850,16850,15950,16000,117902,274,11325000
152,A263690,╣П╬ка╙,20210113,16750,16900,16200,16400,273148,274,11325000
153,A263690,╣П╬ка╙,20210112,15550,17000,15550,16000,236943,274,11325000
154,A263690,╣П╬ка╙,20210111,16350,16400,15500,15750,212558,274,11325000
155,A263690,╣П╬ка╙,20210108,16700,16750,16100,16350,181502,274,11325000
156,A263690,╣П╬ка╙,20210107,16650,17050,16500,16750,164200,274,11325000
157,A263690,╣П╬ка╙,20210106,17050,17100,16600,16650,165223,274,11325000
158,A263690,╣П╬ка╙,20210105,16850,17250,16600,17100,200805,274,11325000
159,A263690,╣П╬ка╙,20210104,17200,17300,16750,17100,168158,274,11325000
160,A263690,╣П╬ка╙,20201230,16800,17300,16600,17000,241295,274,11325000
161,A263690,╣П╬ка╙,20201229,16650,16900,16100,16400,149034,274,11325000
162,A263690,╣П╬ка╙,20201228,16550,16550,15950,16000,141368,274,11325000
163,A263690,╣П╬ка╙,20201224,16800,16950,16350,16550,123190,274,11325000
164,A263690,╣П╬ка╙,20201223,16500,18100,16500,16800,399605,274,11325000
165,A263690,╣П╬ка╙,20201222,17000,17150,16500,16500,133075,274,11325000
166,A263690,╣П╬ка╙,20201221,17100,17300,16950,16950,244318,274,11325000
167,A263690,╣П╬ка╙,20201218,16450,17500,16150,17400,1035119,274,11325000
168,A263690,╣П╬ка╙,20201217,16350,17000,16050,16150,217546,274,11325000
169,A263690,╣П╬ка╙,20201216,16000,16100,15850,16000,75280,274,11325000
170,A263690,╣П╬ка╙,20201215,15900,16250,15800,16100,87362,274,11325000
171,A263690,╣П╬ка╙,20201214,16100,16150,15700,15900,100095,274,11325000
172,A263690,╣П╬ка╙,20201211,16050,16250,15950,16050,86413,274,11325000
173,A263690,╣П╬ка╙,20201210,15800,16150,15700,16150,76976,274,11325000
174,A263690,╣П╬ка╙,20201209,16450,16450,15850,16000,198213,274,11325000
175,A263690,╣П╬ка╙,20201208,17950,18400,16200,16250,871141,274,11325000
176,A263690,╣П╬ка╙,20201207,17100,17900,17100,17800,442418,274,11325000
177,A263690,╣П╬ка╙,20201204,17500,17600,16950,17100,220372,274,11325000
178,A263690,╣П╬ка╙,20201203,16700,18000,16650,17450,1075710,274,11325000
179,A263690,╣П╬ка╙,20201202,17050,17100,16500,16600,292913,274,11325000
180,A263690,╣П╬ка╙,20201201,17550,17750,17000,17150,345981,274,11325000
181,A263690,╣П╬ка╙,20201130,18700,18850,17050,17600,905247,274,11325000
182,A263690,╣П╬ка╙,20201127,15750,19050,15450,17650,2923990,274,11325000
183,A263690,╣П╬ка╙,20201126,15850,16600,15500,15600,591383,274,11325000
184,A263690,╣П╬ка╙,20201125,15650,15750,15200,15400,111754,274,11325000
185,A263690,╣П╬ка╙,20201124,16200,16200,15200,15650,152919,274,11325000
186,A263690,╣П╬ка╙,20201123,16250,16400,15900,16100,97169,274,11325000
187,A263690,╣П╬ка╙,20201120,16400,16700,16200,16400,131050,274,11325000
188,A263690,╣П╬ка╙,20201119,15950,16400,15650,16200,112612,274,11325000
189,A263690,╣П╬ка╙,20201118,15300,16800,15250,15950,339446,274,11325000
190,A263690,╣П╬ка╙,20201117,15800,16100,15250,15300,160516,274,11325000
191,A263690,╣П╬ка╙,20201116,15800,16050,15700,16050,58652,274,11325000
192,A263690,╣П╬ка╙,20201113,15800,16400,15550,15650,134044,274,11325000
193,A263690,╣П╬ка╙,20201112,16200,16350,15900,15950,44881,274,11325000
194,A263690,╣П╬ка╙,20201111,16950,16950,15950,15950,103073,274,11325000
195,A263690,╣П╬ка╙,20201110,17000,17050,16650,16750,71996,274,11325000
196,A263690,╣П╬ка╙,20201109,16800,17400,16650,17150,135785,274,11325000
197,A263690,╣П╬ка╙,20201106,16250,16650,16200,16450,89944,274,11325000
198,A263690,╣П╬ка╙,20201105,15900,16350,15850,16200,79509,274,11325000
199,A263690,╣П╬ка╙,20201104,16000,16200,15400,15750,90178,274,11325000
200,A263690,╣П╬ка╙,20201103,15800,16100,15800,16000,45856,274,11325000
201,A263690,╣П╬ка╙,20201102,15700,15950,15500,15700,53277,274,11325000
202,A263690,╣П╬ка╙,20201030,16350,16350,15800,15800,49487,274,11325000
203,A263690,╣П╬ка╙,20201029,15800,16350,15750,16350,53568,274,11325000
204,A263690,╣П╬ка╙,20201028,15900,16250,15600,16250,53212,274,11325000
205,A263690,╣П╬ка╙,20201027,16200,16400,15800,15950,88368,274,11325000
206,A263690,╣П╬ка╙,20201026,16650,16850,16300,16300,91097,274,11325000
207,A263690,╣П╬ка╙,20201023,16800,16950,16650,16900,44307,274,11325000
208,A263690,╣П╬ка╙,20201022,16800,17200,16750,16750,54921,274,11325000
209,A263690,╣П╬ка╙,20201021,17000,17250,16800,17000,56481,274,11325000
210,A263690,╣П╬ка╙,20201020,16850,17300,16700,17000,70418,274,11325000
211,A263690,╣П╬ка╙,20201019,17500,17800,17050,17100,75593,274,11325000
212,A263690,╣П╬ка╙,20201016,17500,18200,17150,17650,157206,274,11325000
213,A263690,╣П╬ка╙,20201015,17850,18450,17100,17550,187068,274,11325000
214,A263690,╣П╬ка╙,20201014,18150,18200,17850,18000,62734,274,11325000
215,A263690,╣П╬ка╙,20201013,18000,18400,18000,18200,90451,274,11325000
216,A263690,╣П╬ка╙,20201012,18500,18600,17900,18000,113010,274,11325000
217,A263690,╣П╬ка╙,20201008,18750,18900,18450,18500,118276,274,11325000
218,A263690,╣П╬ка╙,20201007,19150,19250,18650,18650,172770,274,11325000
219,A263690,╣П╬ка╙,20201006,18150,21200,18150,19150,1708642,274,11325000
220,A263690,╣П╬ка╙,20201005,16700,18250,16600,18050,251336,274,11325000
221,A263690,╣П╬ка╙,20200929,16450,16950,16450,16550,61160,274,11325000
222,A263690,╣П╬ка╙,20200928,16400,16750,16250,16400,79430,274,11325000
223,A263690,╣П╬ка╙,20200925,16850,17250,16300,16300,85869,274,11325000
224,A263690,╣П╬ка╙,20200924,17000,17800,16500,16550,212798,274,11325000
225,A263690,╣П╬ка╙,20200923,17000,17650,16450,17000,135024,274,11325000
226,A263690,╣П╬ка╙,20200922,17550,17600,16700,16950,166367,274,11325000
227,A263690,╣П╬ка╙,20200921,18600,18600,17450,17600,139517,274,11325000
228,A263690,╣П╬ка╙,20200918,18100,18450,17800,18400,71522,274,11325000
229,A263690,╣П╬ка╙,20200917,18700,18850,18050,18150,115210,274,11325000
230,A263690,╣П╬ка╙,20200916,19500,19700,18700,18700,150724,274,11325000
231,A263690,╣П╬ка╙,20200915,19300,20200,19200,19450,361960,274,11325000
232,A263690,╣П╬ка╙,20200914,18900,19250,18600,19050,231679,274,11325000
233,A263690,╣П╬ка╙,20200911,17900,19200,17900,18500,442956,274,11325000
234,A263690,╣П╬ка╙,20200910,17850,18050,17700,17850,90495,274,11325000
235,A263690,╣П╬ка╙,20200909,17900,18150,17600,17750,124721,274,11325000
236,A263690,╣П╬ка╙,20200908,18500,18750,18150,18300,107845,274,11325000
237,A263690,╣П╬ка╙,20200907,17850,18650,17750,18550,165145,274,11325000
238,A263690,╣П╬ка╙,20200904,17500,18100,17400,17900,145777,274,11325000
239,A263690,╣П╬ка╙,20200903,18100,19000,17950,18400,224727,274,11325000
240,A263690,╣П╬ка╙,20200902,18400,18500,17800,18100,152554,274,11325000
241,A263690,╣П╬ка╙,20200901,18300,18450,17750,18350,313664,274,11325000
242,A263690,╣П╬ка╙,20200831,19000,19150,18250,18300,234642,274,11325000
243,A263690,╣П╬ка╙,20200828,19350,19350,18050,18800,207746,274,11325000
244,A263690,╣П╬ка╙,20200827,19250,19600,19050,19200,175665,274,11325000
245,A263690,╣П╬ка╙,20200826,19600,19600,18950,19100,160144,274,11325000
