,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A234690,ณ์ฝสภฺภฃบ๙,20210823,9750,10000,9750,9990,29887,266,17752000
1,A234690,ณ์ฝสภฺภฃบ๙,20210820,10300,10350,9740,9770,167615,266,17752000
2,A234690,ณ์ฝสภฺภฃบ๙,20210819,10550,10750,10200,10200,101672,266,17752000
3,A234690,ณ์ฝสภฺภฃบ๙,20210818,10650,10900,10600,10800,40425,266,17752000
4,A234690,ณ์ฝสภฺภฃบ๙,20210817,11000,11000,10650,10800,68760,266,17752000
5,A234690,ณ์ฝสภฺภฃบ๙,20210813,11150,11250,10900,11000,47159,266,17752000
6,A234690,ณ์ฝสภฺภฃบ๙,20210812,11300,11350,11000,11050,130531,266,17752000
7,A234690,ณ์ฝสภฺภฃบ๙,20210811,11100,11100,10850,10950,49366,266,17752000
8,A234690,ณ์ฝสภฺภฃบ๙,20210810,11000,11150,10900,10950,33751,266,17752000
9,A234690,ณ์ฝสภฺภฃบ๙,20210809,11200,11200,11000,11100,28407,266,17752000
10,A234690,ณ์ฝสภฺภฃบ๙,20210806,11100,11250,11000,11200,46194,266,17752000
11,A234690,ณ์ฝสภฺภฃบ๙,20210805,11100,11200,11050,11150,44067,266,17752000
12,A234690,ณ์ฝสภฺภฃบ๙,20210804,10900,11250,10900,11100,62974,266,17752000
13,A234690,ณ์ฝสภฺภฃบ๙,20210803,10850,11100,10850,10950,41334,266,17752000
14,A234690,ณ์ฝสภฺภฃบ๙,20210802,11100,11200,10900,10900,46533,266,17752000
15,A234690,ณ์ฝสภฺภฃบ๙,20210730,11200,11400,10950,10950,137363,266,17752000
16,A234690,ณ์ฝสภฺภฃบ๙,20210729,10850,11200,10650,11050,118720,266,17752000
17,A234690,ณ์ฝสภฺภฃบ๙,20210728,11250,11250,10750,10850,169357,266,17752000
18,A234690,ณ์ฝสภฺภฃบ๙,20210727,11400,11950,11200,11250,191018,266,17752000
19,A234690,ณ์ฝสภฺภฃบ๙,20210726,11450,11550,11300,11400,40912,266,17752000
20,A234690,ณ์ฝสภฺภฃบ๙,20210723,11450,11700,11400,11450,62519,266,17752000
21,A234690,ณ์ฝสภฺภฃบ๙,20210722,11450,11550,11400,11400,19462,266,17752000
22,A234690,ณ์ฝสภฺภฃบ๙,20210721,11500,11550,11400,11450,30931,266,17752000
23,A234690,ณ์ฝสภฺภฃบ๙,20210720,11400,11600,11350,11450,43478,266,17752000
24,A234690,ณ์ฝสภฺภฃบ๙,20210719,11550,11700,11500,11600,53307,266,17752000
25,A234690,ณ์ฝสภฺภฃบ๙,20210716,11550,11650,11500,11650,45131,266,17752000
26,A234690,ณ์ฝสภฺภฃบ๙,20210715,11650,11700,11500,11600,56392,266,17752000
27,A234690,ณ์ฝสภฺภฃบ๙,20210714,11700,11700,11500,11600,79470,266,17752000
28,A234690,ณ์ฝสภฺภฃบ๙,20210713,11700,11800,11650,11700,37240,266,17752000
29,A234690,ณ์ฝสภฺภฃบ๙,20210712,11700,11850,11700,11700,44459,266,17752000
30,A234690,ณ์ฝสภฺภฃบ๙,20210709,11900,11950,11650,11700,57768,266,17752000
31,A234690,ณ์ฝสภฺภฃบ๙,20210708,12100,12150,11850,12000,45200,266,17752000
32,A234690,ณ์ฝสภฺภฃบ๙,20210707,12000,12200,11950,12150,106241,266,17752000
33,A234690,ณ์ฝสภฺภฃบ๙,20210706,11950,12050,11800,11950,44932,266,17752000
34,A234690,ณ์ฝสภฺภฃบ๙,20210705,11750,12000,11750,11950,78307,266,17752000
35,A234690,ณ์ฝสภฺภฃบ๙,20210702,11900,12000,11750,11750,42552,266,17752000
36,A234690,ณ์ฝสภฺภฃบ๙,20210701,11900,12000,11700,11950,57566,266,17752000
37,A234690,ณ์ฝสภฺภฃบ๙,20210630,11700,11900,11700,11800,42048,266,17752000
38,A234690,ณ์ฝสภฺภฃบ๙,20210629,11650,11750,11650,11700,23216,266,17752000
39,A234690,ณ์ฝสภฺภฃบ๙,20210628,11700,11800,11600,11650,28845,266,17752000
40,A234690,ณ์ฝสภฺภฃบ๙,20210625,11700,11800,11600,11650,31952,266,17752000
41,A234690,ณ์ฝสภฺภฃบ๙,20210624,11700,11800,11600,11650,44916,266,17752000
42,A234690,ณ์ฝสภฺภฃบ๙,20210623,11700,12050,11600,11650,84728,266,17752000
43,A234690,ณ์ฝสภฺภฃบ๙,20210622,11650,11750,11600,11650,23533,266,17752000
44,A234690,ณ์ฝสภฺภฃบ๙,20210621,11800,11800,11600,11650,32476,266,17752000
45,A234690,ณ์ฝสภฺภฃบ๙,20210618,11800,11850,11700,11800,27922,266,17752000
46,A234690,ณ์ฝสภฺภฃบ๙,20210617,11700,11850,11700,11750,26617,266,17752000
47,A234690,ณ์ฝสภฺภฃบ๙,20210616,11850,11900,11750,11800,32209,266,17752000
48,A234690,ณ์ฝสภฺภฃบ๙,20210615,11950,11950,11850,11900,20254,266,17752000
49,A234690,ณ์ฝสภฺภฃบ๙,20210614,11950,12000,11900,12000,23803,266,17752000
50,A234690,ณ์ฝสภฺภฃบ๙,20210611,11900,12050,11850,11900,47396,266,17752000
51,A234690,ณ์ฝสภฺภฃบ๙,20210610,11850,11950,11750,11900,37951,266,17752000
52,A234690,ณ์ฝสภฺภฃบ๙,20210609,11900,11900,11750,11800,21478,266,17752000
53,A234690,ณ์ฝสภฺภฃบ๙,20210608,11850,11950,11750,11800,31649,266,17752000
54,A234690,ณ์ฝสภฺภฃบ๙,20210607,11800,11950,11750,11950,36443,266,17752000
55,A234690,ณ์ฝสภฺภฃบ๙,20210604,11950,12000,11850,11850,25621,266,17752000
56,A234690,ณ์ฝสภฺภฃบ๙,20210603,11900,11950,11750,11950,39198,266,17752000
57,A234690,ณ์ฝสภฺภฃบ๙,20210602,12200,12200,11700,11750,99953,266,17752000
58,A234690,ณ์ฝสภฺภฃบ๙,20210601,11750,12250,11700,12250,86237,266,17752000
59,A234690,ณ์ฝสภฺภฃบ๙,20210531,11800,11800,11650,11750,45853,266,17752000
60,A234690,ณ์ฝสภฺภฃบ๙,20210528,11700,11800,11600,11800,35599,266,17752000
61,A234690,ณ์ฝสภฺภฃบ๙,20210527,11700,11700,11550,11600,35014,266,17752000
62,A234690,ณ์ฝสภฺภฃบ๙,20210526,11600,11700,11500,11650,33658,266,17752000
63,A234690,ณ์ฝสภฺภฃบ๙,20210525,11650,11800,11550,11600,40200,266,17752000
64,A234690,ณ์ฝสภฺภฃบ๙,20210524,12100,12100,11650,11650,75000,266,17752000
65,A234690,ณ์ฝสภฺภฃบ๙,20210521,12050,12250,11950,12100,44831,266,17752000
66,A234690,ณ์ฝสภฺภฃบ๙,20210520,11900,12200,11850,12000,49420,266,17752000
67,A234690,ณ์ฝสภฺภฃบ๙,20210518,12100,12300,11850,12200,88213,266,17752000
68,A234690,ณ์ฝสภฺภฃบ๙,20210517,12150,12350,12050,12250,55655,266,17752000
69,A234690,ณ์ฝสภฺภฃบ๙,20210514,12350,12350,12100,12150,35985,266,17752000
70,A234690,ณ์ฝสภฺภฃบ๙,20210513,12300,12500,12100,12100,69999,266,17752000
71,A234690,ณ์ฝสภฺภฃบ๙,20210512,12450,12500,12250,12350,62189,266,17752000
72,A234690,ณ์ฝสภฺภฃบ๙,20210511,12500,12600,12350,12500,64541,266,17752000
73,A234690,ณ์ฝสภฺภฃบ๙,20210510,12550,12700,12300,12500,63471,266,17752000
74,A234690,ณ์ฝสภฺภฃบ๙,20210507,12350,12650,12350,12500,32193,266,17752000
75,A234690,ณ์ฝสภฺภฃบ๙,20210506,12200,12500,12150,12400,35834,266,17752000
76,A234690,ณ์ฝสภฺภฃบ๙,20210504,12350,12450,12100,12200,47110,266,17752000
77,A234690,ณ์ฝสภฺภฃบ๙,20210503,12500,12600,12300,12400,63153,266,17752000
