번호,종목코드,종목명,fullcode,상업코드
640,A017800,현대엘리베이,KR7017800004,012
641,A017810,풀무원,KR7017810003,005
642,A017890,한국알콜,KR7017890005,265
643,A017900,광전자,KR7017900002,013
644,A017940,E1,KR7017940008,016
645,A017960,한국카본,KR7017960006,012
646,A018000,유니슨,KR7018000000,270
647,A018120,진로발효,KR7018120006,256
648,A018250,애경산업,KR7018250001,008
649,A018260,삼성에스디에스,KR7018260000,026
650,A018290,브이티지엠피,KR7018290007,272
651,A018310,삼목에스폼,KR7018310003,268
652,A018360,삼성메디슨,KR7018360008,699
653,A018470,조일알미늄,KR7018470005,011
654,A018500,동원금속,KR7018500009,015
655,A018620,우진비앤지,KR7018620005,266
656,A018670,SK가스,KR7018670000,016
657,A018680,서울제약,KR7018680009,266
658,A018700,바른손,KR7018700005,227
659,A018880,한온시스템,KR7018880005,012
660,A019010,베뉴지,KR7019010008,227
661,A019170,신풍제약,KR7019170000,009
662,A019175,신풍제약우,KR7019171008,009
663,A019180,티에이치엔,KR7019180009,013
664,A019210,와이지-원,KR7019210004,268
665,A019440,세아특수강,KR7019440007,011
666,A019490,하이트론,KR7019490002,013
667,A019540,일지테크,KR7019540004,275
668,A019550,SBI인베스트먼트,KR7019550003,231
669,A019570,리더스 기술투자,KR7019570001,231
670,A019590,엠벤처투자,KR7019590009,231
671,A019660,글로본,KR7019660000,227
672,A019680,대교,KR7019680008,026
673,A019685,대교우B,KR7019681006,026
674,A019770,서연탑메탈,KR7019770007,270
675,A019990,에너토크,KR7019990001,270
676,A020000,한섬,KR7020000006,006
677,A020120,키다리스튜디오,KR7020120002,026
678,A020150,일진머티리얼즈,KR7020150009,013
679,A020180,대신정보통신,KR7020180006,356
680,A020400,대동금속,KR7020400008,268
681,A020560,아시아나항공,KR7020560009,019
682,A020710,시공테크,KR7020710000,212
683,A020760,일진디스플,KR7020760005,013
684,A020920,코리아로터리,KR7020920005,699
685,A021040,대호특수강,KR7021040001,268
686,A021045,대호특수강우,KR7021041009,268
687,A021050,서원,KR7021050000,011
688,A021080,에이티넘인베스트,KR7021080007,231
689,A021240,코웨이,KR7021240007,026
690,A021320,KCC건설,KR7021320007,226
691,A021650,한국큐빅,KR7021650007,265
692,A021820,세원정공,KR7021820006,015
693,A021880,메이슨캐피탈,KR7021880000,231
694,A022100,포스코 ICT,KR7022100002,212
695,A022220,정산애강,KR7022220008,265
696,A023000,삼원강재,KR7023000003,015
697,A023150,MH에탄올,KR7023150006,005
698,A023160,태광,KR7023160005,268
699,A023350,한국종합기술,KR7023350002,026
700,A023410,유진기업,KR7023410004,267
701,A023440,제일제강,KR7023440001,268
702,A023450,동남합성,KR7023450000,008
703,A023460,CNH,KR7023460009,231
704,A023530,롯데쇼핑,KR7023530009,016
705,A023590,다우기술,KR7023590003,026
706,A023600,삼보판지,KR7023600000,262
707,A023760,한국캐피탈,KR7023760002,231
708,A023770,플레이위드,KR7023770001,354
709,A023790,동일철강,KR7023790009,268
710,A023800,인지컨트롤스,KR7023800006,015
711,A023810,인팩,KR7023810005,015
712,A023900,풍국주정,KR7023900004,256
713,A023910,대한약품,KR7023910003,266
714,A023960,에쓰씨엔지니어링,KR7023960008,018
715,A024060,흥구석유,KR7024060006,227
716,A024070,WISCOM,KR7024070005,008
717,A024090,디씨엠,KR7024090003,011
718,A024110,기업은행,KR7024110009,022
719,A024120,KB오토시스,KR7024120008,275
720,A024720,한국콜마홀딩스,KR7024720005,021
721,A024740,한일단조,KR7024740003,275
722,A024800,유성티엔에스,KR7024800005,229
723,A024810,이화전기,KR7024810004,360
724,A024830,세원물산,KR7024830002,275
725,A024840,KBI메탈,KR7024840001,268
726,A024850,피에스엠씨,KR7024850000,359
727,A024880,케이피에프,KR7024880007,268
728,A024890,대원화성,KR7024890006,008
729,A024900,덕양산업,KR7024900003,015
730,A024910,경창산업,KR7024910002,275
731,A024940,PN풍년,KR7024940009,268
732,A024950,삼천리자전거,KR7024950008,227
733,A025000,KPX케미칼,KR7025000001,008
734,A025100,포스코건설,KR7025100009,699
735,A025320,시노펙스,KR7025320003,360
736,A025440,대성엘텍,KR7025440009,272
737,A025530,SJM홀딩스,KR7025530007,016
738,A025540,한국단자,KR7025540006,013
739,A025550,한국선재,KR7025550005,268
740,A025560,미래산업,KR7025560004,014
741,A025620,제이준코스메틱,KR7025620006,008
742,A025750,한솔홈데코,KR7025750001,007
743,A025770,한국정보통신,KR7025770009,351
744,A025820,이구산업,KR7025820002,011
745,A025860,남해화학,KR7025860008,008
746,A025870,신라에스지,KR7025870007,227
747,A025880,케이씨피드,KR7025880006,256
748,A025890,한국주강,KR7025890005,012
749,A025900,동화기업,KR7025900002,262
750,A025950,동신건설,KR7025950007,226
751,A025980,아난티,KR7025980004,202
752,A026040,제이에스티나,KR7026040006,277
753,A026150,특수건설,KR7026150003,226
754,A026710,동진건설,KR7026710004,699
755,A026890,디피씨,KR7026890004,013
756,A026910,광진실업,KR7026910000,268
757,A026940,부국철강,KR7026940007,011
758,A026960,동서,KR7026960005,016
759,A026970,대백저축은행,KR7026970004,699
760,A027040,서울전자통신,KR7027040005,227
761,A027050,코리아나,KR7027050004,265
762,A027360,아주IB투자,KR7027360007,231
763,A027410,BGF,KR7027410000,021
764,A027580,상보,KR7027580000,265
765,A027710,팜스토리,KR7027710003,256
766,A027740,마니커,KR7027740000,005
767,A027830,대성창투,KR7027830009,231
768,A027970,세하,KR7027970003,007
769,A028050,삼성엔지니어링,KR7028050003,026
770,A028080,휴맥스홀딩스,KR7028080000,231
771,A028100,동아지질,KR7028100006,018
772,A028260,삼성물산,KR7028260008,016
773,A02826K,삼성물산우B,KR702826K016,016
774,A028300,에이치엘비,KR7028300002,275
775,A028670,팬오션,KR7028670008,019
776,A029460,케이씨,KR7029460003,014
777,A029480,릭스솔루션,KR7029480001,357
778,A029530,신도리코,KR7029530003,013
779,A029780,삼성카드,KR7029780004,021
780,A029960,코엔텍,KR7029960002,212
781,A030000,제일기획,KR7030000004,026
782,A030010,하이투자증권,KR7030010003,699
783,A030190,NICE평가정보,KR7030190003,310
784,A030200,KT,KR7030200000,020
785,A030210,KTB투자증권,KR7030210009,024
786,A030350,드래곤플라이,KR7030350003,354
787,A030520,한글과컴퓨터,KR7030520001,355
788,A030530,원익홀딩스,KR7030530000,270
789,A030610,교보증권,KR7030610000,024
790,A030720,동원수산,KR7030720007,004
791,A030790,비케이탑스,KR7030790000,026
792,A030960,양지사,KR7030960009,263
793,A031310,아이즈비전,KR7031310006,357
794,A031330,에스에이엠티,KR7031330004,227
795,A031390,녹십자셀,KR7031390008,266
796,A031430,신세계인터내셔날,KR7031430002,016
797,A031440,신세계푸드,KR7031440001,026
798,A031510,오스템,KR7031510001,275
799,A031690,케이티파워텔,KR7031690001,699
800,A031820,콤텍시스템,KR7031820004,026
801,A031860,엔에스엔,KR7031860000,227
802,A031980,피에스케이홀딩스,KR7031980006,359
803,A032040,씨앤에스자산관리,KR7032040008,699
804,A032080,아즈텍WB,KR7032080004,258
805,A032190,다우데이타,KR7032190001,227
806,A032280,삼일,KR7032280000,229
807,A032300,한국파마,KR7032300006,266
808,A032350,롯데관광개발,KR7032350001,026
809,A032500,케이엠더블유,KR7032500001,357
810,A032540,TJ미디어,KR7032540007,272
811,A032560,황금에스티,KR7032560005,011
812,A032580,피델릭스,KR7032580003,359
813,A032620,유비케어,KR7032620007,355
814,A032640,LG유플러스,KR7032640005,020
815,A032680,소프트센,KR7032680001,227
816,A032685,소프트센우,KR7032681009,227
817,A032750,삼진,KR7032750002,272
818,A032790,엠젠플러스,KR7032790008,358
819,A032800,판타지오,KR7032800005,237
820,A032820,우리기술,KR7032820003,272
821,A032830,삼성생명,KR7032830002,025
822,A032850,비트컴퓨터,KR7032850000,355
823,A032860,휴먼엔,KR7032860009,212
824,A032940,원익,KR7032940009,227
825,A032960,동일기연,KR7032960007,360
826,A032980,바이온,KR7032980005,227
827,A033050,제이엠아이,KR7033050006,263
828,A033100,제룡전기,KR7033100009,360
829,A033110,코너스톤네트웍스,KR7033110008,227
830,A033130,디지틀조선,KR7033130006,354
831,A033160,엠케이전자,KR7033160003,359
832,A033170,시그네틱스,KR7033170002,359
833,A033180,KH 필룩스,KR7033180001,013
834,A033200,모아텍,KR7033200007,360
835,A033230,인성정보,KR7033230004,356
836,A033240,자화전자,KR7033240003,013
837,A033250,체시스,KR7033250002,015
838,A033270,유나이티드제약,KR7033270000,009
839,A033290,코웰패션,KR7033290008,227
840,A033310,엠투엔,KR7033310004,268
841,A033320,제이씨현시스템,KR7033320003,227
842,A033340,좋은사람들,KR7033340001,258
843,A033430,디에스티,KR7033430000,270
844,A033480,제주국제컨벤,KR7033480005,699
845,A033500,동성화인텍,KR7033500000,265
846,A033530,세종공업,KR7033530007,015
847,A033540,파라텍,KR7033540006,270
848,A033560,블루콤,KR7033560004,360
849,A033640,네패스,KR7033640004,359
850,A033660,우리금융캐피탈,KR7033660002,021
851,A033780,KT&G,KR7033780008,002
852,A033790,스카이문스테크놀로지,KR7033790007,357
853,A033830,티비씨,KR7033830001,352
854,A033920,무학,KR7033920000,005
855,A034020,두산중공업,KR7034020008,012
856,A034120,SBS,KR7034120006,026
857,A034220,LG디스플레이,KR7034220004,013
858,A034230,파라다이스,KR7034230003,237
859,A034300,신세계건설,KR7034300004,018
860,A034310,NICE,KR7034310003,026
861,A034590,인천도시가스,KR7034590000,017
862,A034730,SK,KR7034730002,021
863,A03473K,SK우,KR703473K016,021
864,A034810,해성산업,KR7034810002,231
865,A034830,한국토지신탁,KR7034830000,021
866,A034940,조아제약,KR7034940007,266
867,A034950,한국기업평가,KR7034950006,212
868,A035000,지투알,KR7035000009,026
869,A035080,인터파크,KR7035080001,227
870,A035150,백산,KR7035150002,008
871,A035200,프럼파스트,KR7035200005,265
872,A035250,강원랜드,KR7035250000,026
873,A035290,골드앤에스,KR7035290006,263
874,A035420,NAVER,KR7035420009,026
875,A035430,드림라인,KR7035430008,699
876,A035460,기산텔레콤,KR7035460005,357
877,A035510,신세계 I&C,KR7035510007,026
878,A035600,KG이니시스,KR7035600006,355
879,A035610,솔본,KR7035610005,212
880,A035620,바른손이앤에이,KR7035620004,237
881,A035720,카카오,KR7035720002,026
882,A035760,CJ ENM,KR7035760008,352
883,A035810,이지홀딩스,KR7035810001,256
884,A035890,서희건설,KR7035890003,226
885,A035900,JYP Ent.,KR7035900000,237
886,A036000,예림당,KR7036000008,263
887,A036010,아비코전자,KR7036010007,272
888,A036030,케이티알파,KR7036030005,227
889,A036090,위지트,KR7036090009,270
890,A036120,SCI평가정보,KR7036120004,212
891,A036150,에스피반도체,KR7036150001,699
892,A036170,클라우드에어,KR7036170009,359
893,A036180,지더블유바이텍,KR7036180008,227
894,A036190,금화피에스시,KR7036190007,226
895,A036200,유니셈,KR7036200004,359
896,A036220,오상헬스케어,KR7036220002,699
897,A036420,제이콘텐트리,KR7036420008,026
898,A036460,한국가스공사,KR7036460004,017
899,A036480,대성미생물,KR7036480002,266
900,A036490,SK머티리얼즈,KR7036490001,359
901,A036530,SNT홀딩스,KR7036530004,021
902,A036540,SFA반도체,KR7036540003,359
903,A036560,영풍정밀,KR7036560001,270
904,A036570,엔씨소프트,KR7036570000,026
905,A036580,팜스코,KR7036580009,005
906,A036620,감성코퍼레이션,KR7036620003,227
907,A036630,세종텔레콤,KR7036630002,351
908,A036640,HRS,KR7036640001,265
909,A036670,KCI,KR7036670008,265
910,A036690,코맥스,KR7036690006,357
911,A036710,심텍홀딩스,KR7036710002,360
912,A036800,나이스정보통신,KR7036800001,351
913,A036810,에프에스티,KR7036810000,359
914,A036830,솔브레인홀딩스,KR7036830008,212
915,A036840,휴코드홀딩스,KR7036840007,699
916,A036890,진성티이씨,KR7036890002,270
917,A036930,주성엔지니어링,KR7036930006,359
918,A037030,파워넷,KR7037030004,272
919,A037070,파세코,KR7037070000,272
920,A037230,한국팩키지,KR7037230000,262
921,A037270,YG PLUS,KR7037270006,026
922,A037330,인지디스플레,KR7037330008,360
923,A037340,씨엘인터내셔널,KR7037340007,699
924,A037350,성도이엔지,KR7037350006,212
925,A037370,EG,KR7037370004,226
926,A037400,우리조명,KR7037400009,227
927,A037440,희림,KR7037440005,212
928,A037460,삼지전자,KR7037460003,357
929,A037560,LG헬로비전,KR7037560000,026
930,A037640,지에스엔텍,KR7037640000,699
931,A037710,광주신세계,KR7037710001,016
932,A037760,쎄니트,KR7037760006,268
933,A037890,에어미디어,KR7037890001,699
934,A037950,엘컴텍,KR7037950003,360
935,A038010,제일테크노스,KR7038010005,268
936,A038060,루멘스,KR7038060000,359
937,A038070,서린바이오,KR7038070009,227
938,A038110,에코플라스틱,KR7038110003,275
939,A038160,팍스넷,KR7038160008,231
940,A038290,마크로젠,KR7038290003,212
941,A038340,UCI,KR7038340006,212
942,A038390,레드캡투어,KR7038390001,212
943,A038460,바이오스마트,KR7038460002,358
944,A038500,삼표시멘트,KR7038500005,267
945,A038520,오리엔트전자,KR7038520003,699
946,A038530,골드퍼시픽,KR7038530002,227
947,A038540,상상인,KR7038540001,356
948,A038620,위즈코프,KR7038620001,227
949,A038680,에스넷,KR7038680005,356
950,A038710,콜마파마,KR7038710000,699
951,A038870,에코바이오,KR7038870002,212
952,A038880,아이에이,KR7038880001,359
953,A038950,파인디지털,KR7038950002,357
954,A039010,현대에이치티,KR7039010004,357
955,A039020,이건홀딩스,KR7039020003,262
956,A039030,이오테크닉스,KR7039030002,359
957,A039130,하나투어,KR7039130000,026
958,A039200,오스코텍,KR7039200001,266
959,A039230,에이아이비트,KR7039230008,359
960,A039240,경남스틸,KR7039240007,268
961,A039290,인포뱅크,KR7039290002,351
962,A039310,세중,KR7039310008,212
963,A039340,한국경제TV,KR7039340005,352
964,A039420,케이엘넷,KR7039420005,351
965,A039440,에스티아이,KR7039440003,359
966,A039490,키움증권,KR7039490008,024
967,A039560,다산네트웍스,KR7039560008,357
968,A039570,HDC아이콘트롤스,KR7039570007,018
969,A039610,화성밸브,KR7039610001,270
970,A039670,스포츠서울,KR7039670005,263
971,A039740,한국정보공학,KR7039740006,227
972,A039830,오로라,KR7039830005,212
973,A039840,디오,KR7039840004,274
974,A039860,나노엔텍,KR7039860002,274
975,A039980,리노스,KR7039980008,227
976,A040100,케이아이티,KR7040100000,699
977,A040160,누리플렉스,KR7040160004,355
978,A040300,YTN,KR7040300006,352
979,A040350,큐로컴,KR7040350001,356
980,A040420,정상제이엘에스,KR7040420002,212
981,A040470,코리아2000,KR7040470007,699
982,A040610,SG&G,KR7040610008,275
983,A040830,롯데글로벌로지스,KR7040830002,699
984,A040910,아이씨디,KR7040910002,359
985,A041020,폴라리스오피스,KR7041020009,355
986,A041140,넥슨지티,KR7041140005,354
987,A041190,우리기술투자,KR7041190000,231
988,A041440,현대에버다임,KR7041440009,270
989,A041460,한국전자인증,KR7041460007,355
990,A041510,에스엠,KR7041510009,237
991,A041520,이라이콤,KR7041520008,360
992,A041590,젬백스지오,KR7041590001,226
993,A041650,상신브레이크,KR7041650003,015
994,A041710,씽크풀,KR7041710005,699
995,A041830,인바디,KR7041830001,274
996,A041910,에스텍파마,KR7041910001,266
997,A041920,메디아나,KR7041920000,274
998,A041930,동아화성,KR7041930009,265
999,A041960,코미팜,KR7041960006,266
1000,A042000,카페24,KR7042000000,353
1001,A042040,케이피엠테크,KR7042040006,265
1002,A042110,에스씨디,KR7042110007,272
1003,A042370,비츠로테크,KR7042370007,231
1004,A042380,세메스,KR7042380006,699
1005,A042420,네오위즈홀딩스,KR7042420000,354
1006,A042500,링네트,KR7042500009,356
1007,A042510,라온시큐어,KR7042510008,355
1008,A042520,한스바이오메드,KR7042520007,266
1009,A042600,새로닉스,KR7042600007,360
1010,A042660,대우조선해양,KR7042660001,015
1011,A042670,두산인프라코어,KR7042670000,012
1012,A042700,한미반도체,KR7042700005,012
1013,A042940,상지카일룸,KR7042940007,226
1014,A043090,큐브앤컴퍼니,KR7043090000,227
1015,A043100,솔고바이오,KR7043100007,274
1016,A043150,바텍,KR7043150002,274
1017,A043200,파루,KR7043200005,360
1018,A043220,에이치엘비파워,KR7043220003,270
1019,A043260,성호전자,KR7043260009,360
1020,A043340,에쎈테크,KR7043340009,270
1021,A043360,디지아이,KR7043360007,358
1022,A043370,피에이치에이,KR7043370006,275
1023,A043500,드림텍,KR7043500008,699
1024,A043590,크로바하이텍,KR7043590009,359
1025,A043610,지니뮤직,KR7043610005,354
1026,A043650,국순당,KR7043650001,256
1027,A043710,서울리거,KR7043710003,227
1028,A043720,안국바이오진단,KR7043720002,699
1029,A043910,자연과환경,KR7043910009,212
1030,A044060,조광ILI,KR7044060002,270
1031,A044180,KD,KR7044180008,226
1032,A044340,위닉스,KR7044340008,272
1033,A044380,주연테크,KR7044380004,013
1034,A044450,KSS해운,KR7044450005,019
1035,A044480,블루베리 NFT,KR7044480002,265
1036,A044490,태웅,KR7044490001,268
1037,A044780,에이치케이,KR7044780005,270
1038,A044820,코스맥스비티아이,KR7044820009,021
1039,A044960,이글벳,KR7044960003,227
1040,A044990,에이치엔에스하이텍,KR7044990000,000
1041,A045020,포앤티,KR7045020005,699
1042,A045060,오공,KR7045060001,265
1043,A045100,한양이엔지,KR7045100005,212
1044,A045300,성우테크론,KR7045300001,359
1045,A045340,토탈소프트,KR7045340007,355
1046,A045390,대아티아이,KR7045390002,272
1047,A045510,정원엔시스,KR7045510005,356
1048,A045520,크린앤사이언스,KR7045520004,270
1049,A045660,에이텍,KR7045660008,358
1050,A045890,GV,KR7045890001,272
1051,A045970,코아시아,KR7045970001,360
1052,A046070,코다코,KR7046070009,275
1053,A046110,한일네트웍스,KR7046110003,356
1054,A046120,오르비텍,KR7046120002,212
1055,A046140,SBS콘텐츠허브,KR7046140000,237
1056,A046210,파나진,KR7046210001,274
1057,A046290,엠캐피탈,KR7046290003,699
1058,A046310,백금T&A,KR7046310009,357
1059,A046390,삼화네트웍스,KR7046390001,237
1060,A046400,루트원플러스,KR7046400008,699
1061,A046440,KG모빌리언스,KR7046440004,355
1062,A046890,서울반도체,KR7046890000,359
1063,A046940,우원개발,KR7046940003,226
1064,A046970,우리로,KR7046970000,227
1065,A047040,대우건설,KR7047040001,018
1066,A047050,포스코인터내셔널,KR7047050000,016
1067,A047080,한빛소프트,KR7047080007,354
1068,A047310,파워로직스,KR7047310008,360
1069,A047400,유니온머티리얼,KR7047400007,010
1070,A047560,이스트소프트,KR7047560008,354
1071,A047730,텔라움,KR7047730007,699
1072,A047770,코데즈컴바인,KR7047770003,258
1073,A047810,한국항공우주,KR7047810007,015
1074,A047820,초록뱀미디어,KR7047820006,237
1075,A047920,에이치엘비제약,KR7047920004,212
1076,A048260,오스템임플란트,KR7048260004,274
1077,A048410,현대바이오,KR7048410005,265
1078,A048430,유라테크,KR7048430003,272
1079,A048470,대동스틸,KR7048470009,268
1080,A048530,인트론바이오,KR7048530000,266
1081,A048550,SM C&C,KR7048550008,352
1082,A048770,TPC,KR7048770002,270
1083,A048830,엔피케이,KR7048830004,265
1084,A048870,시너지이노베이션,KR7048870000,274
1085,A048910,대원미디어,KR7048910004,227
1086,A049070,인탑스,KR7049070006,360
1087,A049080,기가레인,KR7049080005,359
1088,A049120,파인디앤씨,KR7049120009,360
1089,A049130,하우리,KR7049130008,699
1090,A049180,셀루메드,KR7049180003,266
1091,A049410,아주엠씨엠,KR7049410004,699
1092,A049430,코메론,KR7049430002,274
1093,A049470,SGA,KR7049470008,355
1094,A049480,오픈베이스,KR7049480007,356
1095,A049500,케이알투자증권,KR7049500002,699
1096,A049520,유아이엘,KR7049520000,360
1097,A049550,잉크테크,KR7049550007,265
1098,A049630,재영솔루텍,KR7049630007,360
1099,A049720,고려신용정보,KR7049720006,212
1100,A049770,동원F&B,KR7049770001,005
1101,A049800,우진플라임,KR7049800006,012
1102,A049830,승일,KR7049830003,268
1103,A049950,미래컴퍼니,KR7049950009,270
1104,A049960,쎌바이오텍,KR7049960008,266
1105,A050090,휘닉스소재,KR7050090000,360
1106,A050110,캠시스,KR7050110006,360
1107,A050120,ES큐브,KR7050120005,227
1108,A050320,아래스,KR7050320001,356
1109,A050480,마이다스IT,KR7050480003,699
1110,A050540,한국코퍼레이션,KR7050540004,212
1111,A050760,에스폴리텍,KR7050760008,265
1112,A050860,아세아텍,KR7050860006,270
1113,A050890,쏠리드,KR7050890003,357
1114,A050960,수산아이앤티,KR7050960004,263
1115,A051160,지어소프트,KR7051160000,355
1116,A051360,토비스,KR7051360006,358
1117,A051370,인터플렉스,KR7051370005,360
1118,A051380,피씨디렉트,KR7051380004,227
1119,A051390,YW,KR7051390003,227
1120,A051490,나라엠앤디,KR7051490001,270
1121,A051500,CJ프레시웨이,KR7051500007,227
1122,A051600,한전KPS,KR7051600005,018
1123,A051630,진양화학,KR7051630002,008
1124,A051780,큐로홀딩스,KR7051780005,227
1125,A051900,LG생활건강,KR7051900009,008
1126,A051905,LG생활건강우,KR7051901007,008
1127,A051910,LG화학,KR7051910008,008
1128,A051915,LG화학우,KR7051911006,008
1129,A051980,중앙디앤엠,KR7051980001,265
1130,A052020,에스티큐브,KR7052020005,360
1131,A052190,이에스에이,KR7052190006,237
1132,A052220,iMBC,KR7052220001,354
1133,A052260,현대바이오랜드,KR7052260007,265
1134,A052300,초록뱀컴퍼니,KR7052300001,229
1135,A052330,코텍,KR7052330008,358
1136,A052400,코나아이,KR7052400009,355
1137,A052420,오성첨단소재,KR7052420007,360
1138,A052460,아이크래프트,KR7052460003,356
1139,A052600,한네트,KR7052600004,351
1140,A052670,제일바이오,KR7052670007,266
1141,A052690,한전기술,KR7052690005,026
1142,A052710,아모텍,KR7052710001,360
1143,A052770,아이톡시,KR7052770005,354
1144,A052790,액토즈소프트,KR7052790003,354
1145,A052860,아이앤씨,KR7052860004,359
1146,A052900,KMH하이텍,KR7052900008,359
1147,A053030,바이넥스,KR7053030003,266
1148,A053050,지에스이,KR7053050001,204
1149,A053060,세동,KR7053060000,275
1150,A053080,원방테크,KR7053080008,270
1151,A053110,소리바다,KR7053110003,354
1152,A053160,프리엠스,KR7053160008,272
1153,A053210,스카이라이프,KR7053210001,026
1154,A053260,금강철강,KR7053260006,268
1155,A053270,구영테크,KR7053270005,275
1156,A053280,예스24,KR7053280004,353
1157,A053290,NE능률,KR7053290003,263
1158,A053300,한국정보인증,KR7053300000,355
1159,A053350,이니텍,KR7053350005,355
1160,A053450,세코닉스,KR7053450003,274
1161,A053580,웹케시,KR7053580007,231
1162,A053590,한국테크놀로지,KR7053590006,275
1163,A053610,프로텍,KR7053610002,359
1164,A053620,태양,KR7053620001,268
1165,A053660,현진소재,KR7053660007,268
1166,A053690,한미글로벌,KR7053690004,026
1167,A053700,삼보모터스,KR7053700001,275
1168,A053800,안랩,KR7053800009,355
1169,A053950,경남제약,KR7053950002,266
1170,A053980,오상자이엘,KR7053980009,356
1171,A054040,한국컴퓨터,KR7054040001,360
1172,A054050,농우바이오,KR7054050000,204
1173,A054090,삼진엘앤디,KR7054090006,360
1174,A054180,메디콕스,KR7054180005,275
1175,A054190,한국우사회,KR7054190004,699
1176,A054210,이랜텍,KR7054210000,360
1177,A054220,비츠로시스,KR7054220009,272
1178,A054300,팬스타엔터프라이즈,KR7054300009,270
1179,A054410,케이피티유,KR7054410006,268
1180,A054450,텔레칩스,KR7054450002,359
1181,A054540,삼영엠텍,KR7054540000,268
1182,A054620,APS홀딩스,KR7054620000,231
1183,A054630,에이디칩스,KR7054630009,277
1184,A054670,대한뉴팜,KR7054670005,266
1185,A054780,키이스트,KR7054780002,237
1186,A054800,아이디스홀딩스,KR7054800008,310
1187,A054920,한컴위드,KR7054920004,355
1188,A054930,유신,KR7054930003,212
1189,A054940,엑사이엔씨,KR7054940002,226
1190,A054950,제이브이엠,KR7054950001,270
1191,A055490,테이팩스,KR7055490007,008
1192,A055550,신한지주,KR7055550008,021
1193,A056000,COWON,KR7056000003,354
1194,A056080,유진로봇,KR7056080005,270
1195,A056090,유앤아이,KR7056090004,274
1196,A056190,에스에프에이,KR7056190002,270
1197,A056360,코위버,KR7056360001,357
1198,A056700,신화인터텍,KR7056700008,360
1199,A056730,CNT85,KR7056730005,227
1200,A057030,YBM넷,KR7057030009,212
1201,A057050,현대홈쇼핑,KR7057050007,016
1202,A057540,옴니시스템,KR7057540007,274
1203,A057680,티사이언티픽,KR7057680001,354
1204,A057880,피에이치씨,KR7057880007,227
1205,A058110,멕아이씨에스,KR7058110008,274
1206,A058220,아리온,KR7058220005,357
1207,A058400,KNN,KR7058400003,352
1208,A058420,제이웨이,KR7058420001,237
1209,A058430,포스코강판,KR7058430000,011
1210,A058450,일야,KR7058450008,360
1211,A058470,리노공업,KR7058470006,359
1212,A058530,슈펙스비앤피,KR7058530007,227
1213,A058610,에스피지,KR7058610007,360
1214,A058630,엠게임,KR7058630005,354
1215,A058650,세아홀딩스,KR7058650003,011
1216,A058730,다스코,KR7058730003,012
1217,A058820,CMG제약,KR7058820002,266
1218,A058850,KTcs,KR7058850009,026
1219,A058860,KTis,KR7058860008,026
1220,A058970,엠로,KR7058970005,355
1221,A059090,미코,KR7059090001,359
1222,A059100,아이컴포넌트,KR7059100008,360
1223,A059120,아진엑스텍,KR7059120006,359
1224,A059210,메타바이오메드,KR7059210005,266
1225,A059270,해성티피씨,KR7059270009,268
1226,A060150,인선이엔티,KR7060150000,212
1227,A060230,이그잭스,KR7060230000,360
1228,A060240,룽투코리아,KR7060240009,354
1229,A060250,NHN한국사이버결제,KR7060250008,355
1230,A060260,뉴보텍,KR7060260007,265
1231,A060280,큐렉소,KR7060280005,227
1232,A060300,레드로버,KR7060300001,237
1233,A060310,3S,KR7060310000,270
1234,A060370,KT서브마린,KR7060370004,226
1235,A060380,동양에스텍,KR7060380003,268
1236,A060480,국일신동,KR7060480001,268
1237,A060540,에스에이티,KR7060540002,357
1238,A060560,홈센타홀딩스,KR7060560000,227
1239,A060570,드림어스컴퍼니,KR7060570009,354
1240,A060590,씨티씨바이오,KR7060590007,266
1241,A060720,KH바텍,KR7060720000,360
1242,A060850,영림원소프트랩,KR7060850005,355
1243,A060900,대한그린파워,KR7060900008,265
1244,A060910,프리젠,KR7060910007,699
1245,A060980,한라홀딩스,KR7060980000,021
1246,A061040,알에프텍,KR7061040002,357
1247,A061250,화일약품,KR7061250007,266
1248,A061610,투에버,KR7061610002,699
1249,A061970,엘비세미콘,KR7061970000,359
1250,A062760,코스텍시스,KR7062760004,699
1251,A06276K,코스텍2우,KR706276K010,699
1252,A06276L,코스텍3우,KR706276K028,699
1253,A062860,티엘아이,KR7062860002,359
1254,A062970,피피아이,KR7062970009,272
1255,A063080,게임빌,KR7063080006,354
1256,A063160,종근당바이오,KR7063160006,009
1257,A063170,서울옥션,KR7063170005,227
1258,A063180,유니텍,KR7063180004,699
1259,A063440,SM Life Design,KR7063440002,263
1260,A063570,한국전자금융,KR7063570006,212
1261,A063760,이엘피,KR7063760003,359
1262,A064090,에프앤리퍼블릭,KR7064090004,227
1263,A064240,홈캐스트,KR7064240005,357
1264,A064260,다날,KR7064260003,354
1265,A064290,인텍플러스,KR7064290000,359
1266,A064350,현대로템,KR7064350002,015
1267,A064480,브리지텍,KR7064480007,356
1268,A064510,에코마이스터,KR7064510001,270
1269,A064520,바른전자,KR7064520000,359
1270,A064550,바이오니아,KR7064550007,266
1271,A064760,티씨케이,KR7064760002,359
1272,A064800,젬백스링크,KR7064800006,227
1273,A064820,케이프,KR7064820004,275
1274,A064850,에프앤가이드,KR7064850001,310
1275,A064960,SNT모티브,KR7064960008,015
1276,A065050,조인트리,KR7065050007,699
1277,A065060,지엔코,KR7065060006,258
1278,A065130,탑엔지니어링,KR7065130007,270
1279,A065150,엠피대산,KR7065150005,227
