번호,종목코드,종목명,fullcode,상업코드
1892,A131760,파인텍,KR7131760001,360
1893,A131890,KINDEX 삼성그룹동일가중,KR7131890006,000
1894,A131970,테스나,KR7131970006,359
1895,A132030,KODEX 골드선물(H),KR7132030008,000
1896,A133690,TIGER 미국나스닥100,KR7133690008,000
1897,A133750,메가엠디,KR7133750000,212
1898,A133820,화인베스틸,KR7133820001,011
1899,A134060,이퓨쳐,KR7134060003,263
1900,A134380,미원화학,KR7134380005,008
1901,A134580,디엠티,KR7134580000,357
1902,A134610,HK자산관리대부,KR7134610005,699
1903,A134790,시디즈,KR7134790005,004
1904,A135160,지오씨,KR7135160000,000
1905,A136340,KBSTAR 중기우량회사채,KR7136340007,000
1906,A136480,하림,KR7136480001,256
1907,A136490,선진,KR7136490000,005
1908,A136510,쎄미시스코,KR7136510005,270
1909,A136540,윈스,KR7136540002,355
1910,A136660,큐엠씨,KR7136660008,000
1911,A137310,에스디바이오센서,KR7137310009,014
1912,A137400,피엔티,KR7137400008,270
1913,A137610,TIGER 농산물선물Enhanced(H),KR7137610002,000
1914,A137930,마이다스 200커버드콜5%OTM,KR7137930004,000
1915,A137940,넥스트아이,KR7137940003,274
1916,A137950,제이씨케미칼,KR7137950002,265
1917,A138040,메리츠금융지주,KR7138040001,021
1918,A138070,신진에스엠,KR7138070008,268
1919,A138080,오이솔루션,KR7138080007,357
1920,A138230,KOSEF 미국달러선물,KR7138230008,000
1921,A138250,엔에스쇼핑,KR7138250006,016
1922,A138360,에이씨티,KR7138360003,265
1923,A138490,코오롱플라스틱,KR7138490008,008
1924,A138520,TIGER 삼성그룹펀더멘털,KR7138520002,000
1925,A138530,TIGER LG그룹+펀더멘털,KR7138530001,000
1926,A138540,TIGER 현대차그룹+펀더멘털,KR7138540000,000
1927,A138580,비즈니스온,KR7138580006,355
1928,A138610,나이벡,KR7138610001,266
1929,A138690,엘아이에스,KR7138690003,359
1930,A138910,KODEX 구리선물(H),KR7138910005,000
1931,A138920,KODEX 콩선물(H),KR7138920004,000
1932,A138930,BNK금융지주,KR7138930003,021
1933,A139050,시티랩스,KR7139050009,356
1934,A139130,DGB금융지주,KR7139130009,021
1935,A139220,TIGER 200 건설,KR7139220008,000
1936,A139230,TIGER 200 중공업,KR7139230007,000
1937,A139240,TIGER 200 철강소재,KR7139240006,000
1938,A139250,TIGER 200 에너지화학,KR7139250005,000
1939,A139260,TIGER 200 IT,KR7139260004,000
1940,A139270,TIGER 200 금융,KR7139270003,000
1941,A139280,TIGER 경기방어,KR7139280002,000
1942,A139290,TIGER 200 경기소비재,KR7139290001,000
1943,A139310,TIGER 금속선물(H),KR7139310007,000
1944,A139320,TIGER 금은선물(H),KR7139320006,000
1945,A139480,이마트,KR7139480008,016
1946,A139660,KOSEF 미국달러선물인버스,KR7139660005,000
1947,A139670,키네마스터,KR7139670004,355
1948,A140070,서플러스글로벌,KR7140070004,227
1949,A140290,청광건설,KR7140290008,000
1950,A140310,자일자동차판매,KR7140310004,699
1951,A140320,대우산업개발,KR7140320003,699
1952,A140410,메지온,KR7140410002,212
1953,A140520,대창스틸,KR7140520008,268
1954,A140570,KBSTAR 수출주,KR7140570003,000
1955,A140580,KBSTAR 우량업종,KR7140580002,000
1956,A140610,엔솔바이오사이언스,KR7140610007,000
1957,A140660,위월드,KR7140660002,000
1958,A140670,알에스오토메이션,KR7140670001,360
1959,A140700,KODEX 보험,KR7140700006,000
1960,A140710,KODEX 운송,KR7140710005,000
1961,A140860,파크시스템스,KR7140860008,274
1962,A140910,에이리츠,KR7140910001,026
1963,A140950,파워 코스피100,KR7140950007,000
1964,A141000,비아트론,KR7141000000,359
1965,A141020,포티스,KR7141020008,227
1966,A141070,맥스로텍,KR7141070003,270
1967,A141080,레고켐바이오,KR7141080002,212
1968,A141110,에이플러스라이프,KR7141110007,699
1969,A142210,유니트론텍,KR7142210004,227
1970,A142280,녹십자엠에스,KR7142280007,266
1971,A142760,바이오리더스,KR7142760008,212
1972,A143160,아이디스,KR7143160000,357
1973,A143210,핸즈코퍼레이션,KR7143210003,015
1974,A143240,사람인에이치알,KR7143240000,353
1975,A143460,KINDEX 밸류대형,KR7143460004,000
1976,A143500,KBS미디어,KR7143500007,699
1977,A143540,영우디에스피,KR7143540003,359
1978,A143850,TIGER 미국S&P500선물(H),KR7143850006,000
1979,A143860,TIGER 헬스케어,KR7143860005,000
1980,A144510,녹십자랩셀,KR7144510005,212
1981,A144600,KODEX 은선물(H),KR7144600004,000
1982,A144620,코오롱머티리얼,KR7144620002,008
1983,A144960,뉴파워프라즈마,KR7144960002,270
1984,A145020,휴젤,KR7145020004,266
1985,A145210,다이나믹디자인,KR7145210001,012
1986,A145270,케이탑리츠,KR7145270005,026
1987,A145670,KINDEX 인버스,KR7145670006,000
1988,A145720,덴티움,KR7145720009,014
1989,A145850,TREX 펀더멘탈 200,KR7145850004,000
1990,A145990,삼양사,KR7145990008,005
1991,A145995,삼양사우,KR7145991006,005
1992,A147760,마이크로프랜드,KR7147760003,274
1993,A147830,제룡산업,KR7147830004,268
1994,A147970,TIGER 모멘텀,KR7147970008,000
1995,A148020,KBSTAR 200,KR7148020001,000
1996,A148070,KOSEF 국고채10년,KR7148070006,000
1997,A148140,비디아이,KR7148140007,270
1998,A148150,세경하이테크,KR7148150006,272
1999,A148250,알엔투테크놀로지,KR7148250004,358
2000,A148780,비플라이소프트,KR7148780000,000
2001,A149010,아이케이세미콘,KR7149010001,000
2002,A149300,아퓨어스,KR7149300006,000
2003,A149950,아바텍,KR7149950008,360
2004,A149980,하이로닉,KR7149980005,274
2005,A150440,피노텍,KR7150440006,000
2006,A150460,TIGER 중국소비테마,KR7150460004,000
2007,A150840,인트로메딕,KR7150840007,274
2008,A150900,파수,KR7150900009,355
2009,A151860,KG ETS,KR7151860004,212
2010,A151910,나노스,KR7151910007,360
2011,A152100,ARIRANG 200,KR7152100004,000
2012,A152380,KODEX 국채선물10년,KR7152380002,000
2013,A152500,KINDEX 레버리지,KR7152500005,000
2014,A152550,한국ANKOR유전,KR7152550000,664
2015,A152870,파워 200,KR7152870002,000
2016,A153130,KODEX 단기채권,KR7153130000,000
2017,A153270,KOSEF 코스피100,KR7153270004,000
2018,A153360,하이골드3호,KR7153360003,026
2019,A153460,네이블,KR7153460001,355
2020,A153490,우리이앤엘,KR7153490008,359
2021,A153710,옵티팜,KR7153710009,266
2022,A154030,아시아종묘,KR7154030001,204
2023,A154040,솔루에타,KR7154040000,360
2024,A155650,와이엠씨,KR7155650005,360
2025,A155660,DSR,KR7155660004,011
2026,A155900,바다로19호,KR7155900004,026
2027,A156080,KODEX MSCI Korea,KR7156080004,000
2028,A156100,엘앤케이바이오,KR7156100000,274
2029,A157450,TIGER 단기통안채,KR7157450008,000
2030,A157490,TIGER 소프트웨어,KR7157490004,000
2031,A157500,TIGER 증권,KR7157500000,000
2032,A158300,에스에이티이엔지,KR7158300004,000
2033,A158310,스타모빌리티,KR7158310003,270
2034,A158430,아톤,KR7158430009,355
2035,A159580,제로투세븐,KR7159580000,227
2036,A159800,마이티 코스피100,KR7159800002,000
2037,A159910,스킨앤스킨,KR7159910009,359
2038,A160550,NEW,KR7160550000,237
2039,A160580,TIGER 구리실물,KR7160580007,000
2040,A160600,이큐셀,KR7160600003,270
2041,A160980,싸이맥스,KR7160980009,359
2042,A161000,애경유화,KR7161000005,008
2043,A161390,한국타이어앤테크놀로지,KR7161390000,008
2044,A161510,ARIRANG 고배당주,KR7161510003,000
2045,A161570,THE MIDONG,KR7161570007,358
2046,A161580,필옵틱스,KR7161580006,360
2047,A161890,한국콜마,KR7161890009,008
2048,A161990,삼보컴퓨터,KR7161990007,699
2049,A162120,루켄테크놀러지스,KR7162120000,000
2050,A163430,디피코,KR7163430002,000
2051,A163560,동일고무벨트,KR7163560006,008
2052,A163730,핑거,KR7163730005,355
2053,A164060,이루다,KR7164060006,274
2054,A166090,하나머티리얼즈,KR7166090001,359
2055,A166220,지에스엘,KR7166220004,699
2056,A166400,TIGER 200커버드콜5%OTM,KR7166400002,000
2057,A166480,코아스템,KR7166480004,266
2058,A167860,KOSEF 국고채10년레버리지,KR7167860006,000
2059,A168300,KTOP 코스피50,KR7168300002,000
2060,A168330,내츄럴엔도텍,KR7168330009,212
2061,A168490,한국패러랠,KR7168490001,664
2062,A168570,산타크루즈,KR7168570000,699
2063,A168580,KINDEX 중국본토CSI300,KR7168580009,000
2064,A169330,엠브레인,KR7169330008,212
2065,A169950,KODEX 중국본토 A50,KR7169950003,000
2066,A170030,현대공업,KR7170030001,275
2067,A170790,파이오링크,KR7170790000,357
2068,A170900,동아에스티,KR7170900005,009
2069,A170920,엘티씨,KR7170920003,359
2070,A171010,램테크놀러지,KR7171010002,359
2071,A171090,선익시스템,KR7171090004,359
2072,A171120,라이온켐텍,KR7171120009,265
2073,A172580,하이골드12호,KR7172580003,026
2074,A173130,오파스넷,KR7173130006,355
2075,A173940,에프엔씨엔터,KR7173940008,237
2076,A174350,TIGER 로우볼,KR7174350009,000
2077,A174360,KBSTAR 중국본토대형주CSI100,KR7174360008,000
2078,A174880,장원테크,KR7174880005,357
2079,A174900,앱클론,KR7174900001,266
2080,A175140,인포마크,KR7175140003,357
2081,A175250,아이큐어,KR7175250000,266
2082,A175330,JB금융지주,KR7175330000,021
2083,A176440,에이치엔티,KR7176440006,360
2084,A176710,파워 중기국고채,KR7176710002,000
2085,A176750,듀켐바이오,KR7176750008,000
2086,A176950,KODEX 국채선물10년인버스,KR7176950004,000
2087,A177350,베셀,KR7177350006,359
2088,A177830,파버나인,KR7177830007,272
2089,A178320,서진시스템,KR7178320008,357
2090,A178600,대동고려삼,KR7178600003,000
2091,A178780,유테크,KR7178780003,227
2092,A178920,PI첨단소재,KR7178920005,008
2093,A179290,엠아이텍,KR7179290002,274
2094,A179530,애드바이오텍,KR7179530001,000
2095,A179690,셀인바이오,KR7179690003,699
2096,A179720,렌딩머신,KR7179720008,000
2097,A179900,유티아이,KR7179900006,360
2098,A180060,탑선,KR7180060006,000
2099,A180400,캔서롭,KR7180400004,212
2100,A180640,한진칼,KR7180640005,019
2101,A18064K,한진칼우,KR718064K016,019
2102,A181340,이즈미디어,KR7181340001,274
2103,A181480,KINDEX 미국다우존스리츠(합성 H),KR7181480005,000
2104,A181710,NHN,KR7181710005,026
2105,A182360,큐브엔터,KR7182360008,237
2106,A182400,엔케이맥스,KR7182400002,266
2107,A182480,TIGER 미국MSCI리츠(합성 H),KR7182480004,000
2108,A182490,TIGER 단기선진하이일드(합성 H),KR7182490003,000
2109,A182690,테라셈,KR7182690008,359
2110,A183190,아세아시멘트,KR7183190008,010
2111,A183300,코미코,KR7183300003,359
2112,A183410,골프존데카,KR7183410000,000
2113,A183490,엔지켐생명과학,KR7183490002,266
2114,A183700,KBSTAR 채권혼합,KR7183700004,000
2115,A183710,KBSTAR 주식혼합,KR7183710003,000
2116,A184230,SGA솔루션즈,KR7184230001,355
2117,A184560,엠파크홀딩스,KR7184560001,699
2118,A185190,수프로,KR7185190006,000
2119,A185490,아이진,KR7185490000,212
2120,A185680,KODEX 미국S&P바이오(합성),KR7185680006,000
2121,A185750,종근당,KR7185750007,009
2122,A186230,그린플러스,KR7186230009,268
2123,A187220,디티앤씨,KR7187220009,212
2124,A187270,신화콘텍,KR7187270004,360
2125,A187420,제노포커스,KR7187420005,266
2126,A187660,에이디엠코리아,KR7187660006,212
2127,A187790,나노,KR7187790001,265
2128,A187870,디바이스이엔지,KR7187870001,359
2129,A189300,인텔리안테크,KR7189300007,272
2130,A189330,씨이랩,KR7189330004,355
2131,A189350,코셋,KR7189350002,000
2132,A189400,ARIRANG 글로벌MSCI(합성 H),KR7189400005,000
2133,A189690,포시에스,KR7189690001,355
2134,A189860,서전기전,KR7189860000,272
2135,A189980,흥국에프엔비,KR7189980006,256
2136,A190410,엘에스아이앤디,KR7190410001,699
2137,A190510,나무가,KR7190510008,360
2138,A190620,KINDEX 단기통안채,KR7190620005,000
2139,A190650,코리아에셋투자증권,KR7190650002,231
2140,A191410,육일씨엔에쓰,KR7191410000,360
2141,A191420,테고사이언스,KR7191420009,266
2142,A191600,블루탑,KR7191600006,000
2143,A192080,더블유게임즈,KR7192080000,026
2144,A192090,TIGER 차이나CSI300,KR7192090009,000
2145,A192230,아리바이오,KR7192230001,699
2146,A192250,케이사인,KR7192250009,355
2147,A192390,윈하이텍,KR7192390003,268
2148,A192400,쿠쿠홀딩스,KR7192400000,021
2149,A192410,THQ,KR7192410009,357
2150,A192440,슈피겐코리아,KR7192440006,360
2151,A192650,드림텍,KR7192650000,013
2152,A192720,파워 고배당저변동성,KR7192720001,000
2153,A192820,코스맥스,KR7192820009,008
2154,A193250,와이제이엠게임즈,KR7193250008,360
2155,A194370,제이에스코퍼레이션,KR7194370003,004
2156,A194480,데브시스터즈,KR7194480000,354
2157,A194700,노바렉스,KR7194700001,256
2158,A195500,마니커에프앤지,KR7195500004,256
2159,A195870,해성디에스,KR7195870001,013
2160,A195920,TIGER 일본TOPIX(합성 H),KR7195920004,000
2161,A195930,TIGER 유로스탁스50(합성 H),KR7195930003,000
2162,A195940,HK이노엔,KR7195940002,266
2163,A195970,ARIRANG 선진국MSCI(합성 H),KR7195970009,000
2164,A195980,ARIRANG 신흥국MSCI(합성 H),KR7195980008,000
2165,A195990,에이비프로바이오,KR7195990007,270
2166,A196030,KINDEX 일본TOPIX레버리지(H),KR7196030001,000
2167,A196170,알테오젠,KR7196170005,212
2168,A196230,KBSTAR 단기통안채,KR7196230007,000
2169,A196300,애니젠,KR7196300008,266
2170,A196450,코아시아옵틱스,KR7196450001,274
2171,A196490,디에이테크놀로지,KR7196490007,270
2172,A196700,웹스,KR7196700009,265
2173,A197140,디지캡,KR7197140007,263
2174,A198080,엔피디,KR7198080004,360
2175,A198440,고려시멘트,KR7198440000,267
2176,A199150,데이터스트림즈,KR7199150004,000
2177,A199290,바이오프로테크,KR7199290008,000
2178,A199800,툴젠,KR7199800004,000
2179,A199820,제일전기공업,KR7199820002,272
2180,A200030,KODEX 미국S&P산업재(합성),KR7200030005,000
2181,A200130,콜마비앤에이치,KR7200130003,266
2182,A200230,텔콘RF제약,KR7200230001,357
2183,A200250,KOSEF 인도Nifty50(합성),KR7200250009,000
2184,A200350,래몽래인,KR7200350007,000
2185,A200470,에이팩트,KR7200470003,359
2186,A200580,메디쎄이,KR7200580009,000
2187,A200670,휴메딕스,KR7200670008,266
2188,A200710,에이디테크놀로지,KR7200710002,359
2189,A200780,비씨월드제약,KR7200780005,266
2190,A200880,서연이화,KR7200880003,015
2191,A201150,교육혁명,KR7201150000,699
2192,A201490,미투온,KR7201490000,354
2193,A202960,판도라티비,KR7202960001,000
2194,A203400,에이비온,KR7203400007,000
2195,A203450,유니온커뮤니티,KR7203450002,272
2196,A203650,드림시큐리티,KR7203650007,263
2197,A203690,프로스테믹스,KR7203690003,266
2198,A203780,TIGER 미국나스닥바이오,KR7203780002,000
2199,A204020,그리티,KR7204020002,258
2200,A204210,모두투어리츠,KR7204210009,026
2201,A204270,제이앤티씨,KR7204270003,272
2202,A204320,만도,KR7204320006,015
2203,A204450,KODEX China H 레버리지(H),KR7204450001,000
2204,A204480,TIGER 차이나CSI300레버리지(합성),KR7204480008,000
2205,A204620,글로벌텍스프리,KR7204620009,231
2206,A204630,스튜디오산타클로스,KR7204630008,237
2207,A204840,지엘팜텍,KR7204840003,212
2208,A205100,엑셈,KR7205100001,355
2209,A205470,휴마시스,KR7205470008,266
2210,A205500,액션스퀘어,KR7205500002,354
2211,A205720,KINDEX 일본TOPIX인버스(합성 H),KR7205720006,000
2212,A206300,엠텍비젼,KR7206300006,699
2213,A206400,베노홀딩스,KR7206400004,355
2214,A206560,덱스터,KR7206560005,237
2215,A206640,바디텍메드,KR7206640005,266
2216,A206650,유바이오로직스,KR7206650004,266
2217,A206950,볼빅,KR7206950008,000
2218,A207490,에이펙스인텍,KR7207490004,000
2219,A207760,미스터블루,KR7207760000,354
2220,A207940,삼성바이오로직스,KR7207940008,009
2221,A208140,정다운,KR7208140004,256
2222,A208340,파멥신,KR7208340000,266
2223,A208350,지란지교시큐리티,KR7208350009,263
2224,A208370,셀바스헬스케어,KR7208370007,274
2225,A208470,SMART 선진국MSCI World(합성 H),KR7208470005,000
2226,A208640,썸에이지,KR7208640003,263
2227,A208710,바이오로그디바이스,KR7208710004,360
2228,A208850,이비테크,KR7208850008,000
2229,A208860,엔지스테크널러지,KR7208860007,355
2230,A208890,미래엔에듀파트너,KR7208890004,000
2231,A210120,빅텐츠,KR7210120002,000
2232,A210540,디와이파워,KR7210540001,012
2233,A210780,TIGER 코스피고배당,KR7210780003,000
2234,A210980,SK디앤디,KR7210980009,026
2235,A211050,인카금융서비스,KR7211050000,000
2236,A211260,KINDEX 배당성장,KR7211260005,000
2237,A211270,AP위성,KR7211270004,357
2238,A211560,TIGER 배당성장,KR7211560008,000
2239,A211900,KODEX 배당성장,KR7211900006,000
2240,A212310,휴벡셀,KR7212310007,000
2241,A212560,네오오토,KR7212560007,275
2242,A213090,미래테크놀로지,KR7213090004,355
2243,A213420,덕산네오룩스,KR7213420003,359
2244,A213500,한솔제지,KR7213500002,007
2245,A213610,KODEX 삼성그룹밸류,KR7213610009,000
2246,A213630,ARIRANG 미국다우존스고배당주(합성 H),KR7213630007,000
2247,A214150,클래시스,KR7214150005,274
2248,A214180,민앤지,KR7214180002,355
2249,A214260,라파스,KR7214260002,265
2250,A214270,퓨쳐스트림네트웍스,KR7214270001,263
2251,A214310,에스엘바이오닉스,KR7214310005,359
2252,A214320,이노션,KR7214320004,026
2253,A214330,금호에이치티,KR7214330003,015
2254,A214370,케어젠,KR7214370009,266
2255,A214390,경보제약,KR7214390007,009
2256,A214420,토니모리,KR7214420002,008
2257,A214430,아이쓰리시스템,KR7214430001,272
2258,A214450,파마리서치,KR7214450009,266
2259,A214610,미코바이오메드,KR7214610008,274
2260,A214680,디알텍,KR7214680001,274
2261,A214870,뉴지랩파마,KR7214870008,227
2262,A214980,KODEX 단기채권PLUS,KR7214980005,000
2263,A215000,골프존,KR7215000001,355
2264,A215050,비엔디생활건강,KR7215050006,000
2265,A215090,휴센텍,KR7215090002,274
2266,A215100,로보로보,KR7215100009,354
2267,A215200,메가스터디교육,KR7215200007,212
2268,A215360,우리산업,KR7215360009,275
2269,A215380,우정바이오,KR7215380007,212
2270,A215480,토박스코리아,KR7215480005,227
2271,A215570,크로넥스,KR7215570003,000
2272,A215600,신라젠,KR7215600008,212
2273,A215620,흥국 S&P코리아로우볼,KR7215620006,000
2274,A215790,이노인스트루먼트,KR7215790007,357
2275,A216050,인크로스,KR7216050005,212
2276,A216080,제테마,KR7216080002,266
2277,A216280,원텍,KR7216280008,000
2278,A216400,인바이츠바이오코아,KR7216400002,000
2279,A217190,제너셈,KR7217190008,359
2280,A217270,넵튠,KR7217270008,263
2281,A217320,썬테크,KR7217320001,000
2282,A217330,싸이토젠,KR7217330000,212
2283,A217480,에스디생명공학,KR7217480003,265
2284,A217500,러셀,KR7217500008,270
2285,A217600,켐온,KR7217600006,212
2286,A217620,디딤,KR7217620004,204
2287,A217730,강스템바이오텍,KR7217730001,266
2288,A217770,TIGER 원유선물인버스(H),KR7217770007,000
2289,A217780,TIGER 차이나CSI300인버스(합성),KR7217780006,000
2290,A217790,TIGER 가격조정,KR7217790005,000
2291,A217820,엔에스,KR7217820000,270
2292,A217880,틸론,KR7217880004,000
2293,A217910,에스제이켐,KR7217910009,000
2294,A217950,파마리서치바이오,KR7217950005,000
2295,A218150,미래생명자원,KR7218150001,256
2296,A218410,RFHIC,KR7218410009,272
2297,A218420,KODEX 미국S&P에너지(합성),KR7218420008,000
2298,A219130,타이거일렉,KR7219130002,359
2299,A219390,KBSTAR 미국S&P원유생산기업(합성 H),KR7219390002,000
2300,A219420,링크제니시스,KR7219420007,355
2301,A219480,KODEX 미국S&P500선물(H),KR7219480001,000
2302,A219550,자안코스메틱,KR7219550001,227
2303,A219750,지티지웰니스,KR7219750007,274
2304,A219900,KINDEX 중국본토CSI300레버리지(합성),KR7219900008,000
2305,A220100,퓨쳐켐,KR7220100002,266
2306,A220130,SMART 중국본토 중소형 CSI500(합성 H),KR7220130009,000
2307,A220180,핸디소프트,KR7220180004,355
2308,A220260,켐트로스,KR7220260004,265
2309,A220630,맘스터치,KR7220630008,227
2310,A221610,자안바이오,KR7221610009,265
2311,A221800,유투바이오,KR7221800006,000
2312,A221840,하이즈항공,KR7221840002,275
2313,A221980,케이디켐,KR7221980006,265
2314,A222040,코스맥스엔비티,KR7222040008,256
2315,A222070,동명스틸,KR7222070005,699
2316,A222080,씨아이에스,KR7222080004,270
2317,A222110,팬젠,KR7222110009,266
2318,A222160,바이옵트로,KR7222160004,000
2319,A222420,쎄노텍,KR7222420002,267
2320,A222670,플럼라인생명과학,KR7222670002,000
2321,A222800,심텍,KR7222800005,359
2322,A222810,마이더스AI,KR7222810004,355
2323,A222980,한국맥널티,KR7222980005,256
2324,A223190,KODEX 200가치저변동,KR7223190000,000
2325,A223220,아이피몬스터,KR7223220005,000
2326,A223250,드림씨아이에스,KR7223250002,212
2327,A223310,경남제약헬스케어,KR7223310004,355
2328,A224020,에스케이씨에스,KR7224020008,000
2329,A224060,코디엠,KR7224060004,359
2330,A224110,에이텍티앤,KR7224110007,358
2331,A224760,엔에스컴퍼니,KR7224760009,000
2332,A224810,엄지하우스,KR7224810002,000
2333,A224850,에스큐사이언스,KR7224850008,699
2334,A225030,TIGER 미국S&P500선물인버스(H),KR7225030006,000
2335,A225040,TIGER 미국S&P500레버리지(합성 H),KR7225040005,000
2336,A225050,TIGER 유로스탁스레버리지(합성 H),KR7225050004,000
2337,A225060,TIGER 이머징마켓MSCI레버리지(합성 H),KR7225060003,000
2338,A225130,KINDEX 골드선물 레버리지(합성 H),KR7225130004,000
2339,A225190,삼양옵틱스,KR7225190008,274
2340,A225220,제놀루션,KR7225220003,266
2341,A225330,씨엠에스에듀,KR7225330000,212
2342,A225430,케이엠제약,KR7225430008,265
2343,A225530,보광산업,KR7225530005,267
2344,A225570,넷게임즈,KR7225570001,354
2345,A225590,패션플랫폼,KR7225590009,258
2346,A225800,KOSEF 미국달러선물레버리지,KR7225800002,000
2347,A225850,미애부,KR7225850007,000
2348,A225860,엠앤씨생명과학,KR7225860006,000
2349,A226320,잇츠한불,KR7226320000,008
2350,A226330,신테카바이오,KR7226330009,263
2351,A226340,본느,KR7226340008,265
2352,A226360,KH E&T,KR7226360006,226
2353,A226380,KINDEX Fn성장소비주도주,KR7226380004,000
2354,A226400,오스테오닉,KR7226400000,274
2355,A226440,한송네오텍,KR7226440006,270
2356,A226490,KODEX 코스피,KR7226490001,000
2357,A226950,올릭스,KR7226950004,212
2358,A226980,KODEX 200 중소형,KR7226980001,000
2359,A227100,디자인,KR7227100005,272
2360,A227420,도부마스크,KR7227420007,000
2361,A227540,TIGER 200 헬스케어,KR7227540002,000
2362,A227550,TIGER 200 산업재,KR7227550001,000
2363,A227560,TIGER 200 생활소비재,KR7227560000,000
2364,A227570,TIGER 우량가치,KR7227570009,000
2365,A227580,스포라이브,KR7227580008,699
2366,A227610,아우딘퓨쳐스,KR7227610003,265
2367,A227680,뉴젠홀딩스,KR7227680006,699
2368,A227830,ARIRANG 코스피,KR7227830007,000
2369,A227840,현대코퍼레이션홀딩스,KR7227840006,016
2370,A227950,엔투텍,KR7227950003,270
2371,A228340,동양파일,KR7228340006,267
2372,A228670,레이,KR7228670006,274
2373,A228760,지노믹트리,KR7228760005,266
2374,A228790,TIGER 화장품,KR7228790002,000
2375,A228800,TIGER 여행레저,KR7228800009,000
2376,A228810,TIGER 미디어컨텐츠,KR7228810008,000
2377,A228820,TIGER KTOP30,KR7228820007,000
2378,A228850,레이언스,KR7228850004,274
2379,A229000,젠큐릭스,KR7229000005,266
2380,A229200,KODEX 코스닥 150,KR7229200001,000
2381,A229500,노브메타파마,KR7229500004,000
2382,A229640,LS전선아시아,KR7229640008,021
2383,A229720,KODEX KTOP30,KR7229720008,000
2384,A230240,에치에프알,KR7230240004,357
2385,A230360,에코마케팅,KR7230360000,212
2386,A230480,KOSEF 미국달러선물인버스2X,KR7230480006,000
2387,A230980,에이트원,KR7230980005,263
2388,A232080,TIGER 코스닥150,KR7232080002,000
2389,A232140,와이아이케이,KR7232140004,359
2390,A232530,이엠티,KR7232530006,000
2391,A232680,라온테크,KR7232680009,359
2392,A232830,시큐센,KR7232830000,000
2393,A233160,TIGER 코스닥150 레버리지,KR7233160001,000
2394,A233250,메디안디노스틱,KR7233250000,000
2395,A233740,KODEX 코스닥150 레버리지,KR7233740000,000
2396,A233990,질경이,KR7233990001,000
2397,A234070,에이원알폼,KR7234070001,000
2398,A234080,JW생명과학,KR7234080000,009
2399,A234100,세원,KR7234100006,275
2400,A234300,에스트래픽,KR7234300002,355
2401,A234310,KBSTAR V&S셀렉트밸류,KR7234310001,000
2402,A234340,세틀뱅크,KR7234340008,355
2403,A234690,녹십자웰빙,KR7234690006,266
2404,A234920,자이글,KR7234920007,272
2405,A235980,메드팩토,KR7235980000,212
2406,A236030,씨알푸드,KR7236030003,000
2407,A236200,슈프리마,KR7236200002,272
2408,A236340,메디젠휴먼케어,KR7236340006,000
2409,A236350,TIGER 인도니프티50레버리지(합성),KR7236350005,000
2410,A236810,엔비티,KR7236810008,212
2411,A237010,끄렘드라끄렘,KR7237010004,699
2412,A237350,KODEX 코스피100,KR7237350004,000
2413,A237370,KODEX 배당성장채권혼합,KR7237370002,000
2414,A237440,TIGER 경기방어채권혼합,KR7237440003,000
2415,A237690,에스티팜,KR7237690003,266
2416,A237750,피앤씨테크,KR7237750005,272
2417,A237820,플레이디,KR7237820006,212
2418,A237880,클리오,KR7237880000,265
2419,A238090,앤디포스,KR7238090005,267
2420,A238120,얼라인드,KR7238120000,274
2421,A238170,엔에스엠,KR7238170005,000
2422,A238200,비피도,KR7238200000,256
2423,A238490,힘스,KR7238490007,359
2424,A238500,로보쓰리,KR7238500003,000
2425,A238670,ARIRANG 스마트베타Quality채권혼합,KR7238670004,000
2426,A238720,KINDEX 일본Nikkei225(H),KR7238720007,000
2427,A239340,줌인터넷,KR7239340003,353
2428,A239610,에이치엘사이언스,KR7239610009,256
2429,A239660,ARIRANG 우량회사채50 1년,KR7239660004,000
2430,A239890,피엔에이치테크,KR7239890007,265
2431,A240340,인터코스,KR7240340000,000
2432,A240810,원익IPS,KR7240810002,359
2433,A241140,한국지네틱바이오팜,KR7241140003,699
2434,A241180,TIGER 일본니케이225,KR7241180009,000
2435,A241390,KBSTAR V&S셀렉트밸류채권혼합,KR7241390004,000
2436,A241520,DSC인베스트먼트,KR7241520006,231
2437,A241560,두산밥캣,KR7241560002,012
2438,A241590,화승엔터프라이즈,KR7241590009,003
2439,A241690,유니테크노,KR7241690007,275
2440,A241710,코스메카코리아,KR7241710003,265
2441,A241770,메카로,KR7241770007,359
2442,A241790,오션브릿지,KR7241790005,359
2443,A241820,피씨엘,KR7241820000,266
2444,A241840,에이스토리,KR7241840008,237
2445,A242040,나무기술,KR7242040004,263
2446,A242350,피엔아이컴퍼니,KR7242350007,000
2447,A243070,휴온스,KR7243070000,266
2448,A243840,신흥에스이씨,KR7243840006,360
2449,A243870,굿센,KR7243870003,000
2450,A243880,TIGER 200IT레버리지,KR7243880002,000
2451,A243890,TIGER 200에너지화학레버리지,KR7243890001,000
2452,A244460,올리패스,KR7244460002,266
2453,A244580,KODEX 바이오,KR7244580007,000
2454,A244620,KODEX 모멘텀Plus,KR7244620001,000
2455,A244660,KODEX 퀄리티Plus,KR7244660007,000
2456,A244670,KODEX 밸류Plus,KR7244670006,000
2457,A244880,나눔테크,KR7244880001,000
